GTNum,GTStn,CastType,Pump,StationType,CastNumber,Eventnumber,Latitudedegrees_north,Longitudedegrees_east,Bottomdepthm,DateatMidcastGMTyyyymmdd,TimeGMTatmidcasthhmm,TargetGTDepthm,CorrectedMeanDepthm,stddevDepthm,GP15featuredescription,VolumeQMAL,VolumeSuporL,VolumeFinalL,PumpError,overallpumpnotes,Qpprocessingnotes,Qprocessingnotes,Spprocessingnotes,Sprocessingnotes,Sr_SPT_pM,Y_SPT_pM,Mo_SPT_pM,Rh103LR_pM,Ag_SPT_pM,Cd_SPT_pM,In115LR_pM,Ba_SPT_pM,La_SPT_pM,Ce_SPT_pM,Pr_SPT_pM,Nd143_SPT_pM,Nd146_SPT_pM,Sm147_SPT_pM,Sm149_SPT_pM,Eu151_SPT_pM,Eu153_SPT_pM,Gd157_SPT_pM,Tb_SPT_pM,Gd160_SPT_pM,Dy_SPT_pM,Dy_SPT_pM1,Ho_SPT_pM,Er166_SPT_pM,Er167_SPT_pM,Tm_SPT_pM,Yb172_SPT_pM,Yb174_SPT_pM,Lu_SPT_pM,Pb_SPT_pM,Th_SPT_pM,U_SPT_pM,Al_SPT_pM,P_SPT_pM,Sc_SPT_pM,Ti_SPT_pM,V_SPT_pM,Cr_SPT_pM,Mn_SPT_pM,Fe_SPT_pM,Co_SPT_pM,Ni_SPT_pM,Cu_SPT_pM,Zn_SPT_pM,POC_SPT_uM,PN_SPT_uM,POC_LPT_uM,PN_LPT_uM,PIC_SPT_nM,PIC_LPT_nM,bSi_SPT_nM,bSi_LPT_nM,POC_13_12_SPT_permill,N_15_14_SPT_permil,POC_13_12_LPT_permil,N_15_14_LPT_permil,Sr_LPT_pM,Y_LPT_pM,Mo_LPT_pM,Rh103LR_pM1,Ag_LPT_pM,Cd_LPT_pM,In115LR_pM1,Ba_LPT_pM,La_LPT_pM,Ce_LPT_pM,Pr_LPT_pM,Nd143_LPT_pM,Nd146_LPT_pM,Sm147_LPT_pM,Sm149_LPT_pM,Eu151_LPT_pM,Eu153_LPT_pM,Gd157_LPT_pM,Tb_LPT_pM,Gd160_LPT_pM,Dy_LPT_pM,Dy_LPT_pM1,Ho_LPT_pM,Er166_LPT_pM,Er167_LPT_pM,Tm_LPT_pM,Yb172_LPT_pM,Yb174_LPT_pM,Lu_LPT_pM,Pb_LPT_pM,Th_LPT_pM,U_LPT_pM,Al_LPT_pM,P_LPT_pM,Sc_LPT_pM,Ti_LPT_pM,V_LPT_pM,Cr_LPT_pM,Mn_LPT_pM,Fe56_LPT_pM,Fe57_LPT_pM,Co_LPT_pM,Ni_LPT_pM,Cu_LPT_pM,Zn_LPT_pM,Al_SPT_pM_noneg,Al_LPT_pM_noneg,POM_SPT_ugL,POM_LPT_ugL,CaCO3_SPT_ugL,CaCO3_LPT_ugL,opal_SPT_ugL,opal_LPT_ugL,litho_SPT_ugL,litho_LPT_ugL,FeOH3_SPT_ugL,FeOH3_LPT_ugL,MnO2_SPT_ugL,MnO2_LPT_ugL,SPM_SPT_ugL,SPM_LPT_ugL,fPOM_SPT,fCaCO3_SPT,fopal_SPT,flitho_SPT,fFeOH3_SPT,fMnO2_SPT,fPOM_LPT,fCaCO3_LPT,fopal_LPT,flitho_LPT,fFeOH3_LPT,fMnO2_LPT,CP_SPT_molmol,CP_LPT_molmol,NP_SPT_molmol,NP_LPT_molmol,CN_SPT_molmol,CN_LPT_molmol,CdP_SPT_mmolmol,CdP_LPT_mmolmol,ZnP_SPT_mmolmol,ZnP_LPT_mmolmol
12601,4,S,4,1,4,6559,54.66005,-155.1700333,5600,9/29/18 1:48,9/29/18 1:48,400,405,1.426086439,particle min,1130.6,489.5,1632.5,,,,,,,119.8023882,0.009243117,0.214602256,2801.478291,0.011109015,0.245440037,0.010316942,4.253655684,0.004193401,0.00516104,0.001263225,0.040150139,0.012272966,0.003505217,0.001123625,0.002156119,0.003413498,0.014775598,0.001539889,0.001512764,0.001489896,0.001376391,0.000994539,0.001994199,0.002885428,0.000294284,0.001038396,0.000872316,0.000422683,0.03089758,0.001789062,0.022714647,82.33119673,417.9479155,0.034703393,2.555468674,1.363795857,6.94668266,0.904748404,25.76500162,0.01638423,1.107494502,1.346873831,11.74494501,0.012461085,0.005769088,0.001155873,0.000155163,0.483597803,0.105125371,0.485369609,0.118575174,0,0,0,0,4.104554917,0.001192697,0.01720996,370.9555445,0.002297402,0.001623419,0.00021709,0.11090499,0.000729231,0.001462746,8.20E-05,0.00083495,0.000892092,0.000104134,0.000101186,0.000423654,0.000576939,0.000979929,1.70E-05,0.000117822,8.68E-05,5.66E-05,3.36E-05,4.86E-05,6.76E-05,1.99E-05,4.15E-05,4.94E-05,2.50E-05,0.002229807,0.000115169,0.000770498,7.862382892,6.463804377,0.002086622,0.512848572,0.025624191,0.929427977,0.09237259,1.907736827,1.887532576,0.007987075,0.773307356,0.04090825,1.917614007,82.33119673,7.862382892,0.281122087,0.026076503,0.048398468,0.010520947,0.032616838,0.007968252,0.026432132,0.00252419,0.062287,0.009299706,0.001021056,0.000152319,0.294983505,0.030774122,0.027106472,0.006438107,0.013463764,0.002686003,NaN,9.41E-05,0.009885621,0.004087802,0.006667495,0.000945931,NaN,5.47E-05,12.8837287,4.657768044,3.037889663,0.601008165,1.989009409,0.425283944,0.216969583,0.007116067,6.011031636,6.430152328
12600,4,S,5,1,4,6559,54.66005,-155.1700333,5600,9/29/18 1:48,9/29/18 1:48,200,204,1.426086439,in deep mesopelagic elevated particle baseline from %T (100-250m),1102.2,564.2,1673.3,,,,,,,104.2667933,0.009427087,0.187193337,2430.626057,0.0150332,0.885953164,0.008950858,8.767561602,0.004106256,0.004467508,0.001064167,0.033230945,0.010336995,0.003053868,0.001013483,0.003224104,0.005373686,0.013898552,0.001424389,0.001396104,0.001420664,0.001360824,0.000995167,0.002190068,0.003136613,0.000320464,0.001176212,0.000955335,0.00049715,0.037184338,0.001225071,0.019770181,47.92165499,900.1911228,0.025356156,2.174557212,1.778281055,6.005090297,0.911584305,16.80768933,0.021434491,1.255477538,1.313641575,13.40601624,0.012782166,0.005917738,0.001002836,0.000134619,0.496058497,0.1078341,0.837136543,0.259984836,0,0,0,0,4.210315541,0.001223429,0.017653404,380.5138257,0.002356599,0.001665249,0.000222684,0.11376264,0.000748021,0.001500436,8.41E-05,0.000856464,0.000915079,0.000106817,0.000103793,0.00043457,0.000591805,0.001005179,1.74E-05,0.000120858,8.91E-05,5.81E-05,3.44E-05,4.98E-05,6.94E-05,2.04E-05,4.26E-05,5.06E-05,2.57E-05,0.002287262,0.000118136,0.000790351,8.064970149,6.630354953,0.002140387,0.526062961,0.026284441,0.953376221,0.094752722,1.956892812,1.936167964,0.008192875,0.793232895,0.041962319,1.967024493,47.92165499,8.064970149,0.288365661,0.022623977,0.049645534,0.010792037,0.056255576,0.017470981,0.015385074,0.002589229,0.03399311,0.008353791,0.000560975,0.000136874,0.300294306,0.031781382,0.017431027,0.003343853,0.00732862,0.000868205,NaN,3.13E-05,0.004980989,0.002317176,0.00493392,0.000526528,NaN,2.75E-05,13.66123676,2.197598024,2.172907501,0.283580566,0.894492458,0.178132964,0.356654294,0.003643574,3.27661643,3.703032214
12599,4,S,6,1,4,6559,54.66005,-155.1700333,5600,9/29/18 1:48,9/29/18 1:48,100,104,1.426086439,0,980.7,425.4,1428.2,,,,,,,137.8668557,0.008099596,0.247319897,3221.04553,0.015901034,1.768626399,0.011871518,5.974687903,0.004054957,0.005163118,0.000707638,0.014518941,0.005048022,0.001276401,0.000640111,0.002374977,0.003989114,0.009261798,0.000650816,0.001175629,0.000896631,0.000729391,0.000441885,0.000972918,0.001414913,0.000147155,0.000580267,0.000551267,0.000230584,0.049640266,0.00073431,0.026136563,29.86794829,1245.544185,0.00739801,2.819945456,1.007103062,7.991979578,1.162125876,14.02971642,0.024630162,1.411672868,1.599929365,14.15842583,0.014365762,0.006650893,0.001330042,0.000178543,0.557515729,0.121193785,0.584682114,0.158136281,0,0,0,0,4.731936157,0.001375001,0.019840503,427.6561014,0.00264856,0.001871559,0.000250273,0.127856818,0.000840694,0.001686326,9.45E-05,0.000962572,0.001028449,0.000120051,0.000116652,0.000488409,0.000665124,0.001129712,1.95E-05,0.000135832,0.0001001,6.53E-05,3.87E-05,5.60E-05,7.80E-05,2.29E-05,4.78E-05,5.69E-05,2.88E-05,0.002570633,0.000132773,0.000888269,9.064148158,7.451796909,0.002405562,0.591237479,0.029540849,1.071491048,0.106491741,2.199334411,2.176041939,0.0092079,0.891507389,0.047161076,2.210721318,29.86794829,9.064148158,0.324091599,0.030005755,0.055796174,0.012129074,0.039290638,0.010626758,0.009588996,0.002910012,0.007229608,0.003144436,0.000153578,5.21E-05,0.33141601,0.034332872,0.018832087,0.003005738,0.005405049,0.000473978,NaN,1.05E-05,0.006944976,0.002781391,0.00386115,0.000612513,0.000660782,1.10E-05,14.46831654,1.347268064,2.586565243,0.17872162,0.455623963,0.185200577,0.514533087,0.002436056,2.402992944,2.048794023
12598,4,S,7,1,4,6559,54.66005,-155.1700333,5600,9/29/18 1:48,9/29/18 1:48,70,74,1.426086439,0,1048.5,495.3,1573.5,,,,,,,118.7662261,0.007946718,0.21359043,2768.785377,0.017362673,1.541829146,0.010196089,5.150995443,0.003975053,0.004434564,0.000714676,0.017576903,0.005873693,0.001555567,0.00062906,0.00212062,0.003408104,0.009224807,0.000751189,0.001104595,0.000906427,0.000818849,0.000571636,0.00120609,0.001756782,0.000184194,0.000673831,0.00058956,0.000270835,0.044112134,0.000671545,0.022468899,25.25798933,1715.921145,0.00714357,2.421870308,1.386390459,6.861001809,0.979342217,12.34117793,0.023828009,1.588005676,1.452841936,17.68826812,0.013436818,0.006220821,0.001142338,0.000153346,0.52146464,0.113356933,0.508489339,0.217393468,0,0,0,0,4.425951158,0.001286088,0.018557541,400.0022305,0.002477294,0.001750537,0.000234089,0.11958911,0.000786332,0.001577282,8.84E-05,0.000900328,0.000961945,0.000112288,0.000109109,0.000456827,0.000622115,0.00105666,1.83E-05,0.000127048,9.36E-05,6.10E-05,3.62E-05,5.24E-05,7.29E-05,2.14E-05,4.47E-05,5.32E-05,2.70E-05,0.002404406,0.000124187,0.00083083,8.478025845,6.969935364,0.00225001,0.553005814,0.027630625,1.00220436,0.099605579,2.057117079,2.035330787,0.008612482,0.833859129,0.044111462,2.067767665,25.25798933,8.478025845,0.303134603,0.025771145,0.052188181,0.011344762,0.034170484,0.014608841,0.008108986,0.002721839,0.005100247,0.002585778,0.000117215,4.30E-05,0.30963462,0.031943235,0.013288887,0.002130837,0.002448006,0.00028824,0.000181078,5.03E-06,0.005427405,0.002220051,0.003759671,0.000504882,NaN,8.00E-06,16.67313401,2.716394957,2.877316069,0.345416299,0.262740494,0.136621977,0.324511604,0.005237074,2.299060832,3.400653753
12597,4,S,8,1,4,6559,54.66005,-155.1700333,5600,9/29/18 1:48,9/29/18 1:48,30,34,1.426086439,base of ML,424.3,167.3,658.4,min flow reached,,,,,,350.2565197,0.020946625,0.671406137,8190.014922,0.047205242,4.070163192,0.030186145,3.750975197,0.010382508,0.012942276,0.001780807,0.036416295,0.012410152,0.002991997,0.001578897,0.003663813,0.0053398,0.022799263,0.0016143,0.00297836,0.002326182,0.001865107,0.001228064,0.002579405,0.003928623,0.000375926,0.001390139,0.001350625,0.000569991,0.093068549,0.001554796,0.06656246,72.68292913,9077.916355,0.011530872,7.162927377,2.507437467,20.18098591,2.568079455,34.9031617,0.092338373,4.777569656,3.932385152,32.95432269,0.033204108,0.015372451,0.003381949,0.000453988,1.288606353,0.280119596,0.641676142,0.270466877,0,0,0,0,10.9370959,0.00317809,0.045858075,988.4570791,0.006121713,0.004325802,0.000578464,0.295520108,0.001943127,0.003897667,0.000218444,0.002224827,0.002377091,0.000277478,0.000269622,0.001128878,0.001537326,0.002611143,4.52E-05,0.000313953,0.000231366,0.000150852,8.94E-05,0.000129369,0.000180235,5.29E-05,0.000110564,0.000131571,6.66E-05,0.005941598,0.000306882,0.002053087,20.95029483,17.22360884,0.005560064,1.366548658,0.068278837,2.476576175,0.246138228,5.083401501,5.029564765,0.021282553,2.060573407,0.109005109,5.109720472,72.68292913,20.95029483,0.749084684,0.07629676,0.128963724,0.028034369,0.043120637,0.018175374,0.023334591,0.006726016,0.005715051,0.003352225,0.000234135,5.82E-05,0.761706055,0.083629814,0.010878235,0.001570005,0.000800117,0.000257225,6.30E-05,2.63E-06,0.005907612,0.00204515,0.001606832,0.000432344,NaN,3.74E-06,12.02953045,2.015056295,1.852523774,0.267622032,0.206075763,0.08725265,0.161678235,0.003598169,0.747943601,2.222195992
12698,4,D,1,1,10,6568,54.66005,-155.1700333,5590,9/30/18 19:33,9/30/18 19:33,5540,5546.9,1.13,lower BNL; bottom-50m,980.3,350.4,1412.1,,,,,,,167.1935315,0.033295585,0.298901685,3918.172913,0.009025673,0.063426591,0.014412485,4.438236332,0.027925319,0.052060457,0.012595125,0.390835588,0.119180367,0.030850353,0.009620369,0.006339169,0.007515066,0.098623208,0.011052169,0.009091472,0.008775028,0.00860557,0.005479376,0.009951011,0.014563939,0.001325256,0.004159826,0.003241917,0.001419151,0.086695776,0.055593029,0.031710552,2720.581394,313.1852197,0.930199154,18.07844826,11.26145784,10.28393544,3.570889152,642.5972013,0.116580885,1.59444002,2.134831684,13.13954713,0.014371624,0.006653607,0.001614726,0.000216758,0.557743217,0.121243236,0.670742934,0.341087591,0,0,0,0,4.733866969,0.001375562,0.019848599,427.8306015,0.002649641,0.001872323,0.000250375,0.127908989,0.000841037,0.001687014,9.45E-05,0.000962965,0.001028868,0.0001201,0.0001167,0.000488608,0.000665396,0.001130173,1.96E-05,0.000135887,0.000100141,6.53E-05,3.87E-05,5.60E-05,7.80E-05,2.29E-05,4.79E-05,5.69E-05,2.88E-05,0.002571682,0.000132827,0.000888631,9.067846678,7.454837528,0.002406544,0.591478727,0.029552903,1.071928258,0.106535193,2.200231824,2.176929848,0.009211657,0.891871158,0.04718032,2.211623377,2720.581394,9.067846678,0.324223841,0.036428219,0.055818941,0.012134023,0.045073925,0.022921086,0.87343279,0.002911199,2.157045113,0.305987824,0.035272936,0.005005998,2.351008539,0.309292272,0.019722669,0.002895992,0.01264832,0.100374388,NaN,0.001739265,0.013483245,0.003889938,0.021916614,0.044210972,NaN,0.001267421,13.99149627,12.00817016,4.157719051,1.542186177,25.46731882,0.986103538,0.041534944,0.012210257,8.857153926,14.29177467
12697,4,D,2,1,10,6568,54.66005,-155.1700333,5590,9/30/18 19:33,9/30/18 19:33,5490,5496.6,1.13,lower BNL; bottom-100m,1035.9,363,1416.6,,,,,,,161.3794147,0.024136467,0.288521259,3774.866731,0.008665711,0.061123483,0.013912258,4.074657643,0.02231481,0.040694026,0.0098903,0.306202371,0.093468278,0.023759572,0.007281412,0.005080582,0.006278397,0.073974107,0.008146801,0.006905182,0.006558728,0.00637814,0.00399434,0.007241617,0.010691283,0.000945065,0.00292689,0.002290224,0.001007715,0.078885239,0.037312962,0.030607903,1728.132938,276.9432497,0.607020488,16.33005756,9.924205715,9.853241689,3.277478372,519.4144254,0.105959358,1.544514399,2.041854861,13.66431068,0.013600254,0.006296487,0.001558678,0.000209234,0.52780739,0.114735732,0.810017271,0.497236634,0,0,0,0,4.47978549,0.001301732,0.018783262,404.8675921,0.002507426,0.001771829,0.000236936,0.121043713,0.000795896,0.001596467,8.95E-05,0.000911279,0.000973646,0.000113654,0.000110436,0.000462383,0.000629682,0.001069513,1.85E-05,0.000128594,9.48E-05,6.18E-05,3.66E-05,5.30E-05,7.38E-05,2.17E-05,4.53E-05,5.39E-05,2.73E-05,0.002433652,0.000125698,0.000840935,8.581146924,7.054713031,0.002277377,0.559732209,0.027966706,1.014394508,0.100817116,2.082138485,2.0600872,0.008717238,0.844001638,0.044648004,2.092918618,1728.132938,8.581146924,0.306821731,0.035163769,0.052822964,0.011482752,0.054433161,0.033414302,0.554810812,0.002754946,1.370455865,0.288506924,0.022404194,0.004720008,1.51207112,0.292832671,0.023992864,0.00390552,0.019056896,0.082248385,NaN,0.001556762,0.010455554,0.003075995,0.028367194,0.038074178,NaN,0.001173318,13.72226127,10.23742218,4.514782374,1.337822076,26.49936439,1.655923995,0.045855193,0.010972782,11.00398355,13.1140728
12696,4,D,3,1,10,6568,54.66005,-155.1700333,5590,9/30/18 19:33,9/30/18 19:33,5290,5296.6,1.13,lower BNL; bottom-300m,939.8,341.4,1386.6,,leak in Mn cartridge?,,,,,171.6026195,0.018056208,0.306817117,4018.235349,0.008576252,0.065110696,0.014792366,3.458236079,0.015557334,0.027799549,0.006778254,0.213617839,0.064533845,0.016218872,0.005121591,0.003966375,0.005021522,0.05206322,0.005684198,0.004872458,0.004534636,0.004353823,0.002797373,0.005074621,0.007541541,0.000674115,0.002077988,0.001736027,0.000733295,0.078783636,0.023919903,0.032544501,1225.954124,264.9511428,0.430203305,13.0295531,7.336358918,10.16356413,3.308092606,333.3507652,0.094806527,1.523095422,2.218470608,19.21441994,0.014990959,0.00694034,0.001657293,0.000222473,0.581778757,0.126468126,0.609277351,0.437553213,0,0,0,0,4.937869535,0.001434841,0.02070396,446.2676513,0.002763825,0.001953009,0.000261164,0.133421134,0.000877281,0.001759715,9.86E-05,0.001004463,0.001073207,0.000125275,0.000121729,0.000509665,0.000694071,0.001178876,2.04E-05,0.000141743,0.000104457,6.81E-05,4.04E-05,5.84E-05,8.14E-05,2.39E-05,4.99E-05,5.94E-05,3.01E-05,0.002682507,0.000138551,0.000926926,9.45861896,7.77609835,0.002510252,0.616968074,0.030826464,1.118122229,0.11112625,2.29504922,2.270743062,0.009608627,0.9303057,0.049213522,2.306931684,1225.954124,9.45861896,0.338196033,0.037388541,0.058224418,0.01265693,0.040943438,0.029403576,0.393588126,0.003036655,0.971843522,0.194251514,0.015891364,0.003177986,1.104122722,0.200438626,0.034040736,0.005504804,0.017619726,0.070999992,NaN,0.001431709,0.012933059,0.004682069,0.027461118,0.027322869,NaN,0.000983608,17.20680199,18.13785943,5.340529243,2.310278751,26.24140876,1.843087282,0.052813133,0.019615342,18.20567372,25.3227961
12695,4,D,4,1,10,6568,54.66005,-155.1700333,5590,9/30/18 19:33,9/30/18 19:33,5000,5005,1.13,mid BNL,1074.3,357.3,1468.1,,,1/16 dropped to the ground (for either PIC or bSi); cut archive (1/16 out of 3/16) instead of use of bSi/PIC,,,,163.9536781,0.019659853,0.293110853,3836.69843,0.008087583,0.06192972,0.014134224,3.809828857,0.016191369,0.03057046,0.007270497,0.225052072,0.069175863,0.017917787,0.005489628,0.004197222,0.005393902,0.057303027,0.006386463,0.00533194,0.005094037,0.004941865,0.003137942,0.005737418,0.00835032,0.000768045,0.002364446,0.001908657,0.000846309,0.076535648,0.025568044,0.031094416,1423.913471,250.4985789,0.473276351,10.8494176,6.696635573,9.962433187,3.163938977,363.1119815,0.086261117,1.425260363,2.207010033,12.26127515,0.013114124,0.006071424,0.001583543,0.000212572,0.508941334,0.110634594,0.58542782,0.39238792,0,0,0,0,4.319659117,0.001255202,0.018111869,390.3959217,0.0024178,0.001708497,0.000228467,0.116717101,0.000767448,0.001539403,8.63E-05,0.000878706,0.000938844,0.000109591,0.000106488,0.000445856,0.000607174,0.001031284,1.78E-05,0.000123997,9.14E-05,5.96E-05,3.53E-05,5.11E-05,7.12E-05,2.09E-05,4.37E-05,5.20E-05,2.63E-05,0.002346663,0.000121205,0.000810877,8.274420644,6.802547919,0.002195974,0.539725026,0.026967058,0.978135782,0.097213488,2.007714099,1.986451019,0.008405648,0.81383347,0.043052097,2.018108905,1423.913471,8.274420644,0.295854632,0.035724735,0.050934849,0.01107231,0.03934075,0.026368468,0.457142256,0.002656473,1.12883232,0.112155067,0.018458934,0.001834884,1.25509131,0.121174798,0.027337167,0.005232655,0.01737805,0.083435409,NaN,0.001572183,0.015673149,0.004991711,0.026459659,0.016488969,NaN,0.000765819,14.0520083,9.42108493,4.956586833,1.234978077,20.07651367,2.083656196,0.052485446,0.010134807,10.55737446,14.62782145
12694,4,D,5,1,10,6568,54.66005,-155.1700333,5590,9/30/18 19:33,9/30/18 19:33,4500,4506,1.13,upper BNL,1396,68.2,1509.7,,,"At pump 5, light bulb died; change light bulb -> redid a color cycle (color bars & grey bars)",,,Supor 5 filter holder is broken; replace w/ an EXPORT TM A plate,859.0011878,0.046992675,1.535822526,20208.3863,0.038672477,0.32117585,0.074049116,9.742497415,0.024522492,0.03717817,0.006133813,0.162742616,0.050372129,0.013597574,0.004976477,0.009383398,0.013605042,0.060210008,0.004606674,0.007644747,0.005585295,0.004648518,0.002377586,0.004561437,0.006299522,0.000643604,0.002660332,0.002918244,0.001049295,0.185987135,0.013800291,0.162899566,754.7365084,783.2132392,0.255481431,19.30295655,4.347926563,49.58524264,6.538128631,218.8442776,0.108455392,6.5627237,9.213442552,65.2347308,0.010092051,0.0046723,0.008296188,0.001113667,0.391658793,0.085139502,1.475582566,0.31308409,0,0,0,0,3.324219047,0.000965948,0.013938096,300.4314747,0.001860632,0.001314784,0.000175818,0.089820331,0.000590594,0.001184656,6.64E-05,0.000676214,0.000722493,8.43E-05,8.19E-05,0.000343111,0.000467255,0.00079363,1.37E-05,9.54E-05,7.03E-05,4.58E-05,2.72E-05,3.93E-05,5.48E-05,1.61E-05,3.36E-05,4.00E-05,2.03E-05,0.001805888,9.33E-05,0.000624015,6.36762901,5.234940709,0.001689925,0.415348564,0.020752658,0.752730137,0.074811211,1.545048178,1.52868505,0.006468616,0.626290327,0.033130994,1.553047562,754.7365084,6.36762901,0.22767667,0.187161994,0.039197212,0.008520761,0.099159148,0.021039251,0.242305419,0.002044304,0.581783871,0.084064679,0.0095273,0.001375319,0.678587343,0.206440806,0.026982727,0.006576159,0.02448075,0.041837007,NaN,0.001025832,0.089851265,0.008033851,0.045472669,0.028438267,NaN,0.000653166,8.11095133,131.9434447,1.806740773,17.47652387,10.77620606,165.5083428,0.120083925,0.020999873,27.39618001,24.49299148
12693,4,D,6,1,10,6568,54.66005,-155.1700333,5590,9/30/18 19:33,9/30/18 19:33,3600,3603,1.13,clear water particle min,1002.6,340.6,1367.9,,,,Niskin hit; outer ring (non-active part) of QMA got ripped,,,171.9968377,0.011947611,0.307484911,4027.354712,0.00925071,0.06871284,0.014827186,3.075228294,0.006908181,0.012719045,0.002522144,0.078322477,0.023800132,0.006221157,0.002025869,0.002488914,0.003563042,0.022759382,0.00232717,0.002292009,0.002120759,0.00195759,0.001241036,0.002275387,0.003513324,0.000312269,0.001078166,0.000931763,0.000394222,0.042853732,0.00719562,0.032618324,450.4767409,228.0909882,0.155109419,5.261500907,1.953673975,9.928158218,1.477093356,100.6806295,0.035725604,1.40196946,2.096402802,12.27856813,0.014051968,0.006505617,0.001661186,0.000222995,0.545337797,0.118546524,0.41819353,0.220127019,0,0,0,0,4.628575493,0.001344967,0.019407123,418.3147204,0.002590707,0.001830678,0.000244806,0.125064015,0.000822331,0.001649491,9.24E-05,0.000941546,0.001005984,0.000117428,0.000114104,0.000477741,0.000650596,0.001105035,1.91E-05,0.000132865,9.79E-05,6.38E-05,3.78E-05,5.47E-05,7.63E-05,2.24E-05,4.68E-05,5.57E-05,2.82E-05,0.002514482,0.000129872,0.000868866,8.866158087,7.289025762,0.002353017,0.578322956,0.028895582,1.048086247,0.104165619,2.151293893,2.128510203,0.00900677,0.872034008,0.046130927,2.162432073,450.4767409,8.866158087,0.317012399,0.037476359,0.054577407,0.011864136,0.028102605,0.014792536,0.144623924,0.002846448,0.356059632,0.032235744,0.005823924,0.000527444,0.50198981,0.053024315,0.051889867,0.013152881,0.015979068,0.037179864,NaN,0.000882687,0.029811126,0.009890784,0.025559874,0.007870214,NaN,0.000409383,20.15036257,25.01461859,6.142513171,3.163361327,19.64211577,3.019808678,0.079698839,0.038224286,11.81337758,28.51748055
12692,4,D,7,1,10,6568,54.66005,-155.1700333,5590,9/30/18 19:33,9/30/18 19:33,2750,2750,1.13,mid slope particle feature,1104.2,417.2,1553.3,,,,,,,140.423527,0.02152616,0.251025265,3290.412264,0.01848365,0.054508499,0.01210486,6.529541635,0.017737752,0.032763593,0.007939454,0.251802014,0.076768815,0.019586375,0.006192339,0.005106254,0.006812881,0.064290288,0.007281335,0.006019487,0.005809367,0.005562369,0.003613728,0.006542169,0.009694658,0.000865611,0.002727585,0.00212514,0.000932859,0.061074856,0.027639732,0.026632259,1266.454892,236.371162,0.416834164,12.48535022,7.34271664,8.679910773,1.933371209,396.9312535,0.079644012,1.349889896,1.809387971,11.10437684,0.012759014,0.00590702,0.001356184,0.000182052,0.495160003,0.107638783,0.899320633,0.243778542,0,0,0,0,4.202689539,0.001221213,0.017621428,379.8246139,0.00235233,0.001662233,0.000222281,0.113556586,0.000746666,0.001497718,8.39E-05,0.000854912,0.000913421,0.000106624,0.000103605,0.000433783,0.000590733,0.001003358,1.74E-05,0.000120639,8.89E-05,5.80E-05,3.44E-05,4.97E-05,6.93E-05,2.03E-05,4.25E-05,5.06E-05,2.56E-05,0.002283119,0.000117923,0.00078892,8.050362342,6.618345616,0.002136511,0.525110121,0.026236833,0.951649403,0.094581099,1.953348358,1.932661049,0.008178036,0.791796139,0.041886314,1.963461688,1266.454892,8.050362342,0.287843354,0.030595513,0.049555613,0.010772489,0.060434347,0.016381918,0.40659075,0.00258454,1.004328035,0.027939887,0.016417094,0.00045716,1.123931593,0.045913237,0.025295212,0.007208339,0.019446134,0.058678884,NaN,0.001268418,0.025311653,0.010432523,0.028157757,0.006817588,0.023105434,0.000381713,17.02546899,25.66852963,5.063611552,3.444047415,10.89813481,12.38725213,0.051729054,0.033560857,10.19086473,37.14064614
12691,4,D,8,1,10,6568,54.66005,-155.1700333,5590,9/30/18 19:33,9/30/18 19:33,2000,1997,1.13,in upper slope elevated particle baseline (1400-2600m),1189.2,441,1670.5,,,,,Big zooplankton on Sp; give it to Cafe Th,,133.0006495,0.013551832,0.237832148,3111.394049,0.02345116,0.060916155,0.011451566,5.387253102,0.009149572,0.017169581,0.003890875,0.126389865,0.037081677,0.009691829,0.003063813,0.003351858,0.004731515,0.032882805,0.003653155,0.003146344,0.003093072,0.003029608,0.001978135,0.003651219,0.005505693,0.000492104,0.001565559,0.001289936,0.000564633,0.044663145,0.011047935,0.02520033,775.4956806,302.139436,0.250516368,8.138838714,3.630407538,7.884302825,1.348820688,191.8910465,0.051771857,1.356041095,1.632873039,11.34245439,0.011847043,0.005484806,0.001282993,0.000172227,0.459767638,0.099945127,0.66674891,0.534472833,0,0,0,0,3.902295484,0.001133925,0.016361908,352.6760332,0.002184194,0.001543422,0.000206393,0.105439944,0.000693297,0.001390666,7.79E-05,0.000793806,0.000848133,9.90E-05,9.62E-05,0.000402777,0.00054851,0.000931642,1.61E-05,0.000112017,8.26E-05,5.38E-05,3.19E-05,4.62E-05,6.43E-05,1.89E-05,3.94E-05,4.69E-05,2.38E-05,0.002119929,0.000109494,0.00073253,7.474949629,6.145288622,0.0019838,0.487577023,0.024361512,0.883628718,0.087820762,1.813729614,1.794520964,0.007593498,0.735201225,0.038892421,1.823120078,775.4956806,7.474949629,0.267269283,0.028944327,0.046013545,0.010002508,0.044805527,0.035916574,0.248970076,0.002399805,0.614554795,0.054394415,0.010049258,0.000889925,0.71785955,0.07206336,0.031347965,0.008486057,0.015477701,0.039902509,NaN,0.00098911,0.011943938,0.004517383,0.022656756,0.00453767,NaN,0.0003489,14.81712807,10.93138369,3.656815986,1.433336864,5.18475091,1.065787711,0.055706718,0.014626387,7.97457623,13.78970701
