GTNum,GTStn,CastType,Pump,StationType,CastNumber,Eventnumber,Latitudedegrees_north,Longitudedegrees_east,Bottomdepthm,DateatMidcastGMTyyyymmdd,TimeGMTatmidcasthhmm,TargetGTDepthm,CorrectedMeanDepthm,stddevDepthm,GP15featuredescription,VolumeQMAL,VolumeSuporL,VolumeFinalL,PumpError,overallpumpnotes,Qpprocessingnotes,Qprocessingnotes,Spprocessingnotes,Sprocessingnotes,Sr_SPT_pM,Y_SPT_pM,Mo_SPT_pM,Rh103LR_pM,Ag_SPT_pM,Cd_SPT_pM,In115LR_pM,Ba_SPT_pM,La_SPT_pM,Ce_SPT_pM,Pr_SPT_pM,Nd143_SPT_pM,Nd146_SPT_pM,Sm147_SPT_pM,Sm149_SPT_pM,Eu151_SPT_pM,Eu153_SPT_pM,Gd157_SPT_pM,Tb_SPT_pM,Gd160_SPT_pM,Dy_SPT_pM,Dy_SPT_pM1,Ho_SPT_pM,Er166_SPT_pM,Er167_SPT_pM,Tm_SPT_pM,Yb172_SPT_pM,Yb174_SPT_pM,Lu_SPT_pM,Pb_SPT_pM,Th_SPT_pM,U_SPT_pM,Al_SPT_pM,P_SPT_pM,Sc_SPT_pM,Ti_SPT_pM,V_SPT_pM,Cr_SPT_pM,Mn_SPT_pM,Fe_SPT_pM,Co_SPT_pM,Ni_SPT_pM,Cu_SPT_pM,Zn_SPT_pM,POC_SPT_uM,PN_SPT_uM,POC_LPT_uM,PN_LPT_uM,PIC_SPT_nM,PIC_LPT_nM,bSi_SPT_nM,bSi_LPT_nM,POC_13_12_SPT_permill,N_15_14_SPT_permil,POC_13_12_LPT_permil,N_15_14_LPT_permil,Sr_LPT_pM,Y_LPT_pM,Mo_LPT_pM,Rh103LR_pM1,Ag_LPT_pM,Cd_LPT_pM,In115LR_pM1,Ba_LPT_pM,La_LPT_pM,Ce_LPT_pM,Pr_LPT_pM,Nd143_LPT_pM,Nd146_LPT_pM,Sm147_LPT_pM,Sm149_LPT_pM,Eu151_LPT_pM,Eu153_LPT_pM,Gd157_LPT_pM,Tb_LPT_pM,Gd160_LPT_pM,Dy_LPT_pM,Dy_LPT_pM1,Ho_LPT_pM,Er166_LPT_pM,Er167_LPT_pM,Tm_LPT_pM,Yb172_LPT_pM,Yb174_LPT_pM,Lu_LPT_pM,Pb_LPT_pM,Th_LPT_pM,U_LPT_pM,Al_LPT_pM,P_LPT_pM,Sc_LPT_pM,Ti_LPT_pM,V_LPT_pM,Cr_LPT_pM,Mn_LPT_pM,Fe56_LPT_pM,Fe57_LPT_pM,Co_LPT_pM,Ni_LPT_pM,Cu_LPT_pM,Zn_LPT_pM,Al_SPT_pM_noneg,Al_LPT_pM_noneg,POM_SPT_ugL,POM_LPT_ugL,CaCO3_SPT_ugL,CaCO3_LPT_ugL,opal_SPT_ugL,opal_LPT_ugL,litho_SPT_ugL,litho_LPT_ugL,FeOH3_SPT_ugL,FeOH3_LPT_ugL,MnO2_SPT_ugL,MnO2_LPT_ugL,SPM_SPT_ugL,SPM_LPT_ugL,fPOM_SPT,fCaCO3_SPT,fopal_SPT,flitho_SPT,fFeOH3_SPT,fMnO2_SPT,fPOM_LPT,fCaCO3_LPT,fopal_LPT,flitho_LPT,fFeOH3_LPT,fMnO2_LPT,CP_SPT_molmol,CP_LPT_molmol,NP_SPT_molmol,NP_LPT_molmol,CN_SPT_molmol,CN_LPT_molmol,CdP_SPT_mmolmol,CdP_LPT_mmolmol,ZnP_SPT_mmolmol,ZnP_LPT_mmolmol
13946,19,S,5,1,3,6779,17.5,-152,5147,10/27/18 0:46,10/27/18 0:46,260,260.3,0.6683,"local O2 min, S max",1134.9,445.8,1586.2,,,"Between pump 6 and 5, Phoebe washed sunscreen off arms - concerned about Zn and Ti",,,,131.4260649,0.007034938,0.234995952,3077.134514,0.006927212,0.08788255,0.008120903,2.826967727,0.003431458,0.004943586,0.000621537,0.008508296,0.003600571,0.000850942,0.000545562,0.001484069,0.00223505,0.007291342,0.000350275,0.001047752,0.000690251,0.000512977,0.00015297,0.000366512,0.000475419,6.68E-05,0.000326843,0.000405939,0.000131577,0.069329441,0.000685946,0.024920861,29.78419374,245.9240552,0.005970233,2.710889862,0.366139985,7.572973591,1.001125809,14.76644707,0.018371743,1.200171086,1.394554725,9.173484358,0.012413872,0.00574723,0.001269179,0.000170373,0.481765508,0.104727064,0.190267491,0.116353503,0,0,0,0,2.53918804,0.04139773,0.004739854,111.1116661,0.001171713,0.002060562,0.026228948,0.022093595,0.000205266,0.000458532,4.60E-05,0.000322642,0.000330143,9.25E-05,9.49E-05,0.000191124,0.000253447,0.000498677,2.29E-05,0.000103043,8.54E-05,9.36E-05,3.47E-05,0.000111799,0.000130791,2.39E-05,0.000150114,0.000153216,3.98E-05,0.002470456,9.70E-05,0.000533352,4.667863589,2.777199777,0.00213972,0.297068786,0.007769933,0.903896965,0.07565856,1.146094596,1.18603922,0.001272203,0.082997744,0.035916989,1.234566156,29.78419374,4.667863589,0.280056949,0.028632678,0.048215092,0.010481085,0.012785975,0.007818955,0.009562107,0.001498601,0.009747114,0.001215391,0.000179807,2.08E-05,0.284792106,0.031536374,0.056656415,0.020593085,0.002583467,0.001775415,0.001699096,5.00E-05,0.022712186,0.013679083,0.007231279,0.001127601,0.00090625,2.02E-05,24.5820423,6.743017023,6.726097298,0.914817984,0.886621649,0.517893889,0.12871643,0.011142133,7.305996459,6.401881497
13945,19,S,6,1,3,6779,17.5,-152,5147,10/27/18 0:46,10/27/18 0:46,110,106.3,0.6683,DCM,1071.3,479.3,1561.4,,,,,,,122.3068285,0.006509642,0.21859477,3084.723484,0.005575082,0.089015849,0.007553304,1.360421568,0.003318037,0.004510749,0.000556421,0.005917377,0.00294439,0.000684138,0.000487628,0.001263744,0.001844825,0.006600906,0.000297406,0.000965057,0.000631338,0.000458129,0.000126284,0.00030394,0.000387807,5.95E-05,0.000300126,0.000375955,0.000122519,0.029918549,0.000541298,0.023180771,25.29848352,978.9697791,0.004033873,2.49797749,0.257018956,7.051061742,0.891397041,12.2681257,0.020561463,1.179353282,1.282724429,8.494345173,0.013150848,0.006088426,0.001180472,0.000158465,0.510366541,0.110944408,0.195984455,0.109051406,0,0,0,0,2.689932331,0.043855395,0.005021246,117.7080462,0.001241274,0.002182892,0.027786085,0.023405229,0.000217452,0.000485754,4.87E-05,0.000341797,0.000349743,9.80E-05,0.000100556,0.00020247,0.000268494,0.000528282,2.42E-05,0.000109161,9.05E-05,9.91E-05,3.67E-05,0.000118436,0.000138556,2.53E-05,0.000159026,0.000162312,4.22E-05,0.002617119,0.00010271,0.000565016,4.944981226,2.94207414,0.002266749,0.314704906,0.008231211,0.957558728,0.080150191,1.214134936,1.256450957,0.00134773,0.087925081,0.038049277,1.307858798,25.29848352,4.944981226,0.296683125,0.026631437,0.051077483,0.011103316,0.013170155,0.007328254,0.008121986,0.001587568,0.001313903,0.000717298,7.75E-05,1.35E-05,0.301448068,0.029820387,0.027652931,0.004628762,0.001044992,NaN,9.32E-05,5.74E-06,0.017731187,0.008116616,0.004609501,0.000894741,0.000403734,1.08E-05,17.60249255,1.409137624,3.921146404,0.190235872,0.274198987,0.193142705,0.029564946,0.002743477,1.570877317,1.548000542
13944,19,S,7,1,3,6779,17.5,-152,5147,10/27/18 0:46,10/27/18 0:46,55,52.3,0.6683,particle max,194.4,82.3,272.2,sudden pressure release--cleaned motor terminations,,,,,,711.7940832,0.037608318,1.272513949,17617.79937,0.031678495,0.27125072,0.043989045,7.600476384,0.018234142,0.026249815,0.003197745,0.031196575,0.016307906,0.003654241,0.002809385,0.007329506,0.010694461,0.038405373,0.001609964,0.005600449,0.00362675,0.002607894,0.000596447,0.001613313,0.001902719,0.00033287,0.001720936,0.002176014,0.000701178,0.145580157,0.003173426,0.134990485,147.4264668,1059.582247,0.023481725,14.54762771,1.407216458,41.0454176,5.174799475,70.92555923,0.077687827,5.444417339,7.409410597,49.33601961,0.072471724,0.033552115,0.006874848,0.000922869,2.812529195,0.61139272,1.085583941,0.464127826,0,0,0,0,14.82368573,0.241678417,0.027671093,648.6657915,0.006840418,0.012029486,0.153123627,0.128981592,0.001198337,0.002676892,0.000268271,0.001883575,0.001927362,0.000539944,0.000554144,0.001115773,0.001479616,0.002911258,0.000133581,0.000601562,0.00049848,0.000546151,0.000202502,0.00065268,0.000763552,0.000139514,0.000876359,0.000894467,0.00023245,0.014422428,0.000566016,0.003113692,27.25081475,16.21318944,0.012491608,1.734276571,0.04536058,5.276917002,0.44169187,6.690857806,6.924053038,0.007427073,0.484537755,0.209682052,7.207351492,147.4264668,27.25081475,1.634962096,0.155096573,0.281477922,0.061188183,0.072951241,0.03118939,0.047330732,0.008748775,0.008653238,0.005070449,0.000454837,9.07E-05,1.661315154,0.169923446,0.118536641,0.01831299,0.003952502,0.002561092,0.000467747,2.47E-05,0.15066796,0.045392004,NaN,0.006944733,0.003588133,6.48E-05,31.66075435,12.77870748,9.489569148,1.72804157,0.877793449,1.113111947,0.056447542,0.023573922,-9.55553048,13.05606809
13943,19,S,8,1,3,6779,17.5,-152,5147,10/27/18 0:46,10/27/18 0:46,25,22.3,0.6683,ML (MLD=45m),914.8,413,1372.8,,,,,,Some lint b/w 2 Supors - attempted to pick off,141.9813155,0.007502173,0.253738996,3493.525329,0.006824937,0.070834512,0.008765856,1.514824856,0.004447722,0.005235893,0.000657216,0.007483039,0.003544211,0.000791823,0.000569174,0.001461341,0.002131383,0.007689472,0.000341174,0.001119405,0.000728082,0.000526991,0.000135474,0.000339775,0.000411188,6.69E-05,0.000343993,0.000433839,0.000139856,0.030457184,0.000638056,0.026903108,29.36005684,1433.590321,0.004655023,2.902092982,0.283316005,8.404248711,1.031665959,14.1215222,0.025350263,1.289401847,1.499932769,10.37432283,0.015400637,0.007130008,0.001369976,0.000183903,0.597677826,0.129924295,0.206437303,0.10630538,0,0,0,0,3.150114239,0.051357984,0.005880258,137.8450261,0.001453626,0.002556331,0.032539608,0.027409293,0.000254653,0.000568854,5.70E-05,0.00040027,0.000409575,0.000114741,0.000117759,0.000237108,0.000314426,0.000618658,2.84E-05,0.000127835,0.00010593,0.00011606,4.30E-05,0.000138698,0.000162259,2.96E-05,0.000186231,0.000190079,4.94E-05,0.003064845,0.000120281,0.000661677,5.790947079,3.445391371,0.002654535,0.36854325,0.009639371,1.121373705,0.093861937,1.421843854,1.471399115,0.001578294,0.102966921,0.044558582,1.531601585,29.36005684,5.790947079,0.347438381,0.030906654,0.059815597,0.013002823,0.013872587,0.007143722,0.00942594,0.001859163,0.001516583,0.000325166,8.97E-05,9.42E-06,0.352951753,0.034334964,0.026419138,0.00439937,0.000805862,0.000540486,8.70E-05,5.17E-06,0.015469593,0.007551503,0.003221587,0.00078739,0.000137728,3.99E-06,15.04812099,2.367271113,2.789541259,0.323224524,0.367350563,0.17425319,0.013621022,0.004460174,1.350213036,2.567362854
14022,19,D,1,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,5090,5094.2,0.679,bottom-40,1002.3,376.9,1431.3,,,,,,,155.4372519,0.009154973,0.278351631,3776.103672,0.007085064,0.058062647,0.009605461,1.892664153,0.005096195,0.008824521,0.001569817,0.045220239,0.014072954,0.003594531,0.001269033,0.001792508,0.002552859,0.013642121,0.001299236,0.001634405,0.001331836,0.001156242,0.000626861,0.001225123,0.001691932,0.00016503,0.000606629,0.000614268,0.000231462,0.0350767,0.004079825,0.029476568,110.7660589,118.1071003,0.047604646,3.677738962,0.736938699,10.15455085,1.308411196,41.26272376,0.045799349,6.572749664,1.714137156,10.77035994,0.014056174,0.006507564,0.001501194,0.000201518,0.545501023,0.118582006,0.276744541,0.08463616,0,0,0,0,2.875111749,0.046874473,0.005366917,125.811264,0.001326726,0.002333166,0.029698926,0.025016484,0.000232422,0.000519194,5.20E-05,0.000365327,0.000373819,0.000104724,0.000107478,0.000216409,0.000286977,0.00056465,2.59E-05,0.000116675,9.67E-05,0.000105928,3.93E-05,0.00012659,0.000148094,2.71E-05,0.000169973,0.000173485,4.51E-05,0.002797286,0.000109781,0.000603913,5.285401963,3.14461142,0.002422796,0.336369715,0.008797862,1.023478664,0.085667863,1.297718006,1.342947132,0.00144051,0.09397799,0.040668653,1.397893974,110.7660589,5.285401963,0.317107285,0.033866935,0.054593742,0.011867687,0.018597233,0.00568755,0.035561041,0.001696859,0.084116187,0.052340933,0.001378951,0.000856332,0.335000576,0.063744376,0.16103221,0.031042533,0.019725427,0.045857117,0.038233112,0.000878942,0.019752945,0.008527645,0.015093101,0.007399628,0.028575016,0.000488107,119.5396033,17.71860934,51.58438987,2.414228077,1.083265049,0.829862502,0.263128348,0.025837859,48.39425595,15.5591411
14021,19,D,2,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,5050,5053.3,0.679,bottom-80,1107.5,407,1524.7,,,,,,,143.9352392,0.009511231,0.257325629,3400.70311,0.006483831,0.053705362,0.008895082,1.982008411,0.006058113,0.011014643,0.002268699,0.068030164,0.020837358,0.005299721,0.001763921,0.00192112,0.002587579,0.018238914,0.001858591,0.001905904,0.001637175,0.001563461,0.00092624,0.001649413,0.00249432,0.000227159,0.000774722,0.000677841,0.000277947,0.035742887,0.00613021,0.027296604,153.5254547,117.5417328,0.07013482,3.714712283,0.856822933,8.473569824,1.332617783,49.29273235,0.050253564,1.139511877,1.666624642,10.26694425,0.012720996,0.005889419,0.001390172,0.000186615,0.493684583,0.107318054,0.250975933,0.077192692,0,0,0,0,2.602008583,0.042421927,0.00485712,113.8606139,0.001200702,0.002111541,0.026877863,0.0226402,0.000210345,0.000469876,4.71E-05,0.000330625,0.000338311,9.48E-05,9.73E-05,0.000195852,0.000259718,0.000511014,2.34E-05,0.000105593,8.75E-05,9.59E-05,3.55E-05,0.000114565,0.000134027,2.45E-05,0.000153828,0.000157006,4.08E-05,0.002531576,9.94E-05,0.000546548,4.783348431,2.845908828,0.002192658,0.304418389,0.007962164,0.926259743,0.077530383,1.174449442,1.215382312,0.001303678,0.085051142,0.03680559,1.265109824,153.5254547,4.783348431,0.286985672,0.03136228,0.049407953,0.010740391,0.016865583,0.005187349,0.04928879,0.001535677,0.119475927,0.029248706,0.001956167,0.000478555,0.319051842,0.044541344,0.137175645,0.027218182,0.022983975,0.060470421,NaN,0.001118901,0.024857594,0.009922305,0.015395587,0.005676516,0.022235348,0.000409166,54.98933246,16.14677634,21.01581793,2.199819877,2.816450164,0.934562854,0.168449253,0.023781829,34.95310049,14.31152033
14020,19,D,3,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,4970,4971.8,0.679,"bottom-160--very high p234Th, very low Ra--high MnO2?",618,197.2,1550,,"Leaking 2nd cartridge holder; S,Q volumes ok; total volume includes leak. ",,,,,297.0710616,0.015748626,0.531097608,6948.512081,0.01321719,0.111047892,0.018358511,3.228384649,0.007763616,0.011431932,0.001500121,0.023842395,0.009590441,0.002297889,0.001267159,0.003080674,0.004489341,0.016475016,0.000892098,0.002389225,0.001585159,0.001180784,0.000363323,0.000817602,0.001093601,0.000154559,0.000738842,0.000918162,0.000299241,0.062794604,0.001701878,0.056337434,68.52512276,214.0952055,0.016996996,6.195059557,0.630084308,17.12719254,2.24351225,32.49192953,0.044428791,2.280532289,3.141570384,20.5884818,0.022796931,0.010554257,0.002869168,0.000385153,0.884717922,0.192321593,0.548122497,0.169581452,0,0,0,0,4.662984638,0.076023114,0.008704305,204.0463266,0.002151743,0.003784032,0.048167044,0.04057285,0.000376953,0.000842052,8.44E-05,0.000592503,0.000606277,0.000169847,0.000174313,0.000350981,0.000465433,0.000915774,4.20E-05,0.000189229,0.000156803,0.000171799,6.37E-05,0.000205309,0.000240185,4.39E-05,0.00027567,0.000281366,7.31E-05,0.004536764,0.000178048,0.000979453,8.572100951,5.10007124,0.003929399,0.545539426,0.014268765,1.659923406,0.138939967,2.104697018,2.178051635,0.002336283,0.152417702,0.065958238,2.267166877,68.52512276,8.572100951,0.514298756,0.064728438,0.08854257,0.019247545,0.036833832,0.011395874,0.021999742,0.002752042,0.024222018,0.028834515,0.000437966,0.000471876,0.524185669,0.074359467,0.28993977,0.043180941,0.022100463,0.020650374,0.010760089,0.000953859,0.091563028,0.053724274,0.026513167,0.031798372,NaN,0.000861307,504.0887672,67.2484071,127.2755506,9.208309127,2.827205897,4.381355166,0.767294865,0.089598954,130.4210619,55.03474574
14019,19,D,4,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,4500,4498,0.679,0,1160.8,376.7,1565.4,,,,,,,155.6162637,0.008401969,0.278185857,3728.115398,0.006947263,0.058027892,0.009610561,1.944456908,0.004265356,0.006594048,0.000981143,0.023178503,0.007425209,0.001899358,0.000799734,0.001646273,0.002397875,0.009132564,0.000690008,0.001312551,0.000912427,0.000718769,0.000295319,0.000601925,0.000806915,9.66E-05,0.000419464,0.000497848,0.000169186,0.034189283,0.001510275,0.029493426,54.53931971,127.474971,0.021708633,3.458193568,0.433657611,9.007337215,1.204035452,21.30482928,0.027022871,1.231038379,1.888838442,11.10331387,0.012136891,0.005618996,0.001501991,0.000201625,0.471016261,0.102390373,0.226274076,0.074517084,0,0,0,0,2.482533172,0.040474056,0.004634098,108.6325206,0.00114557,0.002014586,0.025643722,0.021600639,0.000200686,0.000448301,4.49E-05,0.000315444,0.000322777,9.04E-05,9.28E-05,0.000186859,0.000247792,0.00048755,2.24E-05,0.000100744,8.35E-05,9.15E-05,3.39E-05,0.000109305,0.000127873,2.34E-05,0.000146764,0.000149797,3.89E-05,0.002415334,9.48E-05,0.000521452,4.56371329,2.715234344,0.002091978,0.290440528,0.007596569,0.883729036,0.073970451,1.120522706,1.159576077,0.001243817,0.081145882,0.035115602,1.207020271,54.53931971,4.56371329,0.273808263,0.033884916,0.047139307,0.010247229,0.015205618,0.005007548,0.017509651,0.001465164,0.034967152,0.009522953,0.000580361,0.000155917,0.280987395,0.037028724,0.176586307,0.045877338,0.013900056,0.02494649,NaN,0.000616959,0.089091539,0.05805051,0.025636441,0.018330609,NaN,0.00043601,56.00252072,111.2217277,21.85616828,15.26513179,1.41350613,6.662857632,0.165931703,0.147965003,34.45418218,94.61831366
14018,19,D,5,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,3500,3500,0.679,0,400.8,137.1,542.7,,,,,,,427.2869051,0.022597045,0.763906403,10386.58958,0.019003019,0.159358477,0.026406261,4.666895963,0.011002541,0.016315158,0.002013278,0.026258085,0.011759301,0.002741504,0.001759627,0.004424928,0.006450823,0.023258062,0.001108864,0.003399807,0.00221456,0.001616005,0.000430709,0.001052767,0.001261863,0.000204981,0.001050423,0.001313592,0.000422084,0.087423091,0.001890428,0.081033841,88.64009349,306.1884074,0.014259104,8.738192197,0.856481429,24.63685787,3.108745258,42.7730032,0.045120451,3.269999953,4.506648352,29.44735831,0.035150956,0.01627378,0.004126915,0.000553991,1.364160867,0.296543774,0.651762905,0.215854517,0,0,0,0,7.189931403,0.117221268,0.013421308,314.62233,0.003317808,0.005834661,0.074269544,0.062559934,0.000581229,0.001298373,0.000130119,0.00091359,0.000934828,0.000261889,0.000268777,0.000541183,0.000717658,0.001412047,6.48E-05,0.000291776,0.000241778,0.0002649,9.82E-05,0.000316569,0.000370346,6.77E-05,0.00042506,0.000433843,0.000112745,0.006995309,0.000274535,0.001510234,13.21746105,7.863882302,0.006058804,0.841176061,0.02200124,2.559462738,0.214233781,3.245266361,3.358373031,0.003602353,0.235015318,0.101702073,3.495781263,88.64009349,13.21746105,0.793005567,0.093103195,0.13652522,0.029678101,0.043798467,0.014505424,0.028457581,0.004243418,0.006548632,0.000456084,0.000280826,1.92E-05,0.806392007,0.098881833,0.520370914,0.189964383,0.026603877,0.018440394,0.004022942,0.000500226,NaN,0.2755052,0.098321671,0.014969056,0.001723201,0.00028276,420.8748755,-159.8717063,211.8974708,20.34114348,2.053375158,-4129.407807,-0.853776611,0.238836695,159.0808368,-129.0802985
14017,19,D,6,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,2700,2700,0.679,N-EPR edge,1119.7,384.4,1509.3,,,,,,,152.464873,0.008180546,0.272633711,3653.436707,0.006928814,0.056955332,0.00941805,2.227422437,0.004143413,0.006653346,0.000943146,0.021784528,0.00726362,0.001671005,0.000759274,0.001662593,0.002403979,0.009088998,0.000621787,0.001277984,0.00088055,0.00068802,0.000299323,0.000593397,0.000769654,8.60E-05,0.000412077,0.000482212,0.000162662,0.032521928,0.000748611,0.028902609,34.64899474,131.6912497,0.007525787,3.175268896,0.409795489,8.983077461,1.124748861,16.48938381,0.018029512,1.225813886,1.741403782,11.43677255,0.012582391,0.005825249,0.001471904,0.000197586,0.488305506,0.10614874,0.226813254,0.075758401,0,0,0,0,2.573657682,0.041959707,0.004804198,112.6200142,0.001187619,0.002088534,0.026585008,0.022393517,0.000208053,0.000464757,4.66E-05,0.000327022,0.000334625,9.37E-05,9.62E-05,0.000193718,0.000256888,0.000505447,2.32E-05,0.000104442,8.65E-05,9.48E-05,3.52E-05,0.000113317,0.000132566,2.42E-05,0.000152152,0.000155296,4.04E-05,0.002503992,9.83E-05,0.000540593,4.73123014,2.814900443,0.002168767,0.301101514,0.00787541,0.916167425,0.07668563,1.161652905,1.202139779,0.001289473,0.084124444,0.036404565,1.251325471,34.64899474,4.73123014,0.28385874,0.03320616,0.048869615,0.010623366,0.015241851,0.005090965,0.011123934,0.001518944,0.011497977,0.001147706,0.000210015,1.98E-05,0.288881164,0.035285234,0.16907745,0.070377026,0.009331982,0.009051753,0.006122177,0.000257179,0.139652878,0.114674233,0.040001376,0.008269382,0.004825373,0.000147418,43.59929553,71.31777254,17.30456816,9.868576087,1.638599062,4.059316386,0.139617128,0.103281036,31.79119528,60.77542418
14016,19,D,7,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,2100,2099,0.679,N-EPR edge,1133.6,395.3,1544.4,,,,,,,148.19354,0.008119758,0.264948296,3522.586795,0.006679124,0.055329021,0.009158357,2.1865431,0.004068963,0.0067473,0.000895395,0.020915331,0.006985618,0.001834842,0.000772362,0.001636842,0.002387821,0.009704025,0.00069969,0.00128531,0.000919578,0.000742728,0.000355361,0.000688309,0.001010155,0.000103915,0.000428439,0.00048918,0.000172964,0.031627227,0.000933204,0.028104642,44.49790761,114.7798251,0.014764796,3.196865563,0.498572882,8.727182961,1.091989907,20.26657221,0.017440479,1.144521967,1.600491528,10.22860121,0.012428108,0.005753821,0.001431318,0.000192138,0.482317992,0.104847164,0.214573149,0.075038671,0,0,0,0,2.542099952,0.041445205,0.00474529,111.2390877,0.001173057,0.002062925,0.026259027,0.022118932,0.000205502,0.000459058,4.60E-05,0.000323012,0.000330522,9.26E-05,9.50E-05,0.000191343,0.000253738,0.000499249,2.29E-05,0.000103161,8.55E-05,9.37E-05,3.47E-05,0.000111927,0.000130941,2.39E-05,0.000150286,0.000153391,3.99E-05,0.002473289,9.71E-05,0.000533964,4.673216644,2.780384639,0.002142174,0.297409461,0.007778843,0.904933544,0.075745324,1.147408925,1.187399357,0.001273662,0.083092925,0.035958178,1.235981943,44.49790761,4.673216644,0.280378115,0.032290534,0.048270385,0.010493104,0.014419316,0.005042599,0.014285892,0.001500319,0.025639548,0.000953207,0.000428602,1.68E-05,0.286376485,0.034371084,0.141995173,0.050801171,0.011235333,0.012858809,0.011634779,0.0002389,0.108107146,0.080350003,0.031121838,0.005648467,0.003171846,0.000103756,99.21460161,266.6606693,34.36844123,50.53480728,1.616396522,3.092218095,0.224646188,0.350978562,-40.98252891,207.2257482
14015,19,D,8,1,9,6790,17.5,-152,5130,10/27/18 23:18,10/27/18 23:18,1500,1498,0.679,0,1150.2,387.2,1572.2,,,,,,,151.3264931,0.008162247,0.270556262,3647.05797,0.00689144,0.056674496,0.009349944,2.191479171,0.004002856,0.006325557,0.000786094,0.014737265,0.00533392,0.001344759,0.000677142,0.001622827,0.002382937,0.008670816,0.000543929,0.001236444,0.000858675,0.000658282,0.000270018,0.000566165,0.00081824,9.26E-05,0.000409471,0.000485052,0.000164514,0.032562037,0.00086922,0.028693164,35.10512959,120.5098831,0.007631536,3.130418783,0.44657007,8.814291897,1.11922371,16.67069015,0.017455509,1.171659305,1.601945881,10.48148126,0.012248742,0.00567078,0.00146126,0.000196157,0.475357047,0.103333981,0.219747892,0.087830833,0,0,0,0,2.505411673,0.040847056,0.004676804,109.6336549,0.001156127,0.002033152,0.02588005,0.021799706,0.000202536,0.000452433,4.53E-05,0.000318351,0.000325751,9.13E-05,9.37E-05,0.000188581,0.000250076,0.000492044,2.26E-05,0.000101673,8.43E-05,9.23E-05,3.42E-05,0.000110312,0.000129051,2.36E-05,0.000148117,0.000151178,3.93E-05,0.002437593,9.57E-05,0.000526258,4.605771507,2.74025737,0.002111258,0.293117167,0.007666577,0.891873296,0.074652147,1.130849207,1.170262485,0.00125528,0.081893705,0.03543922,1.218143914,35.10512959,4.605771507,0.276331622,0.032966033,0.047573733,0.010341665,0.014767058,0.005902232,0.011270375,0.001478666,0.012698916,0.001422465,0.000227534,2.41E-05,0.281298466,0.035110627,0.12435309,0.039167203,0.007833348,0.0058221,0.004896827,0.000153695,0.081881697,0.051290102,0.036769658,0.00430261,0.003623462,9.48E-05,99.1970436,104.9350753,31.19472609,15.3383975,1.280389214,3.301225457,0.200474173,0.145529903,35.47387289,97.68569454
14136,21,S,1,1,4,6808,11,-152,5386,10/30/18 8:40,10/30/18 8:40,900,899.5,0.7487,particle baseline,1193.4,447,1701.9,,,,,,,131.0687663,0.007314371,0.234301536,3184.895959,0.006642844,0.054382525,0.009197977,2.712256075,0.003502837,0.005168322,0.00069637,0.014608218,0.005040884,0.001304098,0.000621148,0.00161731,0.002446896,0.008968268,0.000535026,0.001104463,0.000799172,0.000646881,0.000319323,0.000649281,0.0009863,0.000100754,0.000413624,0.000455083,0.000170162,0.027077105,0.000655898,0.024854016,28.04770921,123.2607425,0.007243371,2.68171826,0.365421695,7.635844533,0.968700584,13.23858314,0.016103658,1.119397798,1.403747947,9.738455738,0.011805349,0.005465503,0.001265772,0.000169915,0.458149552,0.099593384,0.203911496,0.132570687,0,0,0,0,2.414718038,0.03936843,0.004507508,105.6650158,0.001114276,0.001959554,0.024943215,0.021010576,0.000195204,0.000436055,4.37E-05,0.000306827,0.000313959,8.80E-05,9.03E-05,0.000181755,0.000241023,0.000474232,2.18E-05,9.80E-05,8.12E-05,8.90E-05,3.30E-05,0.000106319,0.00012438,2.27E-05,0.000142755,0.000145705,3.79E-05,0.002349355,9.22E-05,0.000507208,4.439046747,2.641062533,0.002034832,0.282506591,0.007389054,0.85958829,0.071949807,1.089913489,1.127900042,0.00120984,0.078929227,0.034156352,1.174048207,28.04770921,4.439046747,0.266328667,0.028555812,0.045851607,0.009967306,0.013702853,0.00890875,0.009004615,0.00142514,0.005825199,0.00039233,0.00012503,8.76E-06,0.270806441,0.031564734,0.076464187,0.035466042,0.006660434,0.00248483,NaN,5.90E-05,0.037314233,0.017897921,0.017829346,0.001769141,NaN,1.27E-05,52.42173483,70.81221755,14.32461424,9.999125874,2.812262821,1.045723004,0.186461371,0.085218114,24.01608288,-48.16020242
