CTD,20190703ODFSIO
NUMBER_HEADERS = 11 
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 23
CASTNO = 9
DATE = 20181102
TIME = 0844
LATITUDE = 7.4995
LONGITUDE = -152.0081
INSTRUMENT_ID = 1281
DEPTH = 5322
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,2,29.4552,2,33.4024,2,196.875,2,1.5659,1,4.6414,1,0.0195,1
2.0,2,29.4508,2,33.4024,2,197.2915,2,1.5646,1,4.6416,1,0.0188,1
4.0,2,29.4591,2,33.4022,2,196.7423,2,1.5632,1,4.6423,1,0.019,1
6.0,2,29.4653,2,33.4017,2,196.5966,2,1.5622,1,4.6422,1,0.0189,1
8.0,2,29.4677,2,33.4018,2,196.8285,2,1.561,1,4.6418,1,0.0186,1
10.0,2,29.4672,2,33.4018,2,196.259,2,1.5611,1,4.6421,1,0.0183,1
12.0,2,29.4678,2,33.4018,2,196.753,2,1.5619,1,4.6422,1,0.0189,1
14.0,2,29.4689,2,33.4019,2,196.1147,2,1.5619,1,4.6423,1,0.0187,1
16.0,2,29.4707,2,33.4022,2,196.7266,2,1.5613,1,4.642,1,0.0187,1
18.0,2,29.4702,2,33.4023,2,196.3489,2,1.5579,1,4.6419,1,0.0189,1
20.0,2,29.4723,2,33.4026,2,196.5802,2,1.5508,1,4.6422,1,0.0187,1
22.0,2,29.4725,2,33.4024,2,196.633,2,1.5382,1,4.6418,1,0.0188,1
24.0,2,29.4716,2,33.4023,2,196.5977,2,1.5227,1,4.6422,1,0.0183,1
26.0,2,29.4775,2,33.4039,2,196.7221,2,1.5059,1,4.6424,1,0.0189,1
28.0,2,29.4774,2,33.4035,2,196.6868,2,1.4865,1,4.6421,1,0.0183,1
30.0,2,29.4792,2,33.4037,2,196.8058,2,1.4643,1,4.6419,1,0.0188,1
32.0,2,29.4809,2,33.4041,2,197.0678,2,1.4417,1,4.6418,1,0.0189,1
34.0,2,29.4806,2,33.4039,2,197.2904,2,1.4218,1,4.6419,1,0.0189,1
36.0,2,29.4787,2,33.4034,2,197.2505,2,1.4016,1,4.6421,1,0.0188,1
38.0,2,29.4757,2,33.4028,2,197.2526,2,1.3843,1,4.6419,1,0.0189,1
40.0,2,29.4751,2,33.4025,2,197.0103,2,1.3734,1,4.6419,1,0.0183,1
42.0,2,29.5669,2,33.4885,2,196.7526,2,1.3603,1,4.6394,1,0.0193,1
44.0,2,29.9004,2,33.8171,2,198.2232,2,1.3508,1,4.6374,1,0.0208,1
46.0,2,29.9495,2,33.8997,2,199.6847,2,1.3442,1,4.6379,1,0.0208,1
48.0,2,29.9731,2,33.9438,2,199.0909,2,1.3372,1,4.6373,1,0.0216,1
50.0,2,30.0045,2,34.0387,2,198.9399,2,1.3293,1,4.6369,1,0.0223,1
52.0,2,30.0034,2,34.1006,2,199.0395,2,1.3231,1,4.636,1,0.022,1
54.0,2,29.9967,2,34.113,2,199.0801,2,1.3181,1,4.6365,1,0.0228,1
56.0,2,29.9913,2,34.1212,2,199.3483,2,1.3128,1,4.6367,1,0.0229,1
58.0,2,29.9707,2,34.1384,2,199.3752,2,1.3081,1,4.6357,1,0.0232,1
60.0,2,29.8238,2,34.2238,2,199.9965,2,1.3043,1,4.6334,1,0.0246,1
62.0,2,29.6994,2,34.2983,2,200.737,2,1.3,1,4.6308,1,0.0259,1
64.0,2,29.4019,2,34.3911,2,200.7289,2,1.297,1,4.6295,1,0.0279,1
66.0,2,29.1296,2,34.4348,2,199.6897,2,1.2948,1,4.6276,1,0.0294,1
68.0,2,28.6989,2,34.4653,2,198.43,2,1.2933,1,4.6264,1,0.0318,1
70.0,2,28.6638,2,34.461,2,198.6693,2,1.2923,1,4.6265,1,0.0307,1
72.0,2,28.318,2,34.461,2,198.8668,2,1.2928,1,4.6268,1,0.0307,1
74.0,2,27.9449,2,34.4817,2,199.6459,2,1.2946,1,4.6273,1,0.0321,1
76.0,2,27.4079,2,34.5371,2,200.735,2,1.2985,1,4.6264,1,0.0332,1
78.0,2,26.8752,2,34.5792,2,202.1178,2,1.3057,1,4.6268,1,0.0328,1
80.0,2,26.4962,2,34.6257,2,200.6581,2,1.312,1,4.627,1,0.0343,1
82.0,2,26.2276,2,34.6526,2,196.8638,2,1.3189,1,4.6259,1,0.0346,1
84.0,2,25.9829,2,34.6656,2,190.1095,2,1.3276,1,4.6226,1,0.0383,1
86.0,2,25.8391,2,34.6677,2,186.9943,2,1.3348,1,4.6224,1,0.0405,1
88.0,2,25.6857,2,34.6708,2,183.8982,2,1.3397,1,4.6212,1,0.0415,1
90.0,2,25.5899,2,34.672,2,179.5879,2,1.3456,1,4.6224,1,0.0418,1
92.0,2,24.8319,2,34.7186,2,174.9486,2,1.3495,1,4.6242,1,0.0415,1
94.0,2,24.4113,2,34.7385,2,173.3153,2,1.3515,1,4.6279,1,0.0396,1
96.0,2,24.2405,2,34.7403,2,171.6327,2,1.3534,1,4.6304,1,0.0375,1
98.0,2,24.1097,2,34.7374,2,170.0499,2,1.355,1,4.6312,1,0.0371,1
100.0,2,23.8113,2,34.7377,2,166.0522,2,1.357,1,4.6327,1,0.0368,1
102.0,2,23.1529,2,34.7312,2,159.7407,2,1.3587,1,4.6347,1,0.0361,1
104.0,2,22.0924,2,34.745,2,150.9071,2,1.3598,1,4.6369,1,0.0347,1
106.0,2,21.7389,2,34.7441,2,142.3919,2,1.3606,1,4.6382,1,0.0328,1
108.0,2,21.4454,2,34.7414,2,139.0368,2,1.3612,1,4.6383,1,0.0331,1
110.0,2,21.1764,2,34.7385,2,137.8612,2,1.3623,1,4.6392,1,0.0321,1
112.0,2,20.8338,2,34.7373,2,136.6896,2,1.3633,1,4.6399,1,0.0318,1
114.0,2,20.5708,2,34.7345,2,135.6211,2,1.3644,1,4.6398,1,0.0312,1
116.0,2,20.2946,2,34.7332,2,135.4685,2,1.3665,1,4.6398,1,0.0311,1
118.0,2,19.9373,2,34.7332,2,137.9298,2,1.3685,1,4.6417,1,0.03,1
120.0,2,19.6557,2,34.7172,2,142.6589,2,1.3704,1,4.6436,1,0.0283,1
122.0,2,18.4871,2,34.6807,2,144.2494,2,1.3725,1,4.6451,1,0.0271,1
124.0,2,18.036,2,34.6632,2,138.6291,2,1.3742,1,4.6466,1,0.0269,1
126.0,2,17.7839,2,34.6443,2,134.7688,2,1.3769,1,4.647,1,0.0269,1
128.0,2,17.4562,2,34.6416,2,132.4067,2,1.3784,1,4.6471,1,0.0271,1
130.0,2,17.0198,2,34.6482,2,128.8884,2,1.3808,1,4.6478,1,0.0277,1
132.0,2,16.6868,2,34.6383,2,121.8445,2,1.3832,1,4.6485,1,0.0263,1
134.0,2,16.4616,2,34.6146,2,114.7318,2,1.3859,1,4.649,1,0.0258,1
136.0,2,15.9847,2,34.5864,2,111.2951,2,1.389,1,4.6486,1,0.0254,1
138.0,2,15.7716,2,34.5743,2,107.6915,2,1.392,1,4.649,1,0.0251,1
140.0,2,15.5576,2,34.5615,2,105.135,2,1.3956,1,4.6498,1,0.0251,1
142.0,2,15.2434,2,34.5482,2,103.034,2,1.399,1,4.6498,1,0.0245,1
144.0,2,14.8946,2,34.5359,2,100.4387,2,1.4031,1,4.6492,1,0.0251,1
146.0,2,14.4571,2,34.5365,2,97.3842,2,1.4078,1,4.651,1,0.024,1
148.0,2,14.0938,2,34.5464,2,93.7543,2,1.4123,1,4.6522,1,0.0241,1
150.0,2,13.814,2,34.5464,2,89.7866,2,1.4165,1,4.653,1,0.0238,1
152.0,2,13.3688,2,34.5607,2,85.0418,2,1.4208,1,4.6544,1,0.0233,1
154.0,2,13.276,2,34.5578,2,78.3722,2,1.4261,1,4.6551,1,0.0232,1
156.0,2,13.1249,2,34.5684,2,74.4991,2,1.4313,1,4.6551,1,0.0221,1
158.0,2,12.9004,2,34.5854,2,70.6664,2,1.4362,1,4.6551,1,0.022,1
160.0,2,12.779,2,34.5919,2,64.3828,2,1.4421,1,4.6556,1,0.0226,1
162.0,2,12.7142,2,34.5913,2,57.5432,2,1.4479,1,4.6557,1,0.022,1
164.0,2,12.5922,2,34.5955,2,53.2738,2,1.4548,1,4.6563,1,0.022,1
166.0,2,12.5002,2,34.591,2,49.6906,2,1.4613,1,4.6565,1,0.0214,1
168.0,2,12.4102,2,34.5878,2,46.1614,2,1.4682,1,4.657,1,0.0216,1
170.0,2,12.3559,2,34.5848,2,43.1297,2,1.4743,1,4.6575,1,0.0208,1
172.0,2,12.2445,2,34.5975,2,40.6478,2,1.4814,1,4.6582,1,0.0208,1
174.0,2,12.1247,2,34.6193,2,37.0882,2,1.4886,1,4.6584,1,0.0208,1
176.0,2,12.0863,2,34.6239,2,33.6221,2,1.4962,1,4.6594,1,0.0203,1
178.0,2,12.0397,2,34.6293,2,32.0261,2,1.5024,1,4.6594,1,0.0195,1
180.0,2,11.9869,2,34.6332,2,30.7389,2,1.5108,1,4.6598,1,0.0204,1
182.0,2,11.8693,2,34.6485,2,29.8429,2,1.5175,1,4.6604,1,0.0196,1
184.0,2,11.8149,2,34.6582,2,29.0497,2,1.5232,1,4.6601,1,0.0189,1
186.0,2,11.7869,2,34.6585,2,27.6656,2,1.5294,1,4.66,1,0.0193,1
188.0,2,11.7282,2,34.678,2,26.534,2,1.5359,1,4.6603,1,0.019,1
190.0,2,11.6481,2,34.6901,2,23.1366,2,1.5431,1,4.6606,1,0.0191,1
192.0,2,11.5082,2,34.6906,2,20.3218,2,1.5503,1,4.66,1,0.0183,1
194.0,2,11.3916,2,34.6878,2,20.3473,2,1.5568,1,4.6598,1,0.0184,1
196.0,2,11.3053,2,34.6837,2,22.1359,2,1.5634,1,4.6597,1,0.0184,1
198.0,2,11.2254,2,34.6802,2,23.6453,2,1.5694,1,4.6593,1,0.0183,1
200.0,2,11.0895,2,34.6843,2,24.6856,2,1.5749,1,4.6589,1,0.0184,1
202.0,2,11.0377,2,34.6871,2,25.2449,2,1.5804,1,4.6581,1,0.0183,1
204.0,2,10.9934,2,34.688,2,24.4897,2,1.587,1,4.658,1,0.0178,1
206.0,2,10.9465,2,34.6886,2,22.9856,2,1.5939,1,4.6581,1,0.0184,1
208.0,2,10.9125,2,34.6891,2,22.2871,2,1.5993,1,4.6578,1,0.0184,1
210.0,2,10.8803,2,34.6907,2,21.7553,2,1.6033,1,4.658,1,0.0184,1
