CTD, 20190703ODFSIO
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 31
CASTNO = 2
DATE = 20181110
TIME = 1946
LATITUDE = -2.5001
LONGITUDE = -152.0002
INSTRUMENT_ID = 1281
DEPTH = 4706
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,6,28.2325,6,35.4799,6,199.8616,6,4.6343,6,0.005,6,-999,9
2.0,6,28.2325,6,35.4799,6,199.8616,6,4.6343,6,0.005,6,-999,9
4.0,6,28.2325,6,35.4799,6,199.8616,6,4.6343,6,0.005,6,-999,9
6.0,2,28.2307,2,35.4806,2,199.9161,2,4.6377,1,0.0047,1,-999,9
8.0,2,28.2288,2,35.4805,2,200.2937,2,4.6395,1,0.0047,1,-999,9
10.0,2,28.222,2,35.4803,2,200.0187,2,4.6383,1,0.0048,1,-999,9
12.0,2,28.2284,2,35.4803,2,200.0666,2,4.639,1,0.005,1,-999,9
14.0,2,28.1971,2,35.4799,2,200.4897,2,4.6389,1,0.0049,1,-999,9
16.0,2,28.1428,2,35.4798,2,200.4379,2,4.6341,1,0.0054,1,-999,9
18.0,2,28.1451,2,35.4795,2,199.9457,2,4.6328,1,0.0055,1,-999,9
20.0,2,28.149,2,35.4792,2,200.4668,2,4.6342,1,0.0052,1,-999,9
22.0,2,28.1332,2,35.479,2,200.8362,2,4.6339,1,0.0054,1,-999,9
24.0,2,28.0836,2,35.4792,2,200.4739,2,4.6313,1,0.0062,1,-999,9
26.0,2,28.0766,2,35.4791,2,200.9048,2,4.6307,1,0.0066,1,-999,9
28.0,2,28.0742,2,35.4792,2,200.9041,2,4.6306,1,0.0066,1,-999,9
30.0,2,28.0706,2,35.4789,2,200.5508,2,4.6312,1,0.0069,1,-999,9
32.0,2,28.0694,2,35.4786,2,200.538,2,4.6322,1,0.0073,1,-999,9
34.0,2,28.0685,2,35.4788,2,200.3999,2,4.6321,1,0.0074,1,-999,9
36.0,2,28.0677,2,35.4789,2,200.8791,2,4.6321,1,0.0075,1,-999,9
38.0,2,28.0676,2,35.4788,2,200.7336,2,4.6323,1,0.0076,1,-999,9
40.0,2,28.0673,2,35.4787,2,200.5002,2,4.6331,1,0.0076,1,-999,9
42.0,2,28.0669,2,35.4788,2,200.6289,2,4.6332,1,0.0077,1,-999,9
44.0,2,28.067,2,35.479,2,200.2751,2,4.6325,1,0.0075,1,-999,9
46.0,2,28.0667,2,35.4787,2,200.0731,2,4.6348,1,0.0078,1,-999,9
48.0,2,28.0662,2,35.4786,2,200.3774,2,4.6357,1,0.0083,1,-999,9
50.0,2,28.0651,2,35.4787,2,199.949,2,4.6359,1,0.0082,1,-999,9
52.0,2,28.0644,2,35.4787,2,199.8599,2,4.6364,1,0.0086,1,-999,9
54.0,2,28.0642,2,35.4787,2,200.2418,2,4.6367,1,0.0085,1,-999,9
56.0,2,28.0632,2,35.4786,2,200.2493,2,4.6377,1,0.0091,1,-999,9
58.0,2,28.0622,2,35.4786,2,199.5519,2,4.6388,1,0.0092,1,-999,9
60.0,2,28.0598,2,35.4784,2,200.1518,2,4.6396,1,0.0091,1,-999,9
62.0,2,28.0579,2,35.4783,2,200.1402,2,4.6404,1,0.0094,1,-999,9
64.0,2,28.0534,2,35.478,2,200.0653,2,4.6411,1,0.0099,1,-999,9
66.0,2,28.0428,2,35.4775,2,199.5625,2,4.6416,1,0.0095,1,-999,9
