CTD, 20190703ODFSIO
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 9
CASTNO = 2
DATE = 20181006
TIME = 1914
LATITUDE = 44.5004
LONGITUDE = -151.9998
INSTRUMENT_ID = 1281
DEPTH = 5066
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,6,17.1395,6,32.3914,6,249.3996,6,4.5274,6,0.0179,6,-999,9
2.0,6,17.1395,6,32.3914,6,249.3996,6,4.5274,6,0.0179,6,-999,9
4.0,6,17.1395,6,32.3914,6,249.3996,6,4.5274,6,0.0179,6,-999,9
6.0,2,17.1383,2,32.391,2,249.2415,2,4.5265,1,0.0176,1,-999,9
8.0,2,17.1353,2,32.391,2,249.6007,2,4.5259,1,0.0194,1,-999,9
10.0,2,17.1342,2,32.391,2,249.2979,2,4.528,1,0.019,1,-999,9
12.0,2,17.1346,2,32.3909,2,249.4863,2,4.5275,1,0.0203,1,-999,9
14.0,2,17.1361,2,32.3909,2,249.4916,2,4.525,1,0.0236,1,-999,9
16.0,2,17.1372,2,32.3909,2,249.7389,2,4.5261,1,0.0221,1,-999,9
18.0,2,17.1382,2,32.3909,2,248.9187,2,4.5259,1,0.0216,1,-999,9
20.0,2,17.1327,2,32.3912,2,249.1706,2,4.5271,1,0.0217,1,-999,9
22.0,2,17.1281,2,32.3917,2,249.0376,2,4.5289,1,0.0236,1,-999,9
24.0,2,17.1197,2,32.3921,2,248.9736,2,4.5288,1,0.0301,1,-999,9
26.0,2,17.1221,2,32.3921,2,248.8135,2,4.5289,1,0.0236,1,-999,9
28.0,2,17.1151,2,32.3929,2,248.9362,2,4.5303,1,0.0241,1,-999,9
30.0,2,17.0754,2,32.3965,2,248.7829,2,4.5328,1,0.0294,1,-999,9
32.0,2,17.0617,2,32.3966,2,248.2891,2,4.5353,1,0.0259,1,-999,9
34.0,2,17.0412,2,32.3979,2,248.436,2,4.5378,1,0.0268,1,-999,9
36.0,2,17.0155,2,32.3988,2,248.1168,2,4.5438,1,0.0259,1,-999,9
38.0,2,16.9301,2,32.4089,2,248.0526,2,4.5467,1,0.0239,1,-999,9
40.0,2,16.56,2,32.4388,2,247.8242,2,4.5506,1,0.0283,1,-999,9
42.0,2,14.538,2,32.5004,2,261.6395,2,4.5499,1,0.0326,1,-999,9
44.0,2,13.5733,2,32.5139,2,276.2899,2,4.5512,1,0.0362,1,-999,9
46.0,2,12.4437,2,32.5458,2,279.8873,2,4.5542,1,0.031,1,-999,9
48.0,2,11.9038,2,32.5716,2,286.2184,2,4.5558,1,0.0324,1,-999,9
50.0,2,11.8109,2,32.5525,2,286.164,2,4.5584,1,0.0314,1,-999,9
52.0,2,11.2733,2,32.5846,2,280.9961,2,4.5683,1,0.0313,1,-999,9
54.0,2,11.031,2,32.593,2,285.0617,2,4.5861,1,0.0251,1,-999,9
56.0,2,10.8856,2,32.5929,2,283.8656,2,4.5813,1,0.0318,1,-999,9
58.0,2,10.5826,2,32.6028,2,281.0352,2,4.5763,1,0.034,1,-999,9
60.0,2,10.212,2,32.6126,2,276.9876,2,4.5557,1,0.0428,1,-999,9
62.0,2,9.7904,2,32.6319,2,271.6764,2,4.5707,1,0.0343,1,-999,9
64.0,2,9.5271,2,32.6366,2,269.9935,2,4.5912,1,0.0239,1,-999,9
66.0,2,9.2855,2,32.64,2,269.2992,2,4.6071,1,0.0183,1,-999,9
68.0,2,9.0509,2,32.6306,2,270.299,2,4.6167,1,0.0155,1,-999,9
70.0,2,8.809,2,32.6161,2,271.9018,2,4.6219,1,0.0125,1,-999,9
72.0,2,8.6363,2,32.6314,2,269.9525,2,4.6337,1,0.009,1,-999,9
74.0,2,8.5767,2,32.6494,2,273.5168,2,4.6395,1,0.0083,1,-999,9
76.0,2,8.4811,2,32.6545,2,274.1629,2,4.6434,1,0.0064,1,-999,9
78.0,2,8.4213,2,32.6646,2,270.7802,2,4.6495,1,0.0054,1,-999,9
80.0,2,8.3674,2,32.6754,2,269.929,2,4.6553,1,0.0047,1,-999,9
82.0,2,8.3263,2,32.6839,2,268.9746,2,4.6599,1,0.0038,1,-999,9
84.0,2,8.2815,2,32.6835,2,268.8741,2,4.6609,1,0.0035,1,-999,9
86.0,2,8.2942,2,32.6823,2,269.0563,2,4.66,1,0.0036,1,-999,9
88.0,2,8.2109,2,32.7016,2,267.8455,2,4.6625,1,0.003,1,-999,9
90.0,2,8.257,2,32.7048,2,268.7182,2,4.6648,1,0.0028,1,-999,9
92.0,2,8.1763,2,32.7107,2,269.0265,2,4.6664,1,0.003,1,-999,9
94.0,2,7.883,2,32.7286,2,267.99,2,4.6696,1,0.0023,1,-999,9
96.0,2,7.8928,2,32.7172,2,269.8282,2,4.6692,1,0.0024,1,-999,9
98.0,2,7.5686,2,32.721,2,266.1708,2,4.6708,1,0.0022,1,-999,9
100.0,2,7.5245,2,32.7157,2,272.7134,2,4.6713,1,0.0022,1,-999,9
102.0,2,7.5625,2,32.7138,2,273.0908,2,4.6707,1,0.0022,1,-999,9
104.0,2,7.4473,2,32.7351,2,274.2837,2,4.6732,1,0.0021,1,-999,9
106.0,2,7.5657,2,32.778,2,276.422,2,4.6756,1,0.0016,1,-999,9
108.0,2,7.5197,2,32.7927,2,269.6302,2,4.6757,1,0.0015,1,-999,9
110.0,2,7.5094,2,32.8035,2,269.6293,2,4.6765,1,0.0013,1,-999,9
112.0,2,7.588,2,32.8569,2,267.9221,2,4.6767,1,0.0014,1,-999,9
114.0,2,7.5978,2,32.9035,2,265.1705,2,4.6758,1,0.0013,1,-999,9
116.0,2,7.5816,2,32.9669,2,259.9738,2,4.6773,1,0.0012,1,-999,9
118.0,2,7.6835,2,33.0433,2,255.8204,2,4.6745,1,0.0013,1,-999,9
120.0,2,7.5416,2,33.0494,2,252.8362,2,4.6754,1,0.0012,1,-999,9
122.0,2,7.517,2,33.0622,2,254.7588,2,4.6742,1,0.0012,1,-999,9
