CTD, 20190703ODFSIO
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 19
CASTNO = 5
DATE = 20181026
TIME = 2215
LATITUDE = 17.5000
LONGITUDE = -152.0003
INSTRUMENT_ID = 1281
DEPTH = 5222
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,2,27.9632,6,34.3256,6,199.3862,6,4.6665,6,0.0014,6,-999,9
2.0,2,27.9632,6,34.3256,6,199.3862,6,4.6665,6,0.0014,6,-999,9
4.0,2,27.9632,2,34.3256,2,199.3862,2,4.6665,1,0.0014,1,-999,9
6.0,2,27.9652,2,34.3269,2,199.9265,2,4.667,1,0.0013,1,-999,9
8.0,2,27.9657,2,34.3267,2,200.0562,2,4.6664,1,0.0014,1,-999,9
10.0,2,27.9649,2,34.3264,2,199.9377,2,4.6672,1,0.0017,1,-999,9
12.0,2,27.9641,2,34.3264,2,200.4076,2,4.6669,1,0.0012,1,-999,9
14.0,2,27.9623,2,34.326,2,200.3619,2,4.6672,1,0.0015,1,-999,9
16.0,2,27.9637,2,34.326,2,200.7785,2,4.667,1,0.0014,1,-999,9
18.0,2,27.9647,2,34.326,2,200.0478,2,4.6675,1,0.0016,1,-999,9
20.0,2,27.9588,2,34.3253,2,200.122,2,4.6673,1,0.0014,1,-999,9
22.0,2,27.9613,2,34.3254,2,200.1411,2,4.667,1,0.0014,1,-999,9
24.0,2,27.9679,2,34.3267,2,200.1963,2,4.668,1,0.0013,1,-999,9
26.0,2,27.9676,2,34.3265,2,200.0901,2,4.6679,1,0.0013,1,-999,9
28.0,2,27.9686,2,34.3265,2,200.1575,2,4.667,1,0.0014,1,-999,9
30.0,2,27.9639,2,34.3252,2,200.5538,2,4.6669,1,0.0014,1,-999,9
32.0,2,27.9569,2,34.3235,2,201.1292,2,4.6668,1,0.0012,1,-999,9
34.0,2,27.9521,2,34.3222,2,200.704,2,4.6664,1,0.0015,1,-999,9
36.0,2,27.941,2,34.322,2,200.6927,2,4.6665,1,0.0015,1,-999,9
38.0,2,27.9339,2,34.322,2,200.5205,2,4.6656,1,0.0014,1,-999,9
40.0,2,27.9332,2,34.3228,2,200.499,2,4.6661,1,0.0016,1,-999,9
42.0,2,27.9329,2,34.3232,2,200.3721,2,4.6666,1,0.0012,1,-999,9
44.0,2,27.9313,2,34.3256,2,200.7782,2,4.6657,1,0.0012,1,-999,9
46.0,2,27.9263,2,34.3329,2,200.7149,2,4.665,1,0.0015,1,-999,9
48.0,2,27.8558,2,34.4226,2,200.9355,2,4.6635,1,0.0016,1,-999,9
50.0,2,27.5806,2,34.591,2,204.286,2,4.6518,1,0.0024,1,-999,9
52.0,2,27.3805,2,34.6128,2,209.5519,2,4.6495,1,0.0025,1,-999,9
54.0,2,27.1735,2,34.6251,2,210.6852,2,4.6516,1,0.0024,1,-999,9
56.0,2,26.79,2,34.64,2,212.318,2,4.6461,1,0.0024,1,-999,9
58.0,2,26.6368,2,34.6596,2,213.6279,2,4.6451,1,0.0026,1,-999,9
60.0,2,26.4549,2,34.6675,2,215.1876,2,4.6472,1,0.0026,1,-999,9
62.0,2,26.0783,2,34.6769,2,216.6468,2,4.648,1,0.0025,1,-999,9
64.0,2,25.7007,2,34.6913,2,218.1197,2,4.6505,1,0.0025,1,-999,9
66.0,2,25.4465,2,34.7114,2,218.9807,2,4.6532,1,0.0026,1,-999,9
68.0,2,25.2255,2,34.7479,2,220.6962,2,4.6537,1,0.0027,1,-999,9
70.0,2,24.8769,2,34.7859,2,221.1147,2,4.6537,1,0.003,1,-999,9
72.0,2,24.7391,2,34.7875,2,221.5464,2,4.654,1,0.0034,1,-999,9
74.0,2,24.4683,2,34.8134,2,222.2801,2,4.6546,1,0.0036,1,-999,9
76.0,2,24.4497,2,34.8912,2,221.935,2,4.6543,1,0.0038,1,-999,9
78.0,2,24.309,2,34.9065,2,224.1488,2,4.653,1,0.0039,1,-999,9
80.0,2,23.9772,2,34.9132,2,223.5763,2,4.6555,1,0.0038,1,-999,9
82.0,2,23.8753,2,34.91,2,222.413,2,4.6585,1,0.0039,1,-999,9
84.0,2,23.597,2,34.9383,2,221.6543,2,4.6585,1,0.0043,1,-999,9
86.0,2,23.4401,2,34.9577,2,220.2653,2,4.6603,1,0.0045,1,-999,9
88.0,2,23.3681,2,34.9564,2,219.8892,2,4.6611,1,0.0049,1,-999,9
90.0,2,23.2044,2,34.9649,2,219.7818,2,4.6626,1,0.0048,1,-999,9
92.0,2,22.97,2,34.9899,2,218.4114,2,4.6643,1,0.0048,1,-999,9
94.0,2,22.9426,2,35.0411,2,216.9102,2,4.6663,1,0.0047,1,-999,9
96.0,2,22.861,2,35.0485,2,214.7377,2,4.6663,1,0.005,1,-999,9
98.0,2,22.7498,2,35.0455,2,212.5649,2,4.6666,1,0.0051,1,-999,9
100.0,2,22.6092,2,35.0516,2,211.7474,2,4.6655,1,0.0054,1,-999,9
102.0,2,22.5279,2,35.0602,2,210.0965,2,4.6656,1,0.0061,1,-999,9
104.0,2,22.516,2,35.0605,2,208.7499,2,4.6656,1,0.0062,1,-999,9
106.0,2,22.4603,2,35.0635,2,208.6223,2,4.6647,1,0.0063,1,-999,9
108.0,2,22.3688,2,35.0694,2,208.5634,2,4.664,1,0.0066,1,-999,9
110.0,2,22.2333,2,35.0736,2,206.3389,2,4.6594,1,0.0088,1,-999,9
112.0,2,22.1689,2,35.0725,2,203.7816,2,4.6584,1,0.0094,1,-999,9
114.0,2,22.1087,2,35.0718,2,203.0388,2,4.657,1,0.0094,1,-999,9
116.0,2,22.0607,2,35.0715,2,202.1674,2,4.6569,1,0.0093,1,-999,9
118.0,2,21.9402,2,35.0692,2,201.7407,2,4.6567,1,0.0083,1,-999,9
120.0,2,21.7905,2,35.0732,2,200.3436,2,4.6608,1,0.0077,1,-999,9
122.0,2,21.6932,2,35.0674,2,197.3423,2,4.6636,1,0.0085,1,-999,9
124.0,2,21.5345,2,35.0637,2,196.0283,2,4.6654,1,0.0076,1,-999,9
126.0,2,21.4259,2,35.0641,2,194.4325,2,4.6687,1,0.0072,1,-999,9
128.0,2,21.3797,2,35.0626,2,193.1345,2,4.6708,1,0.0067,1,-999,9
130.0,2,21.3394,2,35.0607,2,192.744,2,4.6724,1,0.0061,1,-999,9
132.0,2,21.2856,2,35.0578,2,192.4803,2,4.673,1,0.006,1,-999,9
134.0,2,21.177,2,35.0515,2,192.0395,2,4.6746,1,0.0059,1,-999,9
136.0,2,21.0088,2,35.0388,2,190.5465,2,4.6764,1,0.005,1,-999,9
