CTD,20190703ODFSIO
NUMBER_HEADERS = 11 
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 25
CASTNO = 3
DATE = 20181104
TIME = 0002
LATITUDE = 5.0003
LONGITUDE = -151.9954
INSTRUMENT_ID = 1281
DEPTH = 5114
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,2,29.4403,2,33.8215,2,196.3959,2,1.3175,1,4.6312,1,0.0208,1
2.0,2,29.4405,2,33.8208,2,197.1077,2,1.3151,1,4.6313,1,0.0211,1
4.0,2,29.4373,2,33.8169,2,197.4881,2,1.3135,1,4.6316,1,0.0208,1
6.0,2,29.4379,2,33.8171,2,197.4018,2,1.3105,1,4.6319,1,0.021,1
8.0,2,29.44,2,33.8187,2,197.4451,2,1.308,1,4.6322,1,0.0213,1
10.0,2,29.4429,2,33.8204,2,197.7911,2,1.3064,1,4.6318,1,0.0208,1
12.0,2,29.4443,2,33.8213,2,197.1861,2,1.3042,1,4.6316,1,0.0211,1
14.0,2,29.4519,2,33.8299,2,197.6205,2,1.3021,1,4.6313,1,0.0214,1
16.0,2,29.4511,2,33.8284,2,198.0964,2,1.3004,1,4.631,1,0.0213,1
18.0,2,29.4572,2,33.8353,2,197.6081,2,1.2989,1,4.6308,1,0.0214,1
20.0,2,29.4587,2,33.8365,2,198.0053,2,1.2977,1,4.631,1,0.0211,1
22.0,2,29.4636,2,33.8414,2,198.2891,2,1.2968,1,4.6304,1,0.0209,1
24.0,2,29.4699,2,33.8477,2,198.4374,2,1.2956,1,4.6303,1,0.0208,1
26.0,2,29.4793,2,33.8568,2,198.0121,2,1.2946,1,4.6297,1,0.0208,1
28.0,2,29.5006,2,33.878,2,198.3291,2,1.2942,1,4.6289,1,0.0211,1
30.0,2,29.5436,2,33.9292,2,198.7646,2,1.2929,1,4.6274,1,0.022,1
32.0,2,29.5597,2,33.9828,2,199.1918,2,1.2924,1,4.6252,1,0.0232,1
34.0,2,29.5547,2,34.0679,2,199.6044,2,1.2915,1,4.6214,1,0.0249,1
36.0,2,29.5387,2,34.101,2,199.6684,2,1.2904,1,4.6212,1,0.0245,1
38.0,2,29.4891,2,34.2581,2,199.617,2,1.2891,1,4.6198,1,0.0257,1
40.0,2,29.3308,2,34.4384,2,198.9891,2,1.2878,1,4.6086,1,0.0307,1
42.0,2,29.26,2,34.4884,2,198.4206,2,1.2869,1,4.6081,1,0.0323,1
44.0,2,29.2008,2,34.5378,2,198.8888,2,1.2864,1,4.6118,1,0.03,1
46.0,2,29.1731,2,34.5468,2,198.8451,2,1.2863,1,4.6128,1,0.03,1
48.0,2,29.1092,2,34.5509,2,199.1232,2,1.2866,1,4.6112,1,0.0316,1
50.0,2,29.0433,2,34.5611,2,198.7669,2,1.2876,1,4.6101,1,0.0321,1
52.0,2,28.9823,2,34.5779,2,198.8969,2,1.2889,1,4.6082,1,0.0336,1
54.0,2,28.8941,2,34.5999,2,198.5312,2,1.29,1,4.6052,1,0.0357,1
56.0,2,28.8353,2,34.6187,2,198.7081,2,1.2925,1,4.6018,1,0.0404,1
58.0,2,28.8099,2,34.6253,2,198.997,2,1.2945,1,4.5983,1,0.0431,1
60.0,2,28.7894,2,34.6225,2,198.8913,2,1.2969,1,4.5942,1,0.0484,1
62.0,2,28.7672,2,34.6262,2,198.5353,2,1.2987,1,4.5905,1,0.049,1
64.0,2,28.7616,2,34.6329,2,198.8862,2,1.3008,1,4.59,1,0.0517,1
66.0,2,28.75,2,34.6547,2,198.1872,2,1.3017,1,4.5896,1,0.0539,1
68.0,2,28.7389,2,34.6776,2,198.8275,2,1.3021,1,4.5871,1,0.0556,1
70.0,2,28.7281,2,34.6888,2,198.4207,2,1.3022,1,4.5882,1,0.0531,1
72.0,2,28.7241,2,34.6938,2,198.2694,2,1.3023,1,4.5922,1,0.0555,1
74.0,2,28.7218,2,34.6946,2,198.4352,2,1.3023,1,4.5916,1,0.0542,1
76.0,2,28.7219,2,34.6964,2,198.6307,2,1.3026,1,4.5909,1,0.0535,1
78.0,2,28.7273,2,34.6995,2,198.0982,2,1.3025,1,4.5934,1,0.0527,1
80.0,2,28.7322,2,34.7034,2,197.8746,2,1.302,1,4.5953,1,0.053,1
82.0,2,28.733,2,34.7088,2,198.0061,2,1.3007,1,4.5969,1,0.0521,1
84.0,2,28.7218,2,34.7144,2,198.445,2,1.2991,1,4.597,1,0.0531,1
86.0,2,28.7086,2,34.7205,2,198.1386,2,1.2979,1,4.5948,1,0.0544,1
88.0,2,28.69,2,34.7293,2,198.1804,2,1.296,1,4.5959,1,0.0554,1
90.0,2,28.6653,2,34.744,2,198.5912,2,1.2945,1,4.5965,1,0.0535,1
92.0,2,28.6514,2,34.7532,2,198.6823,2,1.2927,1,4.5958,1,0.0566,1
94.0,2,28.6368,2,34.7617,2,198.7838,2,1.2913,1,4.5977,1,0.0525,1
96.0,2,28.6167,2,34.774,2,198.2774,2,1.2901,1,4.5991,1,0.0536,1
98.0,2,28.5663,2,34.8277,2,197.7641,2,1.2889,1,4.6035,1,0.0527,1
100.0,2,28.5517,2,34.8578,2,197.4408,2,1.288,1,4.6073,1,0.0488,1
102.0,2,28.5102,2,34.8845,2,197.0903,2,1.2883,1,4.611,1,0.0464,1
104.0,2,28.3037,2,34.9059,2,193.3904,2,1.2888,1,4.6147,1,0.0465,1
106.0,2,27.7432,2,34.8211,2,185.151,2,1.2883,1,4.6177,1,0.0495,1
108.0,2,27.4221,2,34.786,2,174.3945,2,1.2884,1,4.6207,1,0.0454,1
110.0,2,27.2268,2,34.7527,2,171.9301,2,1.2885,1,4.6222,1,0.0427,1
112.0,2,26.8781,2,34.6841,2,170.7143,2,1.2901,1,4.6227,1,0.0413,1
114.0,2,26.7699,2,34.6976,2,167.849,2,1.2908,1,4.6254,1,0.0415,1
116.0,2,26.7972,2,34.7296,2,166.1989,2,1.2918,1,4.6269,1,0.0419,1
118.0,2,26.7973,2,34.7445,2,165.1151,2,1.2947,1,4.6284,1,0.0386,1
120.0,2,26.7624,2,34.7545,2,165.1558,2,1.2976,1,4.6295,1,0.0353,1
122.0,2,26.7202,2,34.7604,2,164.3329,2,1.2997,1,4.6304,1,0.0356,1
124.0,2,26.6528,2,34.7642,2,164.9496,2,1.3015,1,4.6313,1,0.0347,1
126.0,2,26.4436,2,34.7524,2,162.7546,2,1.3043,1,4.6329,1,0.0334,1
128.0,2,26.1248,2,34.7541,2,156.0755,2,1.3074,1,4.6343,1,0.0308,1
130.0,2,25.8232,2,34.7529,2,151.8516,2,1.3099,1,4.6359,1,0.0288,1
132.0,2,25.4714,2,34.7393,2,150.2738,2,1.3119,1,4.637,1,0.0294,1
134.0,2,25.0257,2,34.7384,2,148.0818,2,1.3155,1,4.6398,1,0.0272,1
136.0,2,24.543,2,34.7406,2,145.4596,2,1.3188,1,4.6412,1,0.0259,1
138.0,2,24.1333,2,34.7491,2,142.6632,2,1.3231,1,4.6426,1,0.0262,1
140.0,2,23.8299,2,34.7681,2,140.6162,2,1.3279,1,4.6434,1,0.0251,1
142.0,2,23.5802,2,34.7823,2,139.1402,2,1.332,1,4.6425,1,0.0258,1
144.0,2,23.4937,2,34.778,2,139.2075,2,1.3372,1,4.6429,1,0.0245,1
146.0,2,22.85,2,34.762,2,139.3177,2,1.3425,1,4.6421,1,0.0234,1
148.0,2,21.4492,2,34.8,2,134.6876,2,1.348,1,4.646,1,0.0233,1
150.0,2,19.9973,2,34.7884,2,126.5726,2,1.3527,1,4.6483,1,0.0231,1
152.0,2,18.9754,2,34.7726,2,120.2124,2,1.3588,1,4.6504,1,0.0213,1
154.0,2,18.8381,2,34.7558,2,118.7931,2,1.3649,1,4.6513,1,0.0208,1
156.0,2,18.5934,2,34.7426,2,118.824,2,1.3698,1,4.652,1,0.0201,1
158.0,2,18.3184,2,34.7297,2,118.5397,2,1.3752,1,4.6521,1,0.0207,1
160.0,2,17.9458,2,34.7157,2,118.5755,2,1.3807,1,4.6523,1,0.0209,1
162.0,2,17.5764,2,34.7058,2,117.8881,2,1.386,1,4.6524,1,0.0208,1
164.0,2,17.4329,2,34.6989,2,117.0408,2,1.3911,1,4.6531,1,0.0203,1
166.0,2,17.2263,2,34.7048,2,114.6418,2,1.3975,1,4.6547,1,0.0195,1
168.0,2,16.9394,2,34.7041,2,109.9612,2,1.4035,1,4.656,1,0.0188,1
170.0,2,16.6091,2,34.7041,2,106.4836,2,1.4101,1,4.6561,1,0.0184,1
172.0,2,16.3407,2,34.6966,2,104.1016,2,1.4174,1,4.6569,1,0.0185,1
174.0,2,15.8562,2,34.6879,2,103.2022,2,1.4246,1,4.6577,1,0.0185,1
176.0,2,15.4419,2,34.6841,2,101.9188,2,1.4307,1,4.6581,1,0.0187,1
178.0,2,15.3669,2,34.6766,2,100.0902,2,1.4376,1,4.6584,1,0.0186,1
180.0,2,15.3298,2,34.671,2,99.4773,2,1.4451,1,4.6585,1,0.0185,1
182.0,2,15.279,2,34.6661,2,98.5552,2,1.4529,1,4.6589,1,0.0177,1
184.0,2,15.0885,2,34.662,2,97.6777,2,1.4611,1,4.6588,1,0.0185,1
186.0,2,14.7471,2,34.6586,2,96.4191,2,1.4696,1,4.6588,1,0.0184,1
188.0,2,14.6307,2,34.6561,2,92.6197,2,1.477,1,4.6585,1,0.0172,1
190.0,2,14.4918,2,34.6524,2,91.0353,2,1.4838,1,4.6586,1,0.0171,1
192.0,2,14.306,2,34.6494,2,87.7957,2,1.4913,1,4.6583,1,0.0174,1
194.0,2,13.9558,2,34.6472,2,84.5742,2,1.5003,1,4.6587,1,0.0184,1
196.0,2,13.4381,2,34.6452,2,80.2384,2,1.5098,1,4.6581,1,0.0175,1
198.0,2,12.9719,2,34.6473,2,74.4651,2,1.5181,1,4.6585,1,0.0171,1
200.0,2,12.7046,2,34.6442,2,72.0686,2,1.5246,1,4.6585,1,0.0171,1
202.0,2,12.194,2,34.6554,2,69.0864,2,1.5316,1,4.6582,1,0.0177,1
204.0,2,12.1592,2,34.644,2,63.794,2,1.5413,1,4.6584,1,0.0176,1
206.0,2,11.9635,2,34.6472,2,64.4613,2,1.5508,1,4.6583,1,0.0171,1
208.0,2,11.9477,2,34.6441,2,59.9554,2,1.5581,1,4.658,1,0.0171,1
210.0,2,11.9421,2,34.6417,2,58.2225,2,1.568,1,4.6583,1,0.0171,1
212.0,2,11.9312,2,34.6415,2,56.5698,2,1.5773,1,4.6582,1,0.0171,1
214.0,2,11.7709,2,34.6546,2,52.3994,2,1.5891,1,4.6572,1,0.0173,1
216.0,2,11.6702,2,34.6569,2,44.8771,2,1.6003,1,4.6568,1,0.0175,1
218.0,2,11.576,2,34.6599,2,43.9027,2,1.6083,1,4.6574,1,0.0171,1
220.0,2,11.4473,2,34.662,2,43.7845,2,1.6171,1,4.6569,1,0.0171,1
222.0,2,11.3128,2,34.6643,2,45.9105,2,1.6271,1,4.6572,1,0.0171,1
224.0,2,11.1573,2,34.6706,2,48.4367,2,1.6374,1,4.6573,1,0.0171,1
226.0,2,11.0931,2,34.67,2,51.8474,2,1.6468,1,4.6573,1,0.0171,1
228.0,2,10.9702,2,34.6728,2,54.2771,2,1.6566,1,4.6571,1,0.0171,1
230.0,2,10.9273,2,34.6715,2,55.1166,2,1.6664,1,4.657,1,0.0171,1
232.0,2,10.8928,2,34.6699,2,55.1136,2,1.6764,1,4.6578,1,0.0179,1
234.0,2,10.8722,2,34.6683,2,54.8432,2,1.6857,1,4.6576,1,0.0171,1
236.0,2,10.8638,2,34.6671,2,54.8851,2,1.6951,1,4.6579,1,0.0171,1
238.0,2,10.8495,2,34.6654,2,54.6213,2,1.704,1,4.6574,1,0.0171,1
240.0,2,10.833,2,34.6644,2,54.3781,2,1.7135,1,4.6575,1,0.0174,1
242.0,2,10.8254,2,34.664,2,54.2214,2,1.7232,1,4.6576,1,0.0174,1
244.0,2,10.8098,2,34.6627,2,54.1188,2,1.7327,1,4.658,1,0.0171,1
246.0,2,10.776,2,34.6616,2,53.8613,2,1.7418,1,4.6581,1,0.0172,1
248.0,2,10.7447,2,34.6611,2,53.6161,2,1.7498,1,4.6579,1,0.0179,1
250.0,2,10.6799,2,34.6647,2,53.1543,2,1.7581,1,4.6577,1,0.0178,1
252.0,2,10.5745,2,34.6721,2,51.8578,2,1.7682,1,4.6572,1,0.0171,1
254.0,2,10.4822,2,34.6703,2,51.5918,2,1.7776,1,4.6574,1,0.0171,1
256.0,2,10.394,2,34.6663,2,52.1983,2,1.7843,1,4.658,1,0.0171,1
258.0,2,10.2855,2,34.6703,2,52.3653,2,1.7913,1,4.6581,1,0.0171,1
260.0,2,10.2521,2,34.6695,2,52.7888,2,1.8004,1,4.6588,1,0.0171,1
262.0,2,10.222,2,34.6692,2,52.8183,2,1.81,1,4.6589,1,0.0171,1
264.0,2,10.1898,2,34.6688,2,52.7736,2,1.8191,1,4.659,1,0.0171,1
266.0,2,10.1453,2,34.6693,2,52.9603,2,1.8268,1,4.6587,1,0.0171,1
268.0,2,10.1176,2,34.6686,2,53.4711,2,1.8337,1,4.659,1,0.0171,1
270.0,2,10.0933,2,34.6679,2,54.5487,2,1.8417,1,4.659,1,0.0171,1
272.0,2,10.0749,2,34.6671,2,55.7261,2,1.8521,1,4.6589,1,0.0171,1
274.0,2,10.0466,2,34.667,2,56.178,2,1.8618,1,4.6588,1,0.0178,1
276.0,2,10.0153,2,34.6679,2,56.2634,2,1.8694,1,4.6593,1,0.0173,1
278.0,2,9.9897,2,34.6676,2,55.9204,2,1.8768,1,4.6592,1,0.0184,1
280.0,2,9.9293,2,34.6691,2,55.8447,2,1.8844,1,4.6588,1,0.0172,1
282.0,2,9.8744,2,34.6702,2,54.4204,2,1.8931,1,4.6583,1,0.0175,1
284.0,2,9.8084,2,34.6698,2,51.8329,2,1.9029,1,4.6583,1,0.0173,1
286.0,2,9.7713,2,34.6686,2,51.7623,2,1.9106,1,4.6584,1,0.0181,1
288.0,2,9.7656,2,34.6677,2,54.097,2,1.9176,1,4.6584,1,0.0183,1
290.0,2,9.7581,2,34.6674,2,54.4144,2,1.9251,1,4.6591,1,0.0183,1
292.0,2,9.7489,2,34.6669,2,54.1219,2,1.9335,1,4.6586,1,0.0179,1
294.0,2,9.727,2,34.6671,2,54.48,2,1.9435,1,4.659,1,0.0176,1
296.0,2,9.6981,2,34.668,2,53.8791,2,1.9513,1,4.6587,1,0.0176,1
298.0,2,9.6924,2,34.6675,2,54.4408,2,1.9577,1,4.6591,1,0.0175,1
300.0,2,9.6837,2,34.667,2,55.4114,2,1.9647,1,4.6593,1,0.0177,1
302.0,2,9.6608,2,34.6654,2,57.826,2,1.9738,1,4.6593,1,0.0177,1
304.0,2,9.6016,2,34.6629,2,61.7028,2,1.9824,1,4.6598,1,0.0183,1
306.0,2,9.5734,2,34.6626,2,67.7041,2,1.9892,1,4.66,1,0.0183,1
308.0,2,9.5674,2,34.6621,2,70.9324,2,1.9969,1,4.6605,1,0.0174,1
310.0,2,9.5626,2,34.6621,2,71.4511,2,2.0034,1,4.6604,1,0.0171,1
312.0,2,9.5504,2,34.6619,2,71.2753,2,2.0096,1,4.6602,1,0.0175,1
314.0,2,9.5286,2,34.6617,2,71.3568,2,2.0181,1,4.6606,1,0.0173,1
316.0,2,9.5141,2,34.6612,2,72.811,2,2.0258,1,4.6606,1,0.0171,1
318.0,2,9.4978,2,34.662,2,73.3714,2,2.0324,1,4.6606,1,0.0171,1
320.0,2,9.4746,2,34.664,2,72.9661,2,2.0391,1,4.6607,1,0.0178,1
322.0,2,9.4559,2,34.6639,2,71.1077,2,2.0453,1,4.6608,1,0.0171,1
324.0,2,9.4434,2,34.6639,2,69.8185,2,2.0519,1,4.6601,1,0.0171,1
326.0,2,9.433,2,34.6633,2,68.9137,2,2.0593,1,4.6607,1,0.0174,1
328.0,2,9.4245,2,34.6632,2,68.2595,2,2.0663,1,4.6607,1,0.0176,1
330.0,2,9.4062,2,34.6634,2,66.9359,2,2.074,1,4.6608,1,0.0178,1
332.0,2,9.3872,2,34.6634,2,64.971,2,2.0802,1,4.6609,1,0.0175,1
334.0,2,9.3777,2,34.6639,2,63.3581,2,2.0856,1,4.6609,1,0.0177,1
336.0,2,9.37,2,34.6634,2,61.3329,2,2.0924,1,4.6609,1,0.0171,1
338.0,2,9.3674,2,34.6631,2,60.3887,2,2.0984,1,4.6614,1,0.0171,1
340.0,2,9.3588,2,34.6627,2,60.0843,2,2.1038,1,4.6608,1,0.0171,1
342.0,2,9.35,2,34.662,2,59.7577,2,2.1104,1,4.6612,1,0.0176,1
344.0,2,9.3485,2,34.6616,2,59.5289,2,2.1177,1,4.661,1,0.0171,1
346.0,2,9.346,2,34.6614,2,59.5677,2,2.1231,1,4.6613,1,0.0171,1
348.0,2,9.3389,2,34.6607,2,59.557,2,2.1267,1,4.6616,1,0.0173,1
350.0,2,9.2742,2,34.6579,2,59.858,2,2.1325,1,4.6616,1,0.0183,1
352.0,2,9.2483,2,34.6565,2,60.3981,2,2.1385,1,4.6617,1,0.0178,1
354.0,2,9.2372,2,34.6558,2,60.0514,2,2.1442,1,4.6617,1,0.0183,1
356.0,2,9.2361,2,34.6555,2,59.9237,2,2.1497,1,4.6614,1,0.0182,1
358.0,2,9.2334,2,34.6552,2,59.8833,2,2.1546,1,4.6618,1,0.0171,1
360.0,2,9.2245,2,34.6545,2,59.702,2,2.1591,1,4.6619,1,0.0173,1
362.0,2,9.2005,2,34.6536,2,59.806,2,2.1654,1,4.6623,1,0.0177,1
364.0,2,9.1936,2,34.6529,2,60.2924,2,2.1711,1,4.662,1,0.018,1
366.0,2,9.1798,2,34.6521,2,60.429,2,2.1767,1,4.6619,1,0.0171,1
368.0,2,9.1575,2,34.651,2,60.2206,2,2.1808,1,4.6619,1,0.0171,1
370.0,2,9.1323,2,34.6501,2,58.5788,2,2.1847,1,4.6618,1,0.0172,1
372.0,2,9.1226,2,34.6494,2,53.8557,2,2.1902,1,4.6613,1,0.0178,1
374.0,2,9.1202,2,34.6491,2,52.3691,2,2.1949,1,4.6616,1,0.018,1
376.0,2,9.1168,2,34.6487,2,52.0722,2,2.1994,1,4.6618,1,0.0171,1
378.0,2,9.1104,2,34.6484,2,51.9169,2,2.2036,1,4.6618,1,0.0179,1
