CTD,20190703ODFSIO
NUMBER_HEADERS = 11 
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 31
CASTNO = 11
DATE = 20181112
TIME = 0352
LATITUDE = -2.5047
LONGITUDE = -152.0002
INSTRUMENT_ID = 1281
DEPTH = 4706
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,6,28.1299,6,35.4647,6,199.5694,6,1.381,6,4.5952,6,0.0409,6
2.0,6,28.1299,6,35.4647,6,199.5694,6,1.381,6,4.5952,6,0.0409,6
4.0,2,28.1305,2,35.4644,2,199.313,2,1.3719,1,4.5941,1,0.0413,1
6.0,2,28.1312,2,35.4646,2,199.5425,2,1.367,1,4.5941,1,0.0414,1
8.0,2,28.137,2,35.4645,2,198.7932,2,1.3631,1,4.5947,1,0.0415,1
10.0,2,28.1334,2,35.4646,2,199.3131,2,1.3623,1,4.5957,1,0.0417,1
12.0,2,28.1345,2,35.4645,2,199.3537,2,1.3568,1,4.5944,1,0.0411,1
14.0,2,28.1367,2,35.4644,2,199.3052,2,1.3545,1,4.5952,1,0.0416,1
16.0,2,28.1419,2,35.4641,2,198.897,2,1.3526,1,4.5944,1,0.0405,1
18.0,2,28.1428,2,35.4644,2,199.5188,2,1.3508,1,4.5949,1,0.0403,1
20.0,2,28.1385,2,35.4643,2,199.6491,2,1.3502,1,4.5941,1,0.0409,1
22.0,2,28.1347,2,35.4639,2,199.5629,2,1.3515,1,4.5933,1,0.0407,1
24.0,2,28.1357,2,35.4638,2,199.6789,2,1.3511,1,4.5936,1,0.0409,1
26.0,2,28.0846,2,35.4638,2,200.0003,2,1.351,1,4.5921,1,0.0415,1
28.0,2,28.0906,2,35.4634,2,199.9684,2,1.3502,1,4.5903,1,0.0438,1
30.0,2,28.0715,2,35.4633,2,200.2693,2,1.3491,1,4.591,1,0.0442,1
32.0,2,28.0707,2,35.4631,2,200.0807,2,1.3476,1,4.5903,1,0.0449,1
34.0,2,28.0696,2,35.463,2,199.8373,2,1.3456,1,4.5913,1,0.0443,1
36.0,2,28.0664,2,35.463,2,200.1797,2,1.3421,1,4.591,1,0.0453,1
38.0,2,28.0624,2,35.463,2,200.5309,2,1.3389,1,4.5914,1,0.0471,1
40.0,2,28.0618,2,35.4631,2,199.9259,2,1.3363,1,4.5921,1,0.0456,1
42.0,2,28.0616,2,35.4632,2,199.6707,2,1.333,1,4.591,1,0.0466,1
44.0,2,28.0618,2,35.4634,2,200.1806,2,1.3295,1,4.5918,1,0.0456,1
46.0,2,28.0611,2,35.4635,2,200.3515,2,1.3276,1,4.5907,1,0.0467,1
48.0,2,28.0602,2,35.4635,2,200.1309,2,1.325,1,4.5904,1,0.0481,1
50.0,2,28.0595,2,35.4636,2,200.3056,2,1.3231,1,4.5924,1,0.0478,1
52.0,2,28.0573,2,35.4635,2,199.9022,2,1.3207,1,4.5927,1,0.049,1
54.0,2,28.057,2,35.4639,2,199.6343,2,1.3193,1,4.5941,1,0.0485,1
56.0,2,28.0553,2,35.4641,2,199.9859,2,1.318,1,4.5949,1,0.0485,1
58.0,2,28.0551,2,35.4642,2,200.2823,2,1.3158,1,4.596,1,0.0488,1
60.0,2,28.0553,2,35.465,2,200.2027,2,1.3115,1,4.5955,1,0.05,1
62.0,2,28.0563,2,35.4659,2,199.6907,2,1.3101,1,4.5975,1,0.0493,1
64.0,2,28.0567,2,35.4661,2,199.7878,2,1.3063,1,4.598,1,0.0508,1
66.0,2,28.0569,2,35.4672,2,199.547,2,1.3039,1,4.5985,1,0.0495,1
68.0,2,28.0504,2,35.4688,2,199.4007,2,1.3014,1,4.5992,1,0.0503,1
70.0,2,28.0475,2,35.4691,2,199.9207,2,1.3002,1,4.5969,1,0.0503,1
72.0,2,28.0383,2,35.4695,2,199.1452,2,1.2939,1,4.6009,1,0.0501,1
74.0,2,27.9938,2,35.4746,2,199.1637,2,1.2921,1,4.6015,1,0.0506,1
76.0,2,27.976,2,35.4796,2,199.0737,2,1.29,1,4.6014,1,0.0512,1
78.0,2,27.9557,2,35.4899,2,198.7868,2,1.2885,1,4.6025,1,0.0504,1
80.0,2,27.9328,2,35.5042,2,198.6873,2,1.2873,1,4.6027,1,0.0518,1
82.0,2,27.9097,2,35.5165,2,198.7407,2,1.2867,1,4.6034,1,0.0498,1
84.0,2,27.8815,2,35.5225,2,198.9867,2,1.2858,1,4.6063,1,0.049,1
86.0,2,27.8621,2,35.5233,2,198.6902,2,1.2855,1,4.6081,1,0.0477,1
88.0,2,27.855,2,35.5221,2,198.8042,2,1.2855,1,4.61,1,0.0472,1
90.0,2,27.8021,2,35.5157,2,198.717,2,1.286,1,4.6116,1,0.0467,1
92.0,2,27.768,2,35.5119,2,197.7836,2,1.2863,1,4.6124,1,0.0465,1
94.0,2,27.6695,2,35.5044,2,197.0249,2,1.2882,1,4.6144,1,0.0449,1
96.0,2,27.5705,2,35.4955,2,195.4188,2,1.2887,1,4.6165,1,0.0435,1
98.0,2,27.4928,2,35.4821,2,194.6317,2,1.2896,1,4.6194,1,0.0417,1
100.0,2,27.448,2,35.4808,2,193.3892,2,1.2903,1,4.6209,1,0.0407,1
102.0,2,27.3526,2,35.4826,2,192.8616,2,1.2908,1,4.6228,1,0.0414,1
104.0,2,27.3069,2,35.4986,2,191.3745,2,1.2914,1,4.6252,1,0.0405,1
106.0,2,27.2169,2,35.5686,2,186.8855,2,1.2922,1,4.6259,1,0.0401,1
108.0,2,27.1577,2,35.6022,2,183.7241,2,1.2932,1,4.6279,1,0.0406,1
110.0,2,27.0342,2,35.6284,2,180.6319,2,1.2939,1,4.6284,1,0.0406,1
