CTD,20190703ODFSIO
NUMBER_HEADERS = 11 
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 12
CASTNO = 2
DATE = 20181010
TIME = 0711
LATITUDE = 37.0002
LONGITUDE = -152.0002
INSTRUMENT_ID = 1281
DEPTH = 5701
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,2,21.7573,2,33.8692,2,220.4601,2,1.3883,1,4.6486,1,0.0183,1
2.0,2,21.7578,2,33.8691,2,220.2216,2,1.3848,1,4.6486,1,0.0183,1
4.0,2,21.7593,2,33.869,2,221.0936,2,1.3804,1,4.6493,1,0.0183,1
6.0,2,21.7586,2,33.869,2,220.5521,2,1.3792,1,4.6491,1,0.0183,1
8.0,2,21.7595,2,33.869,2,220.1499,2,1.3784,1,4.6489,1,0.0183,1
10.0,2,21.7592,2,33.8689,2,219.957,2,1.3777,1,4.6483,1,0.0187,1
12.0,2,21.7595,2,33.8689,2,220.3579,2,1.377,1,4.649,1,0.0184,1
14.0,2,21.7606,2,33.8686,2,220.8948,2,1.3763,1,4.6481,1,0.0183,1
16.0,2,21.7598,2,33.8688,2,221.0893,2,1.3754,1,4.648,1,0.0183,1
18.0,2,21.7578,2,33.8683,2,220.8513,2,1.3745,1,4.6493,1,0.0183,1
20.0,2,21.7509,2,33.8675,2,220.5836,2,1.3739,1,4.6492,1,0.0183,1
22.0,2,21.7589,2,33.8685,2,220.6708,2,1.3731,1,4.6489,1,0.0183,1
24.0,2,21.7546,2,33.8678,2,220.692,2,1.3725,1,4.6483,1,0.0183,1
26.0,2,21.7393,2,33.8655,2,220.6453,2,1.3713,1,4.6485,1,0.0183,1
28.0,2,21.7034,2,33.8607,2,221.5344,2,1.3707,1,4.6471,1,0.0183,1
30.0,2,21.6796,2,33.8564,2,221.0663,2,1.3703,1,4.6465,1,0.0186,1
32.0,2,21.5323,2,33.8397,2,223.1533,2,1.37,1,4.6441,1,0.0185,1
34.0,2,20.2187,2,33.7493,2,231.4473,2,1.3697,1,4.6311,1,0.0201,1
36.0,2,18.4788,2,33.7312,2,255.2299,2,1.3694,1,4.6275,1,0.0208,1
38.0,2,17.4991,2,33.7235,2,267.4158,2,1.369,1,4.6246,1,0.021,1
40.0,2,16.3883,2,33.723,2,274.1244,2,1.3695,1,4.6228,1,0.0217,1
42.0,2,16.1792,2,33.7323,2,276.1626,2,1.3711,1,4.6262,1,0.0214,1
44.0,2,16.0911,2,33.7449,2,277.3572,2,1.3734,1,4.6273,1,0.0215,1
46.0,2,15.9608,2,33.7663,2,277.3453,2,1.3775,1,4.6275,1,0.022,1
48.0,2,15.822,2,33.7924,2,276.1866,2,1.3822,1,4.6278,1,0.022,1
50.0,2,15.6238,2,33.7752,2,275.7724,2,1.3867,1,4.6274,1,0.0232,1
52.0,2,15.5419,2,33.769,2,275.6492,2,1.3941,1,4.6286,1,0.0236,1
54.0,2,15.2462,2,33.7571,2,274.1087,2,1.3991,1,4.6283,1,0.024,1
56.0,2,15.0995,2,33.7508,2,273.6181,2,1.4053,1,4.6267,1,0.0244,1
58.0,2,14.9807,2,33.7391,2,272.9326,2,1.4137,1,4.6279,1,0.0249,1
60.0,2,14.8435,2,33.7365,2,272.2784,2,1.4198,1,4.6266,1,0.0254,1
62.0,2,14.7522,2,33.7298,2,272.3637,2,1.4263,1,4.6269,1,0.0259,1
64.0,2,14.5524,2,33.7168,2,270.8416,2,1.4329,1,4.6281,1,0.0256,1
66.0,2,14.4967,2,33.7242,2,270.3592,2,1.4372,1,4.6295,1,0.0261,1
68.0,2,14.3513,2,33.7085,2,268.8699,2,1.4414,1,4.6296,1,0.0278,1
70.0,2,14.1325,2,33.6869,2,268.2087,2,1.4435,1,4.6295,1,0.0279,1
72.0,2,13.6658,2,33.635,2,266.1706,2,1.4438,1,4.6298,1,0.0309,1
74.0,2,13.6201,2,33.6249,2,266.9582,2,1.4418,1,4.6303,1,0.0314,1
76.0,2,13.3261,2,33.6078,2,264.1483,2,1.4406,1,4.6325,1,0.0335,1
78.0,2,13.2654,2,33.6035,2,262.387,2,1.4379,1,4.6332,1,0.035,1
80.0,2,13.097,2,33.6024,2,260.3378,2,1.4348,1,4.632,1,0.0381,1
82.0,2,13.0194,2,33.6002,2,257.851,2,1.4335,1,4.6284,1,0.0427,1
84.0,2,12.997,2,33.5998,2,257.3713,2,1.431,1,4.6248,1,0.0524,1
86.0,2,12.8242,2,33.5991,2,254.5272,2,1.4285,1,4.6225,1,0.0578,1
88.0,2,12.6867,2,33.6033,2,249.1758,2,1.4295,1,4.6308,1,0.049,1
90.0,2,12.6424,2,33.6183,2,247.632,2,1.4286,1,4.6326,1,0.0466,1
92.0,2,12.5995,2,33.6339,2,244.7939,2,1.4296,1,4.6389,1,0.0427,1
94.0,2,12.5232,2,33.6768,2,242.9656,2,1.4298,1,4.6448,1,0.04,1
96.0,2,12.561,2,33.7177,2,239.9134,2,1.4323,1,4.6509,1,0.0348,1
98.0,2,12.6621,2,33.8029,2,239.1652,2,1.4319,1,4.6545,1,0.0345,1
100.0,2,12.5417,2,33.8082,2,238.459,2,1.4338,1,4.6576,1,0.0314,1
102.0,2,12.4329,2,33.8467,2,236.0998,2,1.4341,1,4.6607,1,0.0316,1
104.0,2,12.4069,2,33.8633,2,235.4397,2,1.439,1,4.6628,1,0.0295,1
106.0,2,12.2883,2,33.8754,2,234.3613,2,1.4406,1,4.6646,1,0.0307,1
108.0,2,12.2185,2,33.8926,2,233.5545,2,1.4414,1,4.6655,1,0.0285,1
110.0,2,12.1323,2,33.9209,2,232.4655,2,1.443,1,4.6677,1,0.0281,1
112.0,2,12.0747,2,33.9365,2,231.4066,2,1.445,1,4.6692,1,0.0276,1
114.0,2,12.0405,2,33.9583,2,230.387,2,1.4465,1,4.6701,1,0.0265,1
116.0,2,12.0517,2,33.9766,2,229.8578,2,1.4485,1,4.6704,1,0.0266,1
118.0,2,12.0451,2,33.9874,2,229.1594,2,1.4503,1,4.6711,1,0.0257,1
120.0,2,12.0431,2,34.0035,2,228.9626,2,1.4514,1,4.6716,1,0.0246,1
