CTD,20190703ODFSIO
NUMBER_HEADERS = 11 
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 6
CASTNO = 5
DATE = 20181001
TIME = 1714
LATITUDE = 52.0003
LONGITUDE = -151.9998
INSTRUMENT_ID = 1281
DEPTH = 5214
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,2,13.0535,2,32.3795,2,267.9704,2,1.4786,1,4.5086,1,0.0473,1
2.0,2,13.0524,2,32.3796,2,267.7515,2,1.4768,1,4.5096,1,0.0453,1
4.0,2,13.0534,2,32.3794,2,267.5672,2,1.472,1,4.5098,1,0.0479,1
6.0,2,13.0551,2,32.3795,2,267.3434,2,1.4704,1,4.5107,1,0.0483,1
8.0,2,13.0547,2,32.3794,2,267.7825,2,1.4689,1,4.5103,1,0.0517,1
10.0,2,13.053,2,32.3798,2,267.5101,2,1.4668,1,4.5101,1,0.0572,1
12.0,2,13.0545,2,32.3797,2,267.6472,2,1.4653,1,4.5103,1,0.0597,1
14.0,2,13.0546,2,32.3797,2,267.8243,2,1.4641,1,4.511,1,0.0618,1
16.0,2,13.0431,2,32.3799,2,267.6823,2,1.4622,1,4.5091,1,0.0681,1
18.0,2,13.047,2,32.38,2,267.9185,2,1.461,1,4.5095,1,0.066,1
20.0,2,13.0354,2,32.3802,2,268.0147,2,1.4594,1,4.5082,1,0.071,1
22.0,2,12.9935,2,32.3824,2,267.4149,2,1.4585,1,4.5046,1,0.0742,1
24.0,2,12.9926,2,32.3822,2,268.0093,2,1.4574,1,4.5057,1,0.0767,1
26.0,2,12.9834,2,32.383,2,267.8553,2,1.4568,1,4.5075,1,0.0783,1
28.0,2,12.9606,2,32.384,2,267.3477,2,1.4565,1,4.5135,1,0.0765,1
30.0,2,12.8466,2,32.391,2,267.8549,2,1.4558,1,4.5313,1,0.0713,1
32.0,2,12.7243,2,32.3894,2,267.5223,2,1.4552,1,4.5305,1,0.0709,1
34.0,2,11.902,2,32.4104,2,269.0839,2,1.4547,1,4.5414,1,0.0681,1
36.0,2,11.0221,2,32.4397,2,277.4591,2,1.4543,1,4.553,1,0.0648,1
38.0,2,9.6484,2,32.5107,2,284.2692,2,1.4543,1,4.5663,1,0.0607,1
40.0,2,9.2746,2,32.521,2,293.8289,2,1.4549,1,4.57,1,0.0614,1
42.0,2,8.2732,2,32.5775,2,299.5674,2,1.4561,1,4.5833,1,0.0597,1
44.0,2,7.8038,2,32.5906,2,306.4314,2,1.4579,1,4.5942,1,0.0562,1
46.0,2,7.0279,2,32.6197,2,309.5126,2,1.4616,1,4.5999,1,0.0564,1
48.0,2,6.5296,2,32.6326,2,314.5276,2,1.4657,1,4.6131,1,0.05,1
50.0,2,6.3281,2,32.6333,2,317.0555,2,1.4716,1,4.6207,1,0.0499,1
52.0,2,6.2108,2,32.6325,2,316.7249,2,1.4757,1,4.6239,1,0.0487,1
54.0,2,6.1434,2,32.635,2,316.094,2,1.4819,1,4.6262,1,0.0474,1
56.0,2,6.0446,2,32.6384,2,316.1378,2,1.492,1,4.6315,1,0.0451,1
58.0,2,5.9545,2,32.6405,2,316.2707,2,1.499,1,4.636,1,0.0421,1
60.0,2,5.8854,2,32.6412,2,316.757,2,1.5058,1,4.6392,1,0.0416,1
62.0,2,5.7251,2,32.6441,2,315.4293,2,1.5124,1,4.645,1,0.0416,1
64.0,2,5.6839,2,32.6428,2,314.9335,2,1.5192,1,4.6488,1,0.0398,1
66.0,2,5.6203,2,32.6459,2,314.2529,2,1.528,1,4.6517,1,0.0389,1
68.0,2,5.5234,2,32.6483,2,313.3892,2,1.5337,1,4.6545,1,0.0387,1
70.0,2,5.4877,2,32.6507,2,312.8822,2,1.5384,1,4.6579,1,0.037,1
72.0,2,5.4031,2,32.6558,2,311.9124,2,1.5451,1,4.6614,1,0.035,1
74.0,2,5.3802,2,32.656,2,311.8246,2,1.551,1,4.6627,1,0.0335,1
76.0,2,5.3254,2,32.6577,2,310.8572,2,1.5569,1,4.6637,1,0.0329,1
78.0,2,5.2617,2,32.6623,2,309.8825,2,1.5612,1,4.6661,1,0.0326,1
80.0,2,5.2176,2,32.667,2,308.9117,2,1.5668,1,4.668,1,0.0307,1
82.0,2,5.1885,2,32.67,2,308.3521,2,1.5735,1,4.6699,1,0.0303,1
84.0,2,5.1724,2,32.6714,2,308.1291,2,1.5773,1,4.6702,1,0.0305,1
86.0,2,5.1536,2,32.6744,2,307.5691,2,1.5815,1,4.6705,1,0.0306,1
88.0,2,5.1226,2,32.6779,2,307.6961,2,1.5854,1,4.6714,1,0.0306,1
90.0,2,5.0021,2,32.698,2,305.9796,2,1.5884,1,4.6736,1,0.0291,1
92.0,2,5.0088,2,32.6964,2,305.5339,2,1.5928,1,4.6736,1,0.0289,1
94.0,2,4.8922,2,32.7193,2,304.2062,2,1.595,1,4.6757,1,0.0271,1
96.0,2,4.8484,2,32.7293,2,301.0364,2,1.5994,1,4.676,1,0.0272,1
98.0,2,4.7813,2,32.7483,2,297.9091,2,1.6032,1,4.6776,1,0.0268,1
100.0,2,4.7198,2,32.7675,2,294.1617,2,1.6045,1,4.679,1,0.0257,1
102.0,2,4.7059,2,32.7729,2,292.1,2,1.608,1,4.6791,1,0.0258,1
104.0,2,4.6896,2,32.7797,2,291.1043,2,1.6128,1,4.6794,1,0.0248,1
106.0,2,4.6395,2,32.7944,2,290.1006,2,1.6196,1,4.6801,1,0.024,1
108.0,2,4.5282,2,32.8204,2,286.6985,2,1.6232,1,4.6814,1,0.0234,1
110.0,2,4.4785,2,32.8591,2,285.7417,2,1.6251,1,4.682,1,0.0231,1
112.0,2,4.377,2,32.9202,2,280.1996,2,1.6252,1,4.6828,1,0.0229,1
114.0,2,4.3213,2,32.95,2,270.7623,2,1.6273,1,4.6838,1,0.022,1
116.0,2,4.2821,2,32.9677,2,258.1846,2,1.6297,1,4.6846,1,0.0205,1
118.0,2,4.1947,2,33.0233,2,253.2468,2,1.6315,1,4.6849,1,0.0208,1
120.0,2,4.1318,2,33.0577,2,246.7826,2,1.6325,1,4.6854,1,0.0209,1
122.0,2,4.0676,2,33.1045,2,240.3521,2,1.6336,1,4.686,1,0.0189,1
124.0,2,4.0458,2,33.1203,2,232.31,2,1.6351,1,4.6865,1,0.0199,1
126.0,2,4.0092,2,33.1496,2,223.8181,2,1.6374,1,4.6862,1,0.0204,1
128.0,2,3.9578,2,33.192,2,213.7882,2,1.6402,1,4.6868,1,0.0196,1
130.0,2,3.9306,2,33.2208,2,207.6792,2,1.6411,1,4.6868,1,0.0195,1
132.0,2,3.9076,2,33.2387,2,204.1775,2,1.6421,1,4.6843,1,0.019,1
134.0,2,3.8676,2,33.2738,2,198.5626,2,1.6435,1,4.6838,1,0.0187,1
136.0,2,3.8443,2,33.2934,2,190.2903,2,1.6461,1,4.6874,1,0.0195,1
138.0,2,3.788,2,33.3432,2,185.0759,2,1.6473,1,4.6874,1,0.0195,1
140.0,2,3.7197,2,33.4033,2,178.684,2,1.648,1,4.687,1,0.0195,1
142.0,2,3.6813,2,33.435,2,166.8641,2,1.6492,1,4.6869,1,0.0187,1
144.0,2,3.6656,2,33.4473,2,155.7732,2,1.6512,1,4.6876,1,0.0182,1
146.0,2,3.6369,2,33.4705,2,151.2275,2,1.6529,1,4.6869,1,0.0183,1
148.0,2,3.5628,2,33.5338,2,147.5738,2,1.6543,1,4.6854,1,0.0186,1
150.0,2,3.5222,2,33.5684,2,139.7497,2,1.6555,1,4.687,1,0.018,1
152.0,2,3.4981,2,33.5881,2,130.2891,2,1.6571,1,4.6843,1,0.018,1
154.0,2,3.4826,2,33.5998,2,123.819,2,1.6592,1,4.6878,1,0.0181,1
156.0,2,3.4602,2,33.6185,2,120.4624,2,1.6606,1,4.6877,1,0.018,1
158.0,2,3.4472,2,33.6302,2,116.2275,2,1.6626,1,4.6876,1,0.018,1
160.0,2,3.4432,2,33.634,2,112.6026,2,1.665,1,4.6877,1,0.0181,1
162.0,2,3.4313,2,33.6467,2,111.1474,2,1.666,1,4.6873,1,0.0179,1
164.0,2,3.4186,2,33.6615,2,108.9784,2,1.6678,1,4.6885,1,0.0182,1
166.0,2,3.4123,2,33.673,2,105.6561,2,1.6696,1,4.6884,1,0.0181,1
168.0,2,3.4101,2,33.6783,2,103.0339,2,1.6709,1,4.6882,1,0.0181,1
170.0,2,3.4065,2,33.6839,2,101.5716,2,1.6726,1,4.6887,1,0.018,1
172.0,2,3.4042,2,33.6936,2,99.2207,2,1.6748,1,4.6894,1,0.0181,1
174.0,2,3.4052,2,33.6999,2,96.8108,2,1.6766,1,4.6894,1,0.018,1
176.0,2,3.4084,2,33.7072,2,95.478,2,1.6775,1,4.6898,1,0.0179,1
178.0,2,3.4135,2,33.7191,2,93.5918,2,1.6796,1,4.6899,1,0.0175,1
180.0,2,3.4182,2,33.7248,2,89.6403,2,1.681,1,4.6901,1,0.018,1
182.0,2,3.4221,2,33.7285,2,87.4576,2,1.6821,1,4.6903,1,0.0181,1
184.0,2,3.4259,2,33.732,2,86.4145,2,1.6834,1,4.6904,1,0.018,1
186.0,2,3.4322,2,33.7374,2,85.0782,2,1.6855,1,4.6897,1,0.0175,1
188.0,2,3.4373,2,33.7417,2,83.2877,2,1.6864,1,4.6909,1,0.0179,1
190.0,2,3.4435,2,33.747,2,81.8005,2,1.6877,1,4.6909,1,0.018,1
192.0,2,3.447,2,33.7494,2,80.032,2,1.6897,1,4.6905,1,0.0177,1
194.0,2,3.4517,2,33.7527,2,78.7909,2,1.6908,1,4.6909,1,0.0181,1
