CTD, 20190703ODFSIO
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 39
CASTNO = 0
DATE = 20181122
TIME = 1103
LATITUDE = -19.9999
LONGITUDE = -152.0003
INSTRUMENT_ID = 1281
DEPTH = 4336
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,6,27.0094,6,36.1615,6,197.4348,6,4.6819,6,0.0,6,-999,9
2.0,2,27.0117,2,36.1615,2,197.4276,2,4.682,1,0.0001,1,-999,9
4.0,2,27.0191,2,36.1615,2,197.6153,2,4.682,1,0.0,1,-999,9
6.0,2,27.0189,2,36.1616,2,198.2497,2,4.6821,1,0.0,1,-999,9
8.0,2,27.0186,2,36.1617,2,197.2719,2,4.6823,1,0.0001,1,-999,9
10.0,2,27.0188,2,36.1618,2,197.9692,2,4.6813,1,0.0006,1,-999,9
12.0,2,27.019,2,36.1618,2,197.9553,2,4.6822,1,0.001,1,-999,9
14.0,2,27.0193,2,36.1618,2,197.5184,2,4.6822,1,0.0011,1,-999,9
16.0,2,27.0193,2,36.1621,2,197.6762,2,4.6819,1,0.0012,1,-999,9
18.0,2,27.0195,2,36.162,2,198.6457,2,4.6821,1,0.0015,1,-999,9
20.0,2,27.0199,2,36.1619,2,198.0617,2,4.6819,1,0.0012,1,-999,9
22.0,2,27.0207,2,36.162,2,198.1218,2,4.6815,1,0.0012,1,-999,9
24.0,2,27.0201,2,36.1623,2,198.2953,2,4.6824,1,0.0012,1,-999,9
26.0,2,27.0211,2,36.1621,2,198.8221,2,4.6816,1,0.0012,1,-999,9
28.0,2,27.0215,2,36.1621,2,198.4203,2,4.681,1,0.0012,1,-999,9
30.0,2,27.0224,2,36.1621,2,198.7632,2,4.682,1,0.0012,1,-999,9
32.0,2,27.0219,2,36.1622,2,197.9967,2,4.6822,1,0.0012,1,-999,9
34.0,2,27.0221,2,36.1623,2,198.616,2,4.6814,1,0.0012,1,-999,9
36.0,2,27.0217,2,36.1623,2,198.1422,2,4.6823,1,0.0012,1,-999,9
38.0,2,27.0222,2,36.1622,2,198.3937,2,4.6817,1,0.0012,1,-999,9
40.0,2,27.0203,2,36.1627,2,198.4754,2,4.682,1,0.0012,1,-999,9
42.0,2,26.9936,2,36.1699,2,199.2122,2,4.6817,1,0.0012,1,-999,9
44.0,2,26.8279,2,36.1867,2,198.9773,2,4.6805,1,0.0012,1,-999,9
46.0,2,26.5571,2,36.1973,2,200.5532,2,4.6787,1,0.0013,1,-999,9
48.0,2,26.4164,2,36.1911,2,202.0912,2,4.6796,1,0.0012,1,-999,9
50.0,2,26.2915,2,36.1889,2,203.8365,2,4.6788,1,0.0013,1,-999,9
52.0,2,26.2431,2,36.189,2,203.048,2,4.6789,1,0.0014,1,-999,9
54.0,2,26.1458,2,36.1808,2,203.0306,2,4.6794,1,0.0014,1,-999,9
56.0,2,26.068,2,36.168,2,203.5329,2,4.6794,1,0.0016,1,-999,9
58.0,2,25.9453,2,36.1513,2,203.7292,2,4.6781,1,0.0016,1,-999,9
60.0,2,25.8845,2,36.1449,2,203.5326,2,4.6785,1,0.0016,1,-999,9
62.0,2,25.8648,2,36.1417,2,204.1608,2,4.6784,1,0.0019,1,-999,9
64.0,2,25.8275,2,36.1368,2,203.9318,2,4.6779,1,0.0021,1,-999,9
66.0,2,25.7594,2,36.1261,2,204.0547,2,4.6762,1,0.002,1,-999,9
68.0,2,25.6704,2,36.1135,2,205.3434,2,4.6759,1,0.002,1,-999,9
70.0,2,25.618,2,36.1052,2,204.8948,2,4.6761,1,0.002,1,-999,9
72.0,2,25.4644,2,36.0708,2,206.0691,2,4.6758,1,0.0021,1,-999,9
74.0,2,25.2223,2,35.9894,2,206.0289,2,4.6779,1,0.0019,1,-999,9
76.0,2,25.0675,2,35.9456,2,207.1477,2,4.677,1,0.002,1,-999,9
78.0,2,25.0032,2,35.9237,2,206.9146,2,4.6771,1,0.0023,1,-999,9
80.0,2,24.8475,2,35.8727,2,208.0822,2,4.6779,1,0.0023,1,-999,9
82.0,2,24.707,2,35.8321,2,208.6232,2,4.6782,1,0.0022,1,-999,9
84.0,2,24.6356,2,35.8122,2,208.0188,2,4.6782,1,0.0023,1,-999,9
86.0,2,24.5793,2,35.7983,2,208.8028,2,4.6778,1,0.0023,1,-999,9
88.0,2,24.5183,2,35.7832,2,209.6765,2,4.6782,1,0.0024,1,-999,9
90.0,2,24.3969,2,35.7575,2,209.9376,2,4.6784,1,0.0024,1,-999,9
92.0,2,24.2898,2,35.7425,2,210.4555,2,4.6775,1,0.0024,1,-999,9
94.0,2,24.2544,2,35.7391,2,210.9028,2,4.6777,1,0.0024,1,-999,9
96.0,2,24.2626,2,35.7571,2,210.0993,2,4.6789,1,0.0024,1,-999,9
98.0,2,24.2115,2,35.7559,2,211.0214,2,4.6783,1,0.0024,1,-999,9
100.0,2,24.1858,2,35.7622,2,210.6212,2,4.6795,1,0.0024,1,-999,9
102.0,2,24.1891,2,35.7697,2,211.1796,2,4.6796,1,0.0024,1,-999,9
104.0,2,24.1858,2,35.7697,2,211.0182,2,4.68,1,0.0024,1,-999,9
106.0,2,24.1427,2,35.7598,2,210.6609,2,4.6798,1,0.0024,1,-999,9
108.0,2,24.0801,2,35.749,2,211.6392,2,4.6801,1,0.0024,1,-999,9
110.0,2,24.0531,2,35.7457,2,211.1388,2,4.6801,1,0.0024,1,-999,9
112.0,2,24.0188,2,35.74,2,211.2541,2,4.6813,1,0.0024,1,-999,9
114.0,2,24.0029,2,35.7366,2,211.1884,2,4.6814,1,0.0024,1,-999,9
116.0,2,23.972,2,35.7379,2,211.5106,2,4.6817,1,0.0026,1,-999,9
118.0,2,23.9176,2,35.733,2,211.6202,2,4.682,1,0.0024,1,-999,9
120.0,2,23.8667,2,35.7255,2,211.7503,2,4.6823,1,0.0024,1,-999,9
122.0,2,23.8421,2,35.7275,2,211.5691,2,4.6829,1,0.0024,1,-999,9
124.0,2,23.8586,2,35.7655,2,211.1765,2,4.6836,1,0.0029,1,-999,9
126.0,2,23.915,2,35.8137,2,208.0831,2,4.6841,1,0.0032,1,-999,9
128.0,2,24.0128,2,35.8623,2,205.426,2,4.6835,1,0.0035,1,-999,9
130.0,2,24.192,2,35.9515,2,204.0212,2,4.6833,1,0.0037,1,-999,9
132.0,2,24.3034,2,36.0492,2,203.8626,2,4.6803,1,0.0043,1,-999,9
134.0,2,24.1803,2,36.0556,2,198.798,2,4.674,1,0.0069,1,-999,9
136.0,2,24.0242,2,36.0547,2,193.6984,2,4.671,1,0.0084,1,-999,9
