CTD, 20190703ODFSIO
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 23
CASTNO = 0
DATE = 20181102
TIME = 1211
LATITUDE = 7.4995
LONGITUDE = -152.0014
INSTRUMENT_ID = 1281
DEPTH = 5322
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,6,29.4237,6,33.3901,6,195.6203,6,4.6801,6,0.0016,6,-999,9
2.0,6,29.4237,6,33.3901,6,195.6203,6,4.6801,6,0.0016,6,-999,9
4.0,2,29.4262,2,33.3893,2,195.2133,2,4.6806,1,0.0018,1,-999,9
6.0,2,29.4303,2,33.3899,2,195.1564,2,4.6802,1,0.0016,1,-999,9
8.0,2,29.4341,2,33.3911,2,194.9341,2,4.6803,1,0.0015,1,-999,9
10.0,2,29.4316,2,33.3911,2,195.3498,2,4.6805,1,0.0015,1,-999,9
12.0,2,29.4313,2,33.3913,2,195.3977,2,4.6807,1,0.0018,1,-999,9
14.0,2,29.4356,2,33.3904,2,195.2744,2,4.6803,1,0.0015,1,-999,9
16.0,2,29.4352,2,33.3901,2,195.5566,2,4.6807,1,0.0017,1,-999,9
18.0,2,29.4361,2,33.3902,2,195.2205,2,4.6804,1,0.0015,1,-999,9
20.0,2,29.4358,2,33.3903,2,195.1648,2,4.6799,1,0.0015,1,-999,9
22.0,2,29.4336,2,33.3904,2,195.4689,2,4.6805,1,0.0017,1,-999,9
24.0,2,29.4351,2,33.3915,2,195.5849,2,4.6806,1,0.0016,1,-999,9
26.0,2,29.4369,2,33.3923,2,195.4405,2,4.6803,1,0.0017,1,-999,9
28.0,2,29.4372,2,33.3917,2,195.0133,2,4.6738,1,0.0016,1,-999,9
30.0,2,29.4376,2,33.3916,2,195.3234,2,4.6793,1,0.0015,1,-999,9
32.0,2,29.4388,2,33.3914,2,195.4858,2,4.6802,1,0.0015,1,-999,9
34.0,2,29.4399,2,33.3915,2,195.4683,2,4.6802,1,0.0016,1,-999,9
36.0,2,29.5538,2,33.5016,2,195.2216,2,4.6798,1,0.0017,1,-999,9
38.0,2,29.9173,2,33.8231,2,195.8059,2,4.6706,1,0.0024,1,-999,9
40.0,2,29.9413,2,33.8692,2,197.1129,2,4.6761,1,0.0024,1,-999,9
42.0,2,30.018,2,34.0047,2,196.7315,2,4.6759,1,0.0025,1,-999,9
44.0,2,30.0216,2,34.0624,2,196.7122,2,4.6758,1,0.0026,1,-999,9
46.0,2,30.0178,2,34.0768,2,196.9904,2,4.6753,1,0.003,1,-999,9
48.0,2,30.0117,2,34.0862,2,197.0422,2,4.6748,1,0.0032,1,-999,9
50.0,2,29.9765,2,34.1237,2,197.3623,2,4.6742,1,0.0031,1,-999,9
52.0,2,29.8755,2,34.1904,2,197.8744,2,4.6738,1,0.0036,1,-999,9
54.0,2,29.7701,2,34.2652,2,199.2535,2,4.6727,1,0.0038,1,-999,9
56.0,2,29.5521,2,34.3542,2,199.4281,2,4.6699,1,0.0042,1,-999,9
58.0,2,29.1827,2,34.4274,2,198.311,2,4.6677,1,0.0049,1,-999,9
60.0,2,28.8828,2,34.4669,2,197.6673,2,4.6656,1,0.0052,1,-999,9
62.0,2,28.7272,2,34.4674,2,196.739,2,4.6648,1,0.0058,1,-999,9
64.0,2,28.6045,2,34.4777,2,196.7411,2,4.665,1,0.0058,1,-999,9
66.0,2,28.3203,2,34.4757,2,196.7197,2,4.6643,1,0.0063,1,-999,9
68.0,2,27.6789,2,34.5177,2,198.2079,2,4.6633,1,0.0062,1,-999,9
70.0,2,27.0807,2,34.5638,2,197.8546,2,4.6616,1,0.0062,1,-999,9
72.0,2,26.6855,2,34.6012,2,198.9235,2,4.6631,1,0.008,1,-999,9
74.0,2,26.2227,2,34.6543,2,198.0673,2,4.6622,1,0.0071,1,-999,9
76.0,2,25.959,2,34.6746,2,192.6922,2,4.6622,1,0.0077,1,-999,9
78.0,2,25.8466,2,34.6753,2,187.9018,2,4.659,1,0.009,1,-999,9
80.0,2,25.7507,2,34.6748,2,185.3245,2,4.6593,1,0.0094,1,-999,9
82.0,2,25.3438,2,34.6892,2,183.2474,2,4.6584,1,0.0097,1,-999,9
84.0,2,24.5307,2,34.7443,2,175.6797,2,4.6602,1,0.0098,1,-999,9
86.0,2,24.3355,2,34.7444,2,171.237,2,4.6651,1,0.0092,1,-999,9
88.0,2,24.2568,2,34.7417,2,170.0635,2,4.6657,1,0.0107,1,-999,9
90.0,2,23.9037,2,34.7426,2,168.7134,2,4.6664,1,0.008,1,-999,9
92.0,2,23.4711,2,34.743,2,163.8127,2,4.6679,1,0.0087,1,-999,9
94.0,2,22.6369,2,34.7433,2,157.6489,2,4.6682,1,0.0077,1,-999,9
96.0,2,22.0574,2,34.75,2,146.0394,2,4.6709,1,0.0066,1,-999,9
98.0,2,21.8427,2,34.7466,2,139.5654,2,4.6736,1,0.0061,1,-999,9
100.0,2,21.6789,2,34.7414,2,137.7835,2,4.674,1,0.0058,1,-999,9
102.0,2,21.3936,2,34.7424,2,137.1197,2,4.674,1,0.0052,1,-999,9
104.0,2,21.2215,2,34.7415,2,135.4334,2,4.675,1,0.0061,1,-999,9
106.0,2,21.061,2,34.739,2,135.0976,2,4.6756,1,0.0075,1,-999,9
108.0,2,20.9528,2,34.7351,2,134.9216,2,4.6763,1,0.0049,1,-999,9
110.0,2,20.721,2,34.736,2,134.3472,2,4.6778,1,0.0055,1,-999,9
112.0,2,20.4392,2,34.7325,2,133.7326,2,4.678,1,0.0075,1,-999,9
114.0,2,20.1317,2,34.7339,2,133.7419,2,4.6778,1,0.0059,1,-999,9
116.0,2,19.8944,2,34.7306,2,136.546,2,4.6792,1,0.0048,1,-999,9
118.0,2,19.3762,2,34.7049,2,140.6401,2,4.681,1,0.0045,1,-999,9
120.0,2,18.3405,2,34.6788,2,139.9033,2,4.6828,1,0.0047,1,-999,9
122.0,2,17.9624,2,34.6553,2,134.033,2,4.685,1,0.0053,1,-999,9
124.0,2,17.7153,2,34.6389,2,132.0102,2,4.6847,1,0.0048,1,-999,9
126.0,2,17.3193,2,34.6456,2,130.4643,2,4.6855,1,0.0041,1,-999,9
128.0,2,17.0536,2,34.6474,2,123.9616,2,4.6867,1,0.0048,1,-999,9
130.0,2,16.6739,2,34.6343,2,117.745,2,4.6874,1,0.0042,1,-999,9
132.0,2,16.4995,2,34.6162,2,112.572,2,4.684,1,0.0038,1,-999,9
134.0,2,16.156,2,34.5935,2,109.55,2,4.6871,1,0.004,1,-999,9
136.0,2,15.841,2,34.5787,2,106.2104,2,4.6872,1,0.0039,1,-999,9
138.0,2,15.697,2,34.5664,2,103.4014,2,4.6882,1,0.0039,1,-999,9
140.0,2,15.5147,2,34.5557,2,102.2674,2,4.6888,1,0.0041,1,-999,9
142.0,2,15.2919,2,34.5481,2,101.0776,2,4.6886,1,0.0033,1,-999,9
144.0,2,15.0824,2,34.5414,2,98.3736,2,4.6886,1,0.0037,1,-999,9
146.0,2,14.682,2,34.5326,2,96.3796,2,4.6886,1,0.0107,1,-999,9
148.0,2,14.4057,2,34.5353,2,94.0465,2,4.6902,1,0.0035,1,-999,9
150.0,2,14.157,2,34.5396,2,91.2456,2,4.6913,1,0.003,1,-999,9
152.0,2,13.9454,2,34.5431,2,86.9119,2,4.6922,1,0.0035,1,-999,9
154.0,2,13.7874,2,34.5421,2,82.8142,2,4.6927,1,0.0035,1,-999,9
156.0,2,13.4474,2,34.5531,2,81.6471,2,4.6927,1,0.0026,1,-999,9
158.0,2,13.3021,2,34.5584,2,78.3598,2,4.694,1,0.0028,1,-999,9
160.0,2,13.2035,2,34.5607,2,73.5396,2,4.6946,1,0.0028,1,-999,9
162.0,2,12.966,2,34.574,2,71.4116,2,4.6948,1,0.0029,1,-999,9
164.0,2,12.817,2,34.5887,2,68.8049,2,4.6958,1,0.0024,1,-999,9
166.0,2,12.7297,2,34.5932,2,61.3197,2,4.6953,1,0.0025,1,-999,9
168.0,2,12.6605,2,34.5964,2,55.0118,2,4.6969,1,0.0024,1,-999,9
170.0,2,12.5373,2,34.5948,2,51.7885,2,4.6974,1,0.0024,1,-999,9
172.0,2,12.4138,2,34.5912,2,47.0681,2,4.6983,1,0.0024,1,-999,9
174.0,2,12.3339,2,34.5935,2,41.9473,2,4.6988,1,0.0024,1,-999,9
176.0,2,12.2409,2,34.6029,2,38.8258,2,4.6986,1,0.0024,1,-999,9
178.0,2,12.113,2,34.6235,2,35.1716,2,4.6997,1,0.0024,1,-999,9
180.0,2,12.0576,2,34.6297,2,31.7002,2,4.7019,1,0.0024,1,-999,9
182.0,2,11.9753,2,34.6379,2,30.3167,2,4.7022,1,0.0019,1,-999,9
184.0,2,11.8613,2,34.6561,2,29.3157,2,4.7022,1,0.0017,1,-999,9
186.0,2,11.8322,2,34.6568,2,27.2894,2,4.7022,1,0.0019,1,-999,9
188.0,2,11.7417,2,34.6789,2,26.3467,2,4.7029,1,0.0015,1,-999,9
190.0,2,11.7318,2,34.6897,2,24.0399,2,4.7035,1,0.0015,1,-999,9
192.0,2,11.7202,2,34.6892,2,19.5633,2,4.7034,1,0.0015,1,-999,9
194.0,2,11.6442,2,34.7013,2,17.5477,2,4.7042,1,0.0013,1,-999,9
196.0,2,11.6226,2,34.6974,2,16.0335,2,4.7045,1,0.0013,1,-999,9
198.0,2,11.4448,2,34.69,2,17.6485,2,4.7045,1,0.0013,1,-999,9
200.0,2,11.3447,2,34.6854,2,20.818,2,4.7039,1,0.0012,1,-999,9
202.0,2,11.2868,2,34.6833,2,22.2765,2,4.7036,1,0.0012,1,-999,9
204.0,2,11.2066,2,34.6812,2,23.5461,2,4.7036,1,0.0012,1,-999,9
206.0,2,11.0812,2,34.6852,2,24.4916,2,4.7032,1,0.001,1,-999,9
208.0,2,11.0431,2,34.6877,2,24.9067,2,4.7024,1,0.0009,1,-999,9
210.0,2,10.9828,2,34.6906,2,23.8978,2,4.7025,1,0.0007,1,-999,9
212.0,2,10.9339,2,34.691,2,22.1349,2,4.7022,1,0.0005,1,-999,9
214.0,2,10.9066,2,34.6913,2,21.6835,2,4.7024,1,0.0001,1,-999,9
216.0,2,10.8675,2,34.6919,2,21.1379,2,4.7022,1,0.0002,1,-999,9
218.0,2,10.7957,2,34.6949,2,20.1437,2,4.7021,1,0.0001,1,-999,9
220.0,2,10.7657,2,34.6958,2,18.7643,2,4.7022,1,0.0002,1,-999,9
222.0,2,10.7539,2,34.6956,2,18.0896,2,4.7022,1,0.0001,1,-999,9
224.0,2,10.7193,2,34.6968,2,17.9816,2,4.7019,1,0.0001,1,-999,9
226.0,2,10.6657,2,34.6993,2,18.043,2,4.7014,1,0.0001,1,-999,9
228.0,2,10.6069,2,34.6982,2,17.9984,2,4.702,1,0.0,1,-999,9
230.0,2,10.5577,2,34.6961,2,18.1716,2,4.7013,1,0.0,1,-999,9
232.0,2,10.5383,2,34.6947,2,19.5369,2,4.7013,1,0.0,1,-999,9
234.0,2,10.5182,2,34.6933,2,21.0157,2,4.7015,1,0.0,1,-999,9
236.0,2,10.4927,2,34.6929,2,22.0671,2,4.7018,1,0.0,1,-999,9
238.0,2,10.4674,2,34.6926,2,22.8433,2,4.7017,1,0.0,1,-999,9
240.0,2,10.4446,2,34.693,2,23.3143,2,4.7016,1,0.0,1,-999,9
242.0,2,10.4318,2,34.6945,2,24.3642,2,4.7016,1,0.0,1,-999,9
244.0,2,10.42,2,34.695,2,24.7949,2,4.7009,1,0.0,1,-999,9
246.0,2,10.3892,2,34.6951,2,23.6797,2,4.7009,1,0.0,1,-999,9
248.0,2,10.3591,2,34.6939,2,21.0683,2,4.7009,1,0.0,1,-999,9
250.0,2,10.318,2,34.6928,2,19.2375,2,4.7008,1,0.0,1,-999,9
252.0,2,10.2896,2,34.6916,2,18.7596,2,4.7008,1,0.0,1,-999,9
254.0,2,10.2734,2,34.6907,2,18.8709,2,4.7008,1,0.0,1,-999,9
256.0,2,10.2635,2,34.6896,2,19.0111,2,4.7006,1,0.0,1,-999,9
258.0,2,10.2506,2,34.689,2,19.1067,2,4.7003,1,0.0,1,-999,9
260.0,2,10.2234,2,34.6883,2,19.2712,2,4.7007,1,0.0,1,-999,9
262.0,2,10.1948,2,34.6886,2,19.712,2,4.7004,1,0.0,1,-999,9
264.0,2,10.1735,2,34.6892,2,20.0186,2,4.7002,1,0.0001,1,-999,9
266.0,2,10.168,2,34.6886,2,20.2464,2,4.7006,1,0.0001,1,-999,9
268.0,2,10.1409,2,34.6881,2,20.439,2,4.7006,1,0.0002,1,-999,9
270.0,2,10.1269,2,34.6879,2,20.7995,2,4.7003,1,0.0002,1,-999,9
272.0,2,10.1138,2,34.6874,2,21.4608,2,4.7005,1,0.0003,1,-999,9
274.0,2,10.0983,2,34.6867,2,21.3238,2,4.7005,1,0.0004,1,-999,9
276.0,2,10.0848,2,34.686,2,21.093,2,4.7005,1,0.0007,1,-999,9
278.0,2,10.0571,2,34.6848,2,21.1755,2,4.7,1,0.0007,1,-999,9
280.0,2,10.0383,2,34.6844,2,21.6687,2,4.7007,1,0.0009,1,-999,9
282.0,2,10.0119,2,34.6835,2,22.2641,2,4.7007,1,0.001,1,-999,9
284.0,2,9.9956,2,34.6828,2,22.535,2,4.7005,1,0.0009,1,-999,9
286.0,2,9.9737,2,34.6819,2,22.7956,2,4.7004,1,0.0011,1,-999,9
288.0,2,9.9454,2,34.6812,2,23.115,2,4.7005,1,0.0011,1,-999,9
290.0,2,9.9323,2,34.6802,2,24.7776,2,4.7005,1,0.0011,1,-999,9
292.0,2,9.9067,2,34.6792,2,26.9911,2,4.7011,1,0.0011,1,-999,9
294.0,2,9.8832,2,34.6784,2,28.901,2,4.7015,1,0.001,1,-999,9
296.0,2,9.8617,2,34.6781,2,29.8409,2,4.7016,1,0.0012,1,-999,9
298.0,2,9.8414,2,34.6773,2,29.0651,2,4.701,1,0.0011,1,-999,9
300.0,2,9.8231,2,34.6765,2,26.9302,2,4.7007,1,0.0012,1,-999,9
302.0,2,9.808,2,34.6757,2,25.1908,2,4.7008,1,0.0012,1,-999,9
304.0,2,9.7941,2,34.6752,2,24.7157,2,4.7008,1,0.0012,1,-999,9
306.0,2,9.7781,2,34.6744,2,24.5201,2,4.7007,1,0.0012,1,-999,9
308.0,2,9.7619,2,34.6737,2,24.8029,2,4.7009,1,0.0012,1,-999,9
310.0,2,9.7509,2,34.6731,2,25.6614,2,4.7009,1,0.0012,1,-999,9
312.0,2,9.7355,2,34.6724,2,26.379,2,4.7013,1,0.0012,1,-999,9
314.0,2,9.7188,2,34.6718,2,27.174,2,4.7008,1,0.0012,1,-999,9
316.0,2,9.7005,2,34.6709,2,27.2336,2,4.7011,1,0.0012,1,-999,9
318.0,2,9.6889,2,34.6704,2,27.6813,2,4.7009,1,0.0012,1,-999,9
320.0,2,9.6775,2,34.6699,2,27.8799,2,4.7009,1,0.0012,1,-999,9
322.0,2,9.655,2,34.6695,2,28.1732,2,4.7008,1,0.0012,1,-999,9
324.0,2,9.6164,2,34.6686,2,28.5706,2,4.7013,1,0.0012,1,-999,9
326.0,2,9.5945,2,34.668,2,29.4962,2,4.7019,1,0.0012,1,-999,9
328.0,2,9.5844,2,34.6673,2,30.5092,2,4.7018,1,0.0012,1,-999,9
330.0,2,9.5666,2,34.6666,2,30.9284,2,4.7016,1,0.0012,1,-999,9
332.0,2,9.5512,2,34.6664,2,31.0131,2,4.702,1,0.0012,1,-999,9
334.0,2,9.5288,2,34.6654,2,31.5251,2,4.7022,1,0.0012,1,-999,9
336.0,2,9.5135,2,34.665,2,31.7207,2,4.702,1,0.0012,1,-999,9
338.0,2,9.5003,2,34.6642,2,31.7794,2,4.7017,1,0.0012,1,-999,9
340.0,2,9.4861,2,34.6634,2,31.7731,2,4.7019,1,0.0012,1,-999,9
342.0,2,9.4689,2,34.6634,2,31.3818,2,4.7022,1,0.0012,1,-999,9
344.0,2,9.4333,2,34.6622,2,31.7556,2,4.7021,1,0.0012,1,-999,9
346.0,2,9.4147,2,34.6616,2,31.933,2,4.7024,1,0.0012,1,-999,9
348.0,2,9.3876,2,34.6622,2,32.1161,2,4.7032,1,0.0012,1,-999,9
350.0,2,9.3782,2,34.6616,2,32.6986,2,4.7032,1,0.0012,1,-999,9
352.0,2,9.3605,2,34.6602,2,33.7439,2,4.703,1,0.0012,1,-999,9
354.0,2,9.3283,2,34.6595,2,34.3276,2,4.7028,1,0.0012,1,-999,9
356.0,2,9.3227,2,34.6596,2,34.2637,2,4.7031,1,0.0012,1,-999,9
358.0,2,9.3081,2,34.6583,2,34.7117,2,4.7035,1,0.0012,1,-999,9
360.0,2,9.2936,2,34.6587,2,34.9836,2,4.7033,1,0.0012,1,-999,9
362.0,2,9.2843,2,34.6584,2,35.1435,2,4.7033,1,0.0012,1,-999,9
364.0,2,9.2686,2,34.6573,2,35.7517,2,4.7038,1,0.0012,1,-999,9
366.0,2,9.2533,2,34.656,2,36.1193,2,4.7037,1,0.0012,1,-999,9
368.0,2,9.2484,2,34.6555,2,35.8453,2,4.7035,1,0.0012,1,-999,9
370.0,2,9.2438,2,34.6554,2,35.4939,2,4.7032,1,0.0012,1,-999,9
372.0,2,9.2393,2,34.6557,2,35.3639,2,4.7033,1,0.0012,1,-999,9
374.0,2,9.2313,2,34.6556,2,35.6772,2,4.7035,1,0.0012,1,-999,9
376.0,2,9.2242,2,34.6555,2,35.9459,2,4.7038,1,0.0012,1,-999,9
378.0,2,9.2122,2,34.655,2,36.2176,2,4.7033,1,0.0012,1,-999,9
380.0,2,9.1998,2,34.6544,2,36.4727,2,4.7035,1,0.0012,1,-999,9
382.0,2,9.1904,2,34.6538,2,36.446,2,4.7042,1,0.0012,1,-999,9
384.0,2,9.1756,2,34.6531,2,36.3657,2,4.7038,1,0.0012,1,-999,9
386.0,2,9.1641,2,34.6524,2,36.2772,2,4.7037,1,0.0012,1,-999,9
388.0,2,9.1444,2,34.6514,2,36.0142,2,4.7034,1,0.0012,1,-999,9
390.0,2,9.1026,2,34.6495,2,35.8046,2,4.7039,1,0.0012,1,-999,9
392.0,2,9.0824,2,34.6475,2,35.4693,2,4.7041,1,0.0012,1,-999,9
394.0,2,9.0361,2,34.6463,2,35.1326,2,4.7034,1,0.0012,1,-999,9
396.0,2,9.0273,2,34.646,2,34.5986,2,4.7033,1,0.0012,1,-999,9
398.0,2,9.0073,2,34.6443,2,33.7473,2,4.7033,1,0.0012,1,-999,9
400.0,2,8.9946,2,34.6429,2,33.2892,2,4.7041,1,0.0012,1,-999,9
402.0,2,8.9728,2,34.6416,2,33.0207,2,4.7038,1,0.0012,1,-999,9
404.0,2,8.9593,2,34.6408,2,32.7455,2,4.7033,1,0.0012,1,-999,9
406.0,2,8.9517,2,34.6401,2,32.3507,2,4.7029,1,0.0012,1,-999,9
408.0,2,8.946,2,34.6395,2,32.1719,2,4.7035,1,0.0012,1,-999,9
410.0,2,8.9422,2,34.6391,2,32.0131,2,4.7038,1,0.0012,1,-999,9
412.0,2,8.9457,2,34.642,2,31.8754,2,4.7038,1,0.0012,1,-999,9
414.0,2,8.9424,2,34.6418,2,32.9606,2,4.7034,1,0.0012,1,-999,9
416.0,2,8.9329,2,34.642,2,33.3653,2,4.7037,1,0.0012,1,-999,9
418.0,2,8.9221,2,34.6419,2,33.481,2,4.7043,1,0.0012,1,-999,9
420.0,2,8.9114,2,34.6412,2,33.5269,2,4.7045,1,0.0012,1,-999,9
422.0,2,8.9048,2,34.6407,2,33.4808,2,4.7044,1,0.0012,1,-999,9
424.0,2,8.8995,2,34.6403,2,33.3614,2,4.7039,1,0.0012,1,-999,9
426.0,2,8.8773,2,34.6396,2,33.2212,2,4.7045,1,0.0012,1,-999,9
428.0,2,8.8534,2,34.639,2,33.0941,2,4.7047,1,0.0012,1,-999,9
430.0,2,8.8336,2,34.6379,2,32.8463,2,4.7044,1,0.0012,1,-999,9
432.0,2,8.8243,2,34.6367,2,32.5,2,4.7042,1,0.0012,1,-999,9
434.0,2,8.8151,2,34.635,2,31.853,2,4.7039,1,0.0012,1,-999,9
436.0,2,8.799,2,34.6332,2,31.4781,2,4.7045,1,0.0012,1,-999,9
438.0,2,8.7796,2,34.6321,2,31.4218,2,4.7044,1,0.0012,1,-999,9
440.0,2,8.7538,2,34.6289,2,30.9699,2,4.7037,1,0.0012,1,-999,9
442.0,2,8.7215,2,34.6254,2,29.7176,2,4.7032,1,0.0012,1,-999,9
444.0,2,8.6983,2,34.6238,2,28.2959,2,4.7027,1,0.0012,1,-999,9
446.0,2,8.6744,2,34.6229,2,26.8616,2,4.7028,1,0.0012,1,-999,9
448.0,2,8.6514,2,34.6237,2,25.2294,2,4.7033,1,0.0012,1,-999,9
450.0,2,8.6504,2,34.6252,2,25.4538,2,4.7039,1,0.0012,1,-999,9
452.0,2,8.6442,2,34.625,2,26.3486,2,4.7039,1,0.0012,1,-999,9
454.0,2,8.6358,2,34.6241,2,27.0513,2,4.704,1,0.0012,1,-999,9
456.0,2,8.6148,2,34.6226,2,27.4613,2,4.7035,1,0.0012,1,-999,9
458.0,2,8.6077,2,34.6229,2,27.4541,2,4.704,1,0.0012,1,-999,9
460.0,2,8.5833,2,34.6233,2,27.3513,2,4.7044,1,0.0012,1,-999,9
462.0,2,8.5696,2,34.6222,2,28.0343,2,4.7045,1,0.0012,1,-999,9
464.0,2,8.5618,2,34.6213,2,28.8315,2,4.7041,1,0.0012,1,-999,9
466.0,2,8.5545,2,34.6202,2,29.0296,2,4.7039,1,0.0012,1,-999,9
468.0,2,8.5517,2,34.6197,2,29.133,2,4.7036,1,0.0012,1,-999,9
470.0,2,8.5496,2,34.6192,2,29.2057,2,4.7044,1,0.0012,1,-999,9
472.0,2,8.5441,2,34.6183,2,29.2787,2,4.7044,1,0.0012,1,-999,9
474.0,2,8.531,2,34.6172,2,29.2746,2,4.7039,1,0.0012,1,-999,9
476.0,2,8.4854,2,34.6155,2,29.2721,2,4.7036,1,0.0012,1,-999,9
478.0,2,8.441,2,34.6156,2,28.9773,2,4.7038,1,0.0012,1,-999,9
480.0,2,8.4162,2,34.615,2,28.1445,2,4.7042,1,0.0012,1,-999,9
482.0,2,8.3964,2,34.6139,2,27.2099,2,4.7044,1,0.0012,1,-999,9
484.0,2,8.3673,2,34.6122,2,26.6462,2,4.7045,1,0.0012,1,-999,9
486.0,2,8.3451,2,34.6111,2,26.3822,2,4.7045,1,0.0012,1,-999,9
488.0,2,8.3251,2,34.6099,2,26.2863,2,4.7042,1,0.0012,1,-999,9
490.0,2,8.2631,2,34.6074,2,26.2123,2,4.7042,1,0.0012,1,-999,9
492.0,2,8.2445,2,34.6061,2,25.7043,2,4.7044,1,0.0012,1,-999,9
