CTD,20190703ODFSIO
NUMBER_HEADERS = 11 
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 31
CASTNO = 3
DATE = 20181110
TIME = 1952
LATITUDE = -2.5001
LONGITUDE = -152.0002
INSTRUMENT_ID = 1281
DEPTH = 4706
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,2,28.1892,2,35.4744,2,199.847,2,1.2869,1,4.591,1,0.0294,1
2.0,2,28.1894,2,35.4744,2,199.5572,2,1.2874,1,4.591,1,0.0299,1
4.0,2,28.1875,2,35.4744,2,198.7384,2,1.2881,1,4.5872,1,0.03,1
6.0,2,28.1883,2,35.4745,2,199.0364,2,1.2897,1,4.5892,1,0.0298,1
8.0,2,28.1873,2,35.4743,2,198.7897,2,1.2931,1,4.59,1,0.0298,1
10.0,2,28.1807,2,35.4741,2,198.6754,2,1.2963,1,4.5894,1,0.0306,1
12.0,2,28.1687,2,35.4738,2,199.6336,2,1.2974,1,4.5886,1,0.0307,1
14.0,2,28.1444,2,35.4737,2,199.696,2,1.2993,1,4.5876,1,0.0318,1
16.0,2,28.1129,2,35.4734,2,199.4958,2,1.3021,1,4.5851,1,0.0323,1
18.0,2,28.092,2,35.4733,2,199.7059,2,1.3047,1,4.5844,1,0.0335,1
20.0,2,28.0857,2,35.4733,2,200.0648,2,1.3067,1,4.5838,1,0.0343,1
22.0,2,28.0847,2,35.4731,2,199.9971,2,1.3081,1,4.5845,1,0.0336,1
24.0,2,28.0829,2,35.4731,2,200.2951,2,1.3089,1,4.5836,1,0.035,1
26.0,2,28.0804,2,35.473,2,200.5083,2,1.3092,1,4.5791,1,0.0368,1
28.0,2,28.0768,2,35.4729,2,199.6454,2,1.3083,1,4.5848,1,0.0352,1
30.0,2,28.0718,2,35.4729,2,200.2937,2,1.3064,1,4.5856,1,0.0365,1
32.0,2,28.0711,2,35.4729,2,199.642,2,1.3046,1,4.5862,1,0.0369,1
34.0,2,28.0708,2,35.4729,2,200.2033,2,1.303,1,4.5863,1,0.0381,1
36.0,2,28.0703,2,35.473,2,199.5153,2,1.3017,1,4.5864,1,0.0382,1
38.0,2,28.0704,2,35.4731,2,199.789,2,1.2995,1,4.5867,1,0.0391,1
40.0,2,28.0696,2,35.4731,2,199.8987,2,1.2971,1,4.5869,1,0.0389,1
42.0,2,28.0688,2,35.4731,2,200.0891,2,1.295,1,4.587,1,0.0392,1
44.0,2,28.0679,2,35.4731,2,200.2004,2,1.293,1,4.5878,1,0.04,1
46.0,2,28.0673,2,35.4731,2,199.9712,2,1.2908,1,4.5867,1,0.0413,1
48.0,2,28.0656,2,35.4731,2,200.4467,2,1.2893,1,4.5892,1,0.0419,1
50.0,2,28.0654,2,35.4731,2,199.9773,2,1.2876,1,4.5898,1,0.0419,1
52.0,2,28.0654,2,35.4733,2,199.7301,2,1.286,1,4.5891,1,0.0419,1
54.0,2,28.0649,2,35.4731,2,199.7592,2,1.2849,1,4.5915,1,0.043,1
56.0,2,28.0646,2,35.4731,2,199.841,2,1.284,1,4.5917,1,0.0425,1
58.0,2,28.0644,2,35.4731,2,199.677,2,1.2827,1,4.5917,1,0.0418,1
60.0,2,28.0641,2,35.4731,2,199.9137,2,1.2826,1,4.5923,1,0.0419,1
62.0,2,28.0632,2,35.4731,2,199.8906,2,1.2814,1,4.5925,1,0.0432,1
64.0,2,28.0625,2,35.473,2,200.1662,2,1.2809,1,4.5935,1,0.0428,1
66.0,2,28.0583,2,35.4726,2,199.8498,2,1.2804,1,4.5945,1,0.0434,1
68.0,2,28.0536,2,35.4724,2,199.2611,2,1.2799,1,4.5964,1,0.0432,1
70.0,2,28.0459,2,35.472,2,199.4024,2,1.2795,1,4.5972,1,0.0423,1
72.0,2,28.0335,2,35.4712,2,199.2881,2,1.2789,1,4.5969,1,0.0433,1
74.0,2,28.0137,2,35.4703,2,199.0437,2,1.2781,1,4.5988,1,0.0442,1
76.0,2,27.953,2,35.4714,2,198.2545,2,1.2776,1,4.5995,1,0.0447,1
78.0,2,27.9292,2,35.4835,2,198.2757,2,1.2771,1,4.5993,1,0.0487,1
80.0,2,27.9126,2,35.5004,2,197.8709,2,1.2766,1,4.5976,1,0.0482,1
82.0,2,27.8828,2,35.5078,2,198.1208,2,1.2767,1,4.5963,1,0.0514,1
84.0,2,27.872,2,35.5082,2,197.8454,2,1.2766,1,4.5957,1,0.0526,1
86.0,2,27.7953,2,35.5042,2,196.95,2,1.2774,1,4.596,1,0.0531,1
88.0,2,27.7344,2,35.4948,2,196.9196,2,1.2785,1,4.601,1,0.0504,1
90.0,2,27.6267,2,35.4819,2,196.219,2,1.28,1,4.6051,1,0.0492,1
92.0,2,27.5539,2,35.4705,2,195.1831,2,1.2811,1,4.6066,1,0.0499,1
94.0,2,27.4647,2,35.4605,2,194.1267,2,1.2823,1,4.6087,1,0.0491,1
96.0,2,27.4728,2,35.4601,2,194.4277,2,1.2842,1,4.6107,1,0.0479,1
98.0,2,27.4482,2,35.4581,2,194.8394,2,1.2858,1,4.6134,1,0.0475,1
100.0,2,27.4322,2,35.4569,2,194.4253,2,1.2874,1,4.6154,1,0.0458,1
102.0,2,27.426,2,35.4574,2,193.6188,2,1.2898,1,4.6172,1,0.0456,1
