CTD, 20190703ODFSIO
NUMBER_HEADERS = 11
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 36
CASTNO = 2
DATE = 20181118
TIME = 0000
LATITUDE = -12.7504
LONGITUDE = -152.0000
INSTRUMENT_ID = 1281
DEPTH = 5055
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,6,28.8826,6,36.2454,6,194.9888,6,4.6557,6,0.0051,6,-999,9
2.0,6,28.8826,6,36.2454,6,194.9888,6,4.6557,6,0.0051,6,-999,9
4.0,6,28.8826,6,36.2454,6,194.9888,6,4.6557,6,0.0051,6,-999,9
6.0,2,28.8839,2,36.2451,2,197.2854,2,4.6578,1,0.0054,1,-999,9
8.0,2,28.886,2,36.2454,2,196.7384,2,4.6587,1,0.0052,1,-999,9
10.0,2,28.8805,2,36.244,2,197.2549,2,4.6589,1,0.006,1,-999,9
12.0,2,28.8659,2,36.2409,2,196.6018,2,4.659,1,0.0052,1,-999,9
14.0,2,28.7299,2,36.2264,2,197.334,2,4.6577,1,0.0058,1,-999,9
16.0,2,28.7556,2,36.2281,2,197.5494,2,4.6576,1,0.0055,1,-999,9
18.0,2,28.5596,2,36.2132,2,197.3994,2,4.6556,1,0.0067,1,-999,9
20.0,2,28.5185,2,36.216,2,198.1981,2,4.6527,1,0.0068,1,-999,9
22.0,2,28.5185,2,36.217,2,198.8165,2,4.6515,1,0.0068,1,-999,9
24.0,2,28.5164,2,36.2221,2,198.876,2,4.652,1,0.0069,1,-999,9
26.0,2,28.5108,2,36.2298,2,198.8027,2,4.6503,1,0.0074,1,-999,9
28.0,2,28.4991,2,36.2434,2,198.5226,2,4.6529,1,0.0063,1,-999,9
30.0,2,28.4839,2,36.2528,2,198.3681,2,4.6535,1,0.0066,1,-999,9
32.0,2,28.4651,2,36.2559,2,198.6307,2,4.6547,1,0.0069,1,-999,9
34.0,2,28.4223,2,36.2634,2,198.8338,2,4.6534,1,0.0071,1,-999,9
36.0,2,28.3818,2,36.2711,2,198.9182,2,4.654,1,0.0073,1,-999,9
38.0,2,28.3523,2,36.2727,2,199.4341,2,4.6528,1,0.007,1,-999,9
40.0,2,28.2984,2,36.2737,2,199.1686,2,4.6512,1,0.0075,1,-999,9
42.0,2,28.2325,2,36.2767,2,200.0178,2,4.6514,1,0.0077,1,-999,9
44.0,2,28.2022,2,36.2747,2,200.5586,2,4.6507,1,0.0083,1,-999,9
46.0,2,28.061,2,36.2618,2,200.4256,2,4.6483,1,0.0086,1,-999,9
48.0,2,27.698,2,36.2432,2,197.7749,2,4.6445,1,0.0113,1,-999,9
50.0,2,27.6177,2,36.2373,2,197.4799,2,4.6427,1,0.0141,1,-999,9
52.0,2,27.5817,2,36.2335,2,197.5044,2,4.6415,1,0.0168,1,-999,9
54.0,2,27.5795,2,36.233,2,197.2287,2,4.6412,1,0.0149,1,-999,9
56.0,2,27.5722,2,36.2376,2,197.9481,2,4.6414,1,0.0138,1,-999,9
58.0,2,27.5557,2,36.2476,2,197.8508,2,4.6423,1,0.0141,1,-999,9
60.0,2,27.5482,2,36.2606,2,198.3512,2,4.6434,1,0.0139,1,-999,9
62.0,2,27.5156,2,36.2711,2,199.0242,2,4.6455,1,0.0131,1,-999,9
64.0,2,27.4129,2,36.2674,2,199.3217,2,4.6446,1,0.0142,1,-999,9
66.0,2,27.3184,2,36.2686,2,198.781,2,4.6455,1,0.0151,1,-999,9
68.0,2,27.3743,2,36.3044,2,199.295,2,4.6487,1,0.015,1,-999,9
70.0,2,27.486,2,36.3617,2,199.4195,2,4.6569,1,0.0108,1,-999,9
72.0,2,27.5198,2,36.3852,2,200.5069,2,4.6645,1,0.0078,1,-999,9
74.0,2,27.484,2,36.3887,2,199.0417,2,4.6696,1,0.0071,1,-999,9
76.0,2,27.3852,2,36.3943,2,198.9245,2,4.6692,1,0.0075,1,-999,9
78.0,2,27.3559,2,36.3942,2,199.1275,2,4.6698,1,0.0108,1,-999,9
80.0,2,27.3447,2,36.3952,2,198.5295,2,4.6697,1,0.0084,1,-999,9
82.0,2,27.3302,2,36.3966,2,198.9255,2,4.668,1,0.0095,1,-999,9
84.0,2,27.3137,2,36.3981,2,197.648,2,4.669,1,0.0097,1,-999,9
86.0,2,27.2836,2,36.401,2,197.2793,2,4.6682,1,0.0101,1,-999,9
88.0,2,27.2493,2,36.4037,2,196.6894,2,4.6667,1,0.0105,1,-999,9
90.0,2,27.2256,2,36.4051,2,196.0801,2,4.6661,1,0.0113,1,-999,9
92.0,2,27.1971,2,36.4032,2,195.783,2,4.6652,1,0.0114,1,-999,9
94.0,2,27.1141,2,36.3949,2,195.2996,2,4.6657,1,0.0117,1,-999,9
96.0,2,27.0395,2,36.4054,2,194.8363,2,4.6643,1,0.0134,1,-999,9
98.0,2,26.9793,2,36.4147,2,193.9041,2,4.6664,1,0.0127,1,-999,9
100.0,2,26.8906,2,36.4207,2,192.9051,2,4.669,1,0.0129,1,-999,9
102.0,2,26.8294,2,36.4221,2,192.1534,2,4.6691,1,0.0121,1,-999,9
104.0,2,26.7925,2,36.4252,2,191.9232,2,4.6694,1,0.0123,1,-999,9
106.0,2,26.7389,2,36.4267,2,190.7547,2,4.6696,1,0.0127,1,-999,9
108.0,2,26.6865,2,36.4282,2,189.9436,2,4.6699,1,0.0125,1,-999,9
110.0,2,26.5522,2,36.4358,2,188.4232,2,4.6701,1,0.0132,1,-999,9
112.0,2,26.4536,2,36.4404,2,186.1701,2,4.6712,1,0.013,1,-999,9
114.0,2,26.3861,2,36.4435,2,185.6041,2,4.6717,1,0.0125,1,-999,9
116.0,2,26.3043,2,36.446,2,183.8321,2,4.6734,1,0.0127,1,-999,9
118.0,2,26.2659,2,36.4451,2,184.1488,2,4.6739,1,0.0128,1,-999,9
120.0,2,26.2369,2,36.4445,2,183.7387,2,4.674,1,0.0123,1,-999,9
122.0,2,26.2163,2,36.4413,2,183.639,2,4.6751,1,0.012,1,-999,9
124.0,2,26.1676,2,36.4409,2,183.9178,2,4.6757,1,0.0121,1,-999,9
126.0,2,26.0746,2,36.4521,2,182.1643,2,4.6764,1,0.0119,1,-999,9
128.0,2,25.8924,2,36.4638,2,180.2621,2,4.6776,1,0.0119,1,-999,9
130.0,2,25.7057,2,36.4729,2,177.0796,2,4.6799,1,0.011,1,-999,9
132.0,2,25.6378,2,36.4747,2,177.0069,2,4.6814,1,0.0102,1,-999,9
134.0,2,25.4985,2,36.4731,2,175.8051,2,4.6834,1,0.0098,1,-999,9
136.0,2,25.378,2,36.4658,2,176.2025,2,4.6847,1,0.0089,1,-999,9
138.0,2,25.303,2,36.4682,2,175.6196,2,4.6866,1,0.0079,1,-999,9
140.0,2,25.2531,2,36.4702,2,174.5676,2,4.6876,1,0.0076,1,-999,9
142.0,2,25.2341,2,36.4701,2,174.0903,2,4.6876,1,0.0076,1,-999,9
144.0,2,25.1875,2,36.4685,2,173.5779,2,4.688,1,0.0076,1,-999,9
146.0,2,25.0979,2,36.4685,2,173.4595,2,4.6883,1,0.0073,1,-999,9
148.0,2,25.0366,2,36.4688,2,173.5832,2,4.6892,1,0.0069,1,-999,9
150.0,2,24.8958,2,36.4665,2,171.8908,2,4.6896,1,0.0064,1,-999,9
152.0,2,24.8501,2,36.4632,2,171.3732,2,4.6869,1,0.0062,1,-999,9
154.0,2,24.7572,2,36.4521,2,171.8469,2,4.6886,1,0.0058,1,-999,9
156.0,2,24.4756,2,36.4356,2,169.362,2,4.6892,1,0.0051,1,-999,9
158.0,2,24.3537,2,36.4225,2,169.0433,2,4.6909,1,0.0049,1,-999,9
160.0,2,24.2214,2,36.4063,2,168.966,2,4.6914,1,0.0048,1,-999,9
162.0,2,24.1694,2,36.398,2,169.9322,2,4.6934,1,0.0044,1,-999,9
