CTD,20190703ODFSIO
NUMBER_HEADERS = 11 
EXPOCODE = 33RR20180918 
SECT_ID = GP15
STNNBR = 37
CASTNO = 5
DATE = 20181118
TIME = 2305
LATITUDE = -15.0001
LONGITUDE = -152.0003
INSTRUMENT_ID = 1281
DEPTH = 4865
CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDRINKO,CTDRINKO_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W
DBAR,,ITS-90,,PSS-78,,UMOL/KG,,0-5VDC,,0-5VDC,,0-5VDC,
0.0,2,28.5632,2,36.0045,2,194.8831,2,1.8266,1,4.6186,1,0.0181,1
2.0,2,28.5861,2,35.9822,2,194.9241,2,1.8246,1,4.6186,1,0.0181,1
4.0,2,28.6523,2,35.9213,2,194.7501,2,1.8229,1,4.6185,1,0.0182,1
6.0,2,28.5379,2,36.0331,2,195.0857,2,1.8199,1,4.6186,1,0.0175,1
8.0,2,28.4216,2,36.1077,2,194.8499,2,1.8097,1,4.6171,1,0.0175,1
10.0,2,28.4079,2,36.1479,2,194.8551,2,1.7944,1,4.6166,1,0.0175,1
12.0,2,28.401,2,36.2134,2,195.1054,2,1.7799,1,4.6176,1,0.0172,1
14.0,2,28.4438,2,36.2915,2,195.4719,2,1.7633,1,4.617,1,0.0181,1
16.0,2,28.4553,2,36.3456,2,195.0307,2,1.7456,1,4.6151,1,0.018,1
18.0,2,28.3852,2,36.3593,2,195.5351,2,1.7196,1,4.6154,1,0.0184,1
20.0,2,28.2756,2,36.3691,2,195.8382,2,1.681,1,4.6143,1,0.0185,1
22.0,2,28.2528,2,36.3792,2,196.2269,2,1.6422,1,4.6151,1,0.0185,1
24.0,2,28.1691,2,36.3705,2,196.137,2,1.6149,1,4.6149,1,0.0185,1
26.0,2,28.136,2,36.3667,2,196.7583,2,1.592,1,4.6147,1,0.0184,1
28.0,2,28.1189,2,36.3654,2,196.4729,2,1.5727,1,4.6145,1,0.0184,1
30.0,2,28.1168,2,36.3719,2,197.0372,2,1.5655,1,4.6149,1,0.0184,1
32.0,2,28.1046,2,36.3803,2,196.9518,2,1.5644,1,4.6147,1,0.0184,1
34.0,2,28.0827,2,36.3816,2,196.6475,2,1.57,1,4.6154,1,0.0185,1
36.0,2,28.0904,2,36.3948,2,196.9038,2,1.5952,1,4.6167,1,0.0184,1
38.0,2,28.0895,2,36.3984,2,197.197,2,1.6105,1,4.6177,1,0.0185,1
40.0,2,28.0775,2,36.3973,2,196.8109,2,1.6164,1,4.6154,1,0.0184,1
42.0,2,28.0687,2,36.3955,2,196.8427,2,1.6103,1,4.6158,1,0.0185,1
44.0,2,28.0622,2,36.3938,2,197.1227,2,1.5921,1,4.615,1,0.0193,1
46.0,2,28.057,2,36.3923,2,197.2797,2,1.5707,1,4.615,1,0.0195,1
48.0,2,28.0516,2,36.3906,2,197.2564,2,1.551,1,4.6141,1,0.0193,1
50.0,2,28.0357,2,36.3859,2,197.3524,2,1.5335,1,4.6139,1,0.019,1
52.0,2,27.9508,2,36.3674,2,197.4846,2,1.5183,1,4.6128,1,0.0192,1
54.0,2,27.7628,2,36.33,2,198.7334,2,1.5045,1,4.61,1,0.0193,1
56.0,2,27.6016,2,36.2975,2,199.3761,2,1.4941,1,4.6093,1,0.0198,1
58.0,2,27.4322,2,36.2728,2,200.4781,2,1.4846,1,4.6104,1,0.0198,1
60.0,2,27.326,2,36.265,2,200.9479,2,1.4778,1,4.6112,1,0.0195,1
62.0,2,27.3213,2,36.2815,2,201.4873,2,1.4759,1,4.6121,1,0.0198,1
64.0,2,27.3866,2,36.3298,2,201.7878,2,1.475,1,4.6127,1,0.0198,1
66.0,2,27.4151,2,36.3484,2,201.2116,2,1.4731,1,4.6135,1,0.0198,1
68.0,2,27.4006,2,36.3702,2,201.2443,2,1.469,1,4.6137,1,0.02,1
70.0,2,27.3774,2,36.3768,2,200.4888,2,1.4636,1,4.6137,1,0.0204,1
72.0,2,27.3496,2,36.376,2,200.744,2,1.454,1,4.6152,1,0.0205,1
74.0,2,27.2684,2,36.3497,2,200.8644,2,1.4398,1,4.6153,1,0.0208,1
76.0,2,27.1831,2,36.3171,2,201.0218,2,1.426,1,4.6155,1,0.0208,1
78.0,2,27.0699,2,36.2811,2,201.0648,2,1.4128,1,4.6157,1,0.0211,1
80.0,2,27.0455,2,36.3032,2,200.6176,2,1.3987,1,4.6163,1,0.021,1
82.0,2,27.0871,2,36.3458,2,200.2348,2,1.389,1,4.6173,1,0.0216,1
84.0,2,27.0622,2,36.356,2,199.7209,2,1.3815,1,4.6177,1,0.0226,1
86.0,2,27.0703,2,36.371,2,199.3561,2,1.3794,1,4.617,1,0.0233,1
88.0,2,27.0108,2,36.3889,2,198.3258,2,1.3782,1,4.6164,1,0.0248,1
90.0,2,26.9223,2,36.3725,2,197.6107,2,1.3767,1,4.6165,1,0.0249,1
92.0,2,26.9334,2,36.3837,2,197.1522,2,1.3735,1,4.6169,1,0.025,1
94.0,2,26.8891,2,36.3849,2,196.479,2,1.3655,1,4.6159,1,0.0253,1
96.0,2,26.8336,2,36.3803,2,196.504,2,1.3574,1,4.6164,1,0.0261,1
98.0,2,26.8401,2,36.3978,2,195.9632,2,1.35,1,4.6152,1,0.0286,1
100.0,2,26.7928,2,36.4078,2,194.8806,2,1.3426,1,4.6123,1,0.0285,1
102.0,2,26.7123,2,36.4134,2,193.7377,2,1.3347,1,4.6096,1,0.0335,1
104.0,2,26.6843,2,36.4139,2,193.2206,2,1.3277,1,4.6084,1,0.0356,1
106.0,2,26.6173,2,36.4154,2,192.5836,2,1.3195,1,4.6057,1,0.0395,1
108.0,2,26.4635,2,36.402,2,192.2726,2,1.3171,1,4.6079,1,0.0402,1
110.0,2,26.4046,2,36.4021,2,192.2177,2,1.3155,1,4.6071,1,0.0454,1
112.0,2,26.2939,2,36.4245,2,191.8898,2,1.3149,1,4.6013,1,0.0506,1
114.0,2,26.2061,2,36.4251,2,191.042,2,1.3151,1,4.6033,1,0.0495,1
116.0,2,26.1236,2,36.4285,2,191.3396,2,1.3156,1,4.6022,1,0.0492,1
118.0,2,25.9824,2,36.4299,2,191.0929,2,1.3159,1,4.602,1,0.0497,1
120.0,2,25.7515,2,36.4358,2,190.6293,2,1.3175,1,4.6026,1,0.0504,1
122.0,2,25.6296,2,36.4404,2,188.7785,2,1.3202,1,4.6073,1,0.051,1
124.0,2,25.4282,2,36.431,2,187.7288,2,1.3244,1,4.6121,1,0.0514,1
126.0,2,25.2673,2,36.4243,2,186.4112,2,1.3288,1,4.6143,1,0.0496,1
128.0,2,25.1187,2,36.4169,2,185.6243,2,1.3327,1,4.6161,1,0.0474,1
130.0,2,24.9818,2,36.4117,2,184.4006,2,1.3361,1,4.6189,1,0.0449,1
132.0,2,24.948,2,36.4077,2,183.0287,2,1.3403,1,4.6192,1,0.0441,1
134.0,2,24.8517,2,36.4023,2,182.6073,2,1.3448,1,4.6203,1,0.0439,1
136.0,2,24.7928,2,36.3975,2,181.6725,2,1.3496,1,4.6229,1,0.0433,1
138.0,2,24.7731,2,36.3985,2,181.3424,2,1.3531,1,4.6242,1,0.0415,1
140.0,2,24.7082,2,36.3893,2,181.1781,2,1.3561,1,4.6254,1,0.0408,1
142.0,2,24.5014,2,36.3611,2,181.1301,2,1.358,1,4.6268,1,0.0387,1
144.0,2,24.3433,2,36.3455,2,180.1732,2,1.3602,1,4.6285,1,0.0354,1
146.0,2,24.3054,2,36.3436,2,179.5856,2,1.3617,1,4.6294,1,0.0344,1
148.0,2,24.2679,2,36.343,2,179.2167,2,1.3645,1,4.63,1,0.0344,1
150.0,2,24.1689,2,36.3346,2,178.8396,2,1.3681,1,4.6302,1,0.0341,1
152.0,2,23.9624,2,36.3108,2,178.3866,2,1.3699,1,4.6316,1,0.0322,1
154.0,2,23.8479,2,36.2816,2,177.6312,2,1.3727,1,4.6321,1,0.032,1
156.0,2,23.7554,2,36.263,2,177.7585,2,1.3765,1,4.6314,1,0.0315,1
158.0,2,23.7477,2,36.2641,2,177.5423,2,1.3799,1,4.6316,1,0.031,1
160.0,2,23.6043,2,36.2486,2,177.8235,2,1.3835,1,4.6314,1,0.0319,1
162.0,2,23.5427,2,36.247,2,177.3816,2,1.3869,1,4.6324,1,0.0302,1
164.0,2,23.4918,2,36.2429,2,177.1173,2,1.3899,1,4.6341,1,0.0284,1
166.0,2,23.3907,2,36.2269,2,177.1982,2,1.3937,1,4.6344,1,0.0283,1
168.0,2,23.2846,2,36.2132,2,176.864,2,1.3968,1,4.6356,1,0.027,1
170.0,2,23.1952,2,36.2025,2,176.6688,2,1.3992,1,4.6368,1,0.0269,1
172.0,2,23.1047,2,36.1934,2,176.4986,2,1.4013,1,4.6373,1,0.0258,1
174.0,2,23.0209,2,36.1848,2,176.3896,2,1.4042,1,4.6356,1,0.0257,1
176.0,2,22.9154,2,36.1733,2,176.121,2,1.4073,1,4.6392,1,0.0251,1
178.0,2,22.8769,2,36.1617,2,175.9323,2,1.4098,1,4.6397,1,0.0254,1
180.0,2,22.7981,2,36.1507,2,176.1531,2,1.4118,1,4.6403,1,0.0245,1
182.0,2,22.7337,2,36.1449,2,176.1284,2,1.4135,1,4.6401,1,0.0244,1
184.0,2,22.5468,2,36.1133,2,175.9801,2,1.4166,1,4.6407,1,0.0236,1
186.0,2,22.4517,2,36.0966,2,175.8969,2,1.4194,1,4.641,1,0.0233,1
188.0,2,22.2323,2,36.0645,2,175.8109,2,1.4213,1,4.642,1,0.023,1
190.0,2,22.0134,2,36.0358,2,175.7092,2,1.4225,1,4.6434,1,0.0219,1
192.0,2,21.9112,2,36.0207,2,175.5677,2,1.426,1,4.6441,1,0.0208,1
194.0,2,21.7756,2,35.998,2,175.5416,2,1.4295,1,4.6446,1,0.0208,1
196.0,2,21.6431,2,35.9798,2,175.4152,2,1.4318,1,4.645,1,0.0196,1
198.0,2,21.5578,2,35.9678,2,175.44,2,1.4338,1,4.6456,1,0.0195,1
200.0,2,21.4756,2,35.9573,2,175.4786,2,1.4364,1,4.6465,1,0.0195,1
202.0,2,21.3795,2,35.9467,2,175.5771,2,1.4395,1,4.6464,1,0.0189,1
204.0,2,21.3115,2,35.9401,2,175.6973,2,1.4429,1,4.6471,1,0.0185,1
206.0,2,21.2523,2,35.9347,2,175.6817,2,1.4462,1,4.6473,1,0.0185,1
208.0,2,21.2064,2,35.9281,2,175.9272,2,1.4489,1,4.6482,1,0.0185,1
210.0,2,21.1769,2,35.9235,2,175.8267,2,1.4519,1,4.6478,1,0.0184,1
212.0,2,21.1548,2,35.9195,2,175.6342,2,1.4543,1,4.6476,1,0.0184,1
214.0,2,21.121,2,35.9132,2,175.6204,2,1.4562,1,4.6475,1,0.0184,1
216.0,2,21.046,2,35.9013,2,176.0496,2,1.4594,1,4.6478,1,0.0184,1
218.0,2,20.9546,2,35.8875,2,176.2262,2,1.4613,1,4.6476,1,0.0184,1
220.0,2,20.7801,2,35.8648,2,176.2536,2,1.462,1,4.6483,1,0.0181,1
222.0,2,20.7455,2,35.8595,2,175.7243,2,1.4641,1,4.6493,1,0.0173,1
