EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,GEOTRC_EVENTNO,GEOTRC_SAMPNO,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,Sigma0,REFTMP,REFTMP_FLAG_W,BTL_DATE,BTL_TIME,BTL_ISO_DateTime_UTC,BTL_LAT,BTL_LON,SILICATE_D_CONC_BOTTLE_3fot83,Flag_SILICATE_D_CONC_BOTTLE_3fot83,PHOSPHATE_D_CONC_BOTTLE_d0rgav,Flag_PHOSPHATE_D_CONC_BOTTLE_d0rgav,NITRATE_D_CONC_BOTTLE_bugat8,Flag_NITRATE_D_CONC_BOTTLE_bugat8,NITRITE_D_CONC_BOTTLE_sxduhh,Flag_NITRITE_D_CONC_BOTTLE_sxduhh,OXYGEN_D_CONC_BOTTLE_n41f8b,Flag_OXYGEN_D_CONC_BOTTLE_n41f8b,SALINITY_D_CONC_BOTTLE_zva7jm,Flag_SALINITY_D_CONC_BOTTLE_zva7jm,SILICATE_D_CONC_FISH_7yvjjv,Flag_SILICATE_D_CONC_FISH_7yvjjv,PHOSPHATE_D_CONC_FISH_vdvft4,Flag_PHOSPHATE_D_CONC_FISH_vdvft4,NITRATE_D_CONC_FISH_0w2yqg,Flag_NITRATE_D_CONC_FISH_0w2yqg,NITRITE_D_CONC_FISH_txbmxd,Flag_NITRITE_D_CONC_FISH_txbmxd,SALINITY_D_CONC_FISH_yp29up,Flag_SALINITY_D_CONC_FISH_yp29up,SILICATE_D_CONC_PUMP_nttq7z,Flag_SILICATE_D_CONC_PUMP_nttq7z,PHOSPHATE_D_CONC_PUMP_l3cyv3,Flag_PHOSPHATE_D_CONC_PUMP_l3cyv3,NITRATE_D_CONC_PUMP_cm2gtk,Flag_NITRATE_D_CONC_PUMP_cm2gtk,NITRITE_D_CONC_PUMP_ggojec,Flag_NITRITE_D_CONC_PUMP_ggojec,OXYGEN_D_CONC_PUMP_vehiol,Flag_OXYGEN_D_CONC_PUMP_vehiol,SALINITY_D_CONC_PUMP_8noyqg,Flag_SALINITY_D_CONC_PUMP_8noyqg,SILICATE_D_CONC_UWAY_ajega0,Flag_SILICATE_D_CONC_UWAY_ajega0,PHOSPHATE_D_CONC_UWAY_f1jl3i,Flag_PHOSPHATE_D_CONC_UWAY_f1jl3i,NITRATE_D_CONC_UWAY_mvcqwu,Flag_NITRATE_D_CONC_UWAY_mvcqwu,NITRITE_D_CONC_UWAY_7caiyo,Flag_NITRITE_D_CONC_UWAY_7caiyo,OXYGEN_D_CONC_UWAY_ulgjid,Flag_OXYGEN_D_CONC_UWAY_ulgjid,SALINITY_D_CONC_UWAY_fwcxbm,Flag_SALINITY_D_CONC_UWAY_fwcxbm,CTDRINKO,CTDRINKO_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDOXY,CTDOXY_FLAG_W
33RR20180918,GP15,25,3,4,GSNIS-5,2,6847,14498,20181104,702,5.0003,-151.9954,5114,401.6,8.9321,34.6415,2,26.86,8.9323,2,20181104,705,2018-11-04T07:05Z,5.0003,-151.9954,35.96,2,2.47,2,35.38,2,0,2,42.76,2,34.6429,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.477,1,0.017,1,4.666,1,44.5,2
33RR20180918,GP15,25,3,5,GSNIS-6,2,6847,14498,20181104,702,5.0003,-151.9954,5114,402.3,8.9331,34.6416,2,26.86,nd,9,20181104,705,2018-11-04T07:05Z,5.0003,-151.9954,35.86,2,2.46,2,35.42,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.481,1,0.018,1,4.665,1,44.1,2
33RR20180918,GP15,25,3,6,GSNIS-7,2,6847,14498,20181104,702,5.0003,-151.9954,5114,401.9,8.9321,34.6416,2,26.86,nd,9,20181104,705,2018-11-04T07:05Z,5.0003,-151.9954,35.96,2,2.46,2,35.44,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.484,1,0.018,1,4.666,1,44,2
33RR20180918,GP15,25,3,7,GSNIS-8,2,6847,14497,20181104,702,5.0003,-151.9954,5114,351.7,9.2526,34.6556,2,26.819,9.2522,2,20181104,707,2018-11-04T07:07Z,5.0003,-151.9954,32.34,2,2.31,2,33.64,2,0,2,59.05,2,34.6574,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.562,1,0.017,1,4.667,1,60,2
33RR20180918,GP15,25,3,8,GSNIS-9,2,6847,14497,20181104,702,5.0003,-151.9954,5114,351.7,9.2524,34.6557,2,26.819,nd,9,20181104,707,2018-11-04T07:07Z,5.0003,-151.9954,32.44,2,2.31,2,33.37,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.565,1,0.018,1,4.667,1,60.2,2
33RR20180918,GP15,25,3,9,GSNIS-10,2,6847,14497,20181104,702,5.0003,-151.9954,5114,351.6,9.2537,34.6556,2,26.819,nd,9,20181104,707,2018-11-04T07:07Z,5.0003,-151.9954,32.44,2,2.31,2,33.39,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.568,1,0.017,1,4.667,1,60,2
33RR20180918,GP15,25,3,10,GSNIS-11,2,6847,14496,20181104,702,5.0003,-151.9954,5114,301.3,9.6736,34.6652,2,26.756,9.6686,2,20181104,710,2018-11-04T07:10Z,5.0003,-151.9954,30.98,2,2.23,2,32.33,2,0,2,58.72,2,34.6667,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.63,1,0.018,1,4.666,1,56.1,2
33RR20180918,GP15,25,3,11,GSNIS-12,2,6847,14496,20181104,702,5.0003,-151.9954,5114,300.8,9.6691,34.6647,2,26.757,nd,9,20181104,710,2018-11-04T07:10Z,5.0003,-151.9954,31.07,2,2.24,2,32.4,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.632,1,0.018,1,4.667,1,56.7,2
33RR20180918,GP15,25,3,12,GSNIS-13,2,6847,14496,20181104,702,5.0003,-151.9954,5114,301.5,9.6639,34.6648,2,26.757,nd,9,20181104,710,2018-11-04T07:10Z,5.0003,-151.9954,31.07,2,2.23,2,32.41,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.633,1,0.018,1,4.667,1,57.3,2
33RR20180918,GP15,25,3,13,GSNIS-14,2,6847,14495,20181104,702,5.0003,-151.9954,5114,251,10.7057,34.6576,2,26.572,10.7128,2,20181104,712,2018-11-04T07:12Z,5.0003,-151.9954,29.02,2,2.16,2,31.09,2,0,2,50.78,2,34.6639,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.659,1,0.018,1,4.666,1,53.4,2
33RR20180918,GP15,25,3,14,GSNIS-15,2,6847,14495,20181104,702,5.0003,-151.9954,5114,251.1,10.7024,34.6583,2,26.573,nd,9,20181104,712,2018-11-04T07:12Z,5.0003,-151.9954,29.02,2,2.16,2,31.08,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.659,1,0.018,1,4.666,1,53.4,2
33RR20180918,GP15,25,3,15,GSNIS-16,2,6847,14495,20181104,702,5.0003,-151.9954,5114,250.8,10.7153,34.6576,2,26.57,nd,9,20181104,712,2018-11-04T07:12Z,5.0003,-151.9954,28.83,2,2.15,2,30.97,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.66,1,0.018,1,4.667,1,53.4,2
33RR20180918,GP15,25,3,16,GSNIS-17,2,6847,14494,20181104,702,5.0003,-151.9954,5114,200.2,12.9681,34.6235,2,26.118,12.9696,2,20181104,714,2018-11-04T07:14Z,5.0003,-151.9954,23.16,2,1.85,2,26.18,2,0,2,65.07,2,34.6256,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.632,1,0.018,1,4.668,1,73.7,3
33RR20180918,GP15,25,3,17,GSNIS-18,2,6847,14494,20181104,702,5.0003,-151.9954,5114,200.7,12.9573,34.6246,2,26.122,nd,9,20181104,714,2018-11-04T07:14Z,5.0003,-151.9954,23.16,2,1.84,2,26.11,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.63,1,0.017,1,4.668,1,75.4,3
33RR20180918,GP15,25,3,18,GSNIS-19,2,6847,14494,20181104,702,5.0003,-151.9954,5114,200.3,12.9678,34.6242,2,26.119,nd,9,20181104,714,2018-11-04T07:14Z,5.0003,-151.9955,22.87,2,1.84,2,25.95,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.628,1,0.018,1,4.668,1,76.7,3
33RR20180918,GP15,25,3,19,GSNIS-20,3,6847,14493,20181104,702,5.0003,-151.9954,5114,151,19.7784,34.7508,3,24.642,19.8845,3,20181104,717,2018-11-04T07:17Z,5.0003,-151.9954,8.31,3,1.07,3,12.11,3,0.03,3,124.01,3,34.7423,3,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.267,1,0.022,1,4.66,1,123,3
33RR20180918,GP15,25,3,20,GSNIS-21,2,6847,14493,20181104,702,5.0003,-151.9954,5114,150.5,19.9919,34.7542,2,24.589,nd,9,20181104,717,2018-11-04T07:17Z,5.0003,-151.9954,7.62,2,0.85,2,11.62,2,0.03,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.26,1,0.022,1,4.66,1,126.5,2
33RR20180918,GP15,25,3,21,GSNIS-22,2,6847,14493,20181104,702,5.0003,-151.9954,5114,151.3,19.8218,34.7513,2,24.631,nd,9,20181104,717,2018-11-04T07:17Z,5.0003,-151.9954,7.72,2,0.85,2,11.75,2,0.03,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.257,1,0.022,1,4.66,1,125.9,2
33RR20180918,GP15,25,3,22,GSNIS-23,2,6847,14492,20181104,702,5.0003,-151.9954,5114,125.1,26.6141,34.7602,2,22.671,26.6096,2,20181104,719,2018-11-04T07:19Z,5.0003,-151.9954,1.56,2,0.31,2,2.37,2,0.44,2,167.9,2,34.763,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.921,1,0.035,1,4.642,1,164.5,2
33RR20180918,GP15,25,3,23,GSNIS-24,2,6847,14492,20181104,702,5.0003,-151.9954,5114,124.8,26.6113,34.7605,2,22.672,nd,9,20181104,719,2018-11-04T07:19Z,5.0003,-151.9954,1.56,2,0.31,2,2.38,2,0.44,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.924,1,0.034,1,4.64,1,164.4,2
33RR20180918,GP15,25,3,24,GSNIS-25,2,6847,14492,20181104,702,5.0003,-151.9954,5114,125.2,26.6044,34.7611,2,22.674,nd,9,20181104,719,2018-11-04T07:19Z,5.0003,-151.9954,1.27,2,0.32,2,2.37,2,0.45,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.926,1,0.035,1,4.641,1,164.3,2
33RR20180918,GP15,25,3,25,GSNIS-26,2,6847,14491,20181104,702,5.0003,-151.9954,5114,99.5,28.5486,34.8486,2,22.109,28.5469,2,20181104,721,2018-11-04T07:21Z,5.0003,-151.9954,0,2,0.18,2,0.6,2,0.04,2,197.35,2,34.8408,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.518,1,0.052,1,4.613,1,196.7,2
33RR20180918,GP15,25,3,26,GSNIS-27,2,6847,14491,20181104,702,5.0003,-151.9954,5114,100,28.55,34.8582,2,22.116,nd,9,20181104,721,2018-11-04T07:21Z,5.0003,-151.9954,0,2,0.19,2,0.59,2,0.04,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.519,1,0.051,1,4.613,1,197,2
33RR20180918,GP15,25,3,27,GSNIS-28,2,6847,14491,20181104,702,5.0003,-151.9954,5114,99,28.5463,34.8491,2,22.11,nd,9,20181104,721,2018-11-04T07:21Z,5.0003,-151.9954,0,2,0.18,2,0.59,2,0.04,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.521,1,0.049,1,4.612,1,197.7,2
33RR20180918,GP15,25,3,28,GSNIS-29,2,6847,14490,20181104,702,5.0003,-151.9954,5114,81.2,28.7359,34.7088,2,21.94,28.7348,2,20181104,723,2018-11-04T07:23Z,5.0003,-151.9954,0,2,0.13,2,0.13,2,0.02,2,197.11,2,34.7077,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.72,1,0.055,1,4.6,1,198.1,2
33RR20180918,GP15,25,3,29,GSNIS-30,2,6847,14490,20181104,702,5.0003,-151.9954,5114,81.2,28.7357,34.7089,2,21.941,nd,9,20181104,723,2018-11-04T07:23Z,5.0003,-151.9954,0,2,0.14,2,0.13,2,0.02,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.715,1,0.054,1,4.601,1,198.3,2
33RR20180918,GP15,25,3,30,GSNIS-31,2,6847,14490,20181104,702,5.0003,-151.9954,5114,81.4,28.7362,34.7088,2,21.94,nd,9,20181104,723,2018-11-04T07:23Z,5.0002,-151.9954,0,2,0.14,2,0.11,2,0.02,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.707,1,0.053,1,4.6,1,198.1,2
33RR20180918,GP15,25,3,31,GSNIS-32,2,6847,14489,20181104,702,5.0003,-151.9954,5114,52.8,28.9239,34.5906,2,21.787,28.9243,2,20181104,725,2018-11-04T07:25Z,5.0003,-151.9954,0,2,0.11,2,0,2,0.01,2,196.98,2,34.5869,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.455,1,0.036,1,4.608,1,199.7,2
33RR20180918,GP15,25,3,32,GSNIS-33,2,6847,14489,20181104,702,5.0003,-151.9954,5114,52.3,28.9263,34.5897,2,21.785,nd,9,20181104,725,2018-11-04T07:25Z,5.0003,-151.9954,0,2,0.1,2,0,2,0.01,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.444,1,0.035,1,4.609,1,197.8,2
33RR20180918,GP15,25,3,33,GSNIS-34,2,6847,14489,20181104,702,5.0003,-151.9954,5114,52.8,28.9198,34.5921,2,21.789,nd,9,20181104,726,2018-11-04T07:26Z,5.0003,-151.9954,0,2,0.1,2,0,2,0.01,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.435,1,0.037,1,4.608,1,197.5,2
33RR20180918,GP15,25,3,34,GSNIS-35,2,6847,14488,20181104,702,5.0003,-151.9954,5114,26.1,29.4645,33.8389,2,21.04,29.4605,2,20181104,728,2018-11-04T07:28Z,5.0003,-151.9954,0,2,0.03,2,0,2,0,2,194.79,2,33.8318,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.303,1,0.021,1,4.631,1,198.7,2
33RR20180918,GP15,25,3,35,GSNIS-36,2,6847,14488,20181104,702,5.0003,-151.9954,5114,26.7,29.4618,33.8364,2,21.039,nd,9,20181104,728,2018-11-04T07:28Z,5.0003,-151.9954,0.1,2,0.03,2,0,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.301,1,0.021,1,4.631,1,197.5,2
33RR20180918,GP15,25,3,36,GSNIS-1,2,6847,14488,20181104,702,5.0003,-151.9954,5114,26.2,29.4596,33.8351,2,21.038,nd,9,20181104,728,2018-11-04T07:28Z,5.0003,-151.9954,0.2,2,0.04,2,0,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,1.3,1,0.021,1,4.631,1,198.1,2
33RR20180918,GP15,25,4,1,MCLANE-PUMP-1,2,6850,14512,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,25,4,2,MCLANE-PUMP-2,2,6850,14511,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,25,4,3,MCLANE-PUMP-3,2,6850,14510,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,25,4,4,MCLANE-PUMP-4,2,6850,14509,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,25,4,5,MCLANE-PUMP-5,2,6850,14508,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,25,4,6,MCLANE-PUMP-6,2,6850,14507,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,25,4,7,MCLANE-PUMP-7,2,6850,14506,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,25,4,8,MCLANE-PUMP-8,2,6850,14505,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,25,5,1,GSNIS-2,2,6856,14551,20181104,1546,5.0002,-152.0002,5114,2019.7,2.3073,34.6384,2,27.682,2.3052,2,20181104,1546,2018-11-04T15:46Z,5.0002,-152.0002,141.63,2,2.78,2,39.66,2,0,2,97.35,2,34.64,3,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.539,1,0.017,1,4.679,1,97.6,2
33RR20180918,GP15,25,5,2,GSNIS-3,2,6856,14551,20181104,1546,5.0002,-152.0002,5114,2020.8,2.3053,34.6387,2,27.682,nd,9,20181104,1546,2018-11-04T15:46Z,5.0002,-152.0002,141.73,2,2.79,2,39.66,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.539,1,0.017,1,4.68,1,97.5,2
33RR20180918,GP15,25,5,3,GSNIS-4,2,6856,14551,20181104,1546,5.0002,-152.0002,5114,2020.2,2.3059,34.6384,2,27.682,nd,9,20181104,1546,2018-11-04T15:46Z,5.0002,-152.0002,141.93,2,2.78,2,39.71,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.538,1,0.018,1,4.679,1,97.3,2
33RR20180918,GP15,25,5,4,GSNIS-5,2,6856,14450,20181104,1546,5.0002,-152.0002,5114,1615.3,2.9511,34.6107,2,27.601,2.9519,2,20181104,1554,2018-11-04T15:54Z,5.0002,-152.0002,127.27,2,2.91,2,40.89,2,0,2,79.04,2,34.6119,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.503,1,0.018,1,4.679,1,78.7,2
33RR20180918,GP15,25,5,5,GSNIS-6,2,6856,14450,20181104,1546,5.0002,-152.0002,5114,1615.7,2.9515,34.6107,2,27.601,nd,9,20181104,1554,2018-11-04T15:54Z,5.0002,-152.0002,127.46,2,2.92,2,40.88,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.503,1,0.018,1,4.679,1,78.6,2
33RR20180918,GP15,25,5,6,GSNIS-7,2,6856,14450,20181104,1546,5.0002,-152.0002,5114,1614.7,2.9516,34.6106,2,27.601,nd,9,20181104,1554,2018-11-04T15:54Z,5.0002,-152.0002,127.56,2,2.92,2,40.94,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.503,1,0.017,1,4.679,1,79.6,2
33RR20180918,GP15,25,5,7,GSNIS-8,2,6856,14549,20181104,1546,5.0002,-152.0002,5114,1211,3.9318,34.574,2,27.473,3.9309,2,20181104,1602,2018-11-04T16:02Z,5.0002,-152.0002,102.44,2,2.95,2,41.26,2,0,2,68.13,2,34.5749,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.55,1,0.017,1,4.677,1,67.8,2
33RR20180918,GP15,25,5,8,GSNIS-9,2,6856,14549,20181104,1546,5.0002,-152.0002,5114,1210.4,3.9313,34.574,2,27.473,nd,9,20181104,1602,2018-11-04T16:02Z,5.0002,-152.0002,102.54,2,2.94,2,41.35,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.552,1,0.017,1,4.677,1,67.1,2
33RR20180918,GP15,25,5,9,GSNIS-10,2,6856,14549,20181104,1546,5.0002,-152.0002,5114,1210.9,3.9313,34.5742,2,27.474,nd,9,20181104,1602,2018-11-04T16:02Z,5.0002,-152.0002,102.44,2,2.95,2,41.47,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.552,1,0.018,1,4.678,1,67.2,2
