EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,GEOTRC_EVENTNO,GEOTRC_SAMPNO,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,Sigma0,REFTMP,REFTMP_FLAG_W,BTL_DATE,BTL_TIME,BTL_ISO_DateTime_UTC,BTL_LAT,BTL_LON,SILICATE_D_CONC_BOTTLE_3fot83,Flag_SILICATE_D_CONC_BOTTLE_3fot83,PHOSPHATE_D_CONC_BOTTLE_d0rgav,Flag_PHOSPHATE_D_CONC_BOTTLE_d0rgav,NITRATE_D_CONC_BOTTLE_bugat8,Flag_NITRATE_D_CONC_BOTTLE_bugat8,NITRITE_D_CONC_BOTTLE_sxduhh,Flag_NITRITE_D_CONC_BOTTLE_sxduhh,OXYGEN_D_CONC_BOTTLE_n41f8b,Flag_OXYGEN_D_CONC_BOTTLE_n41f8b,SALINITY_D_CONC_BOTTLE_zva7jm,Flag_SALINITY_D_CONC_BOTTLE_zva7jm,SILICATE_D_CONC_FISH_7yvjjv,Flag_SILICATE_D_CONC_FISH_7yvjjv,PHOSPHATE_D_CONC_FISH_vdvft4,Flag_PHOSPHATE_D_CONC_FISH_vdvft4,NITRATE_D_CONC_FISH_0w2yqg,Flag_NITRATE_D_CONC_FISH_0w2yqg,NITRITE_D_CONC_FISH_txbmxd,Flag_NITRITE_D_CONC_FISH_txbmxd,SALINITY_D_CONC_FISH_yp29up,Flag_SALINITY_D_CONC_FISH_yp29up,SILICATE_D_CONC_PUMP_nttq7z,Flag_SILICATE_D_CONC_PUMP_nttq7z,PHOSPHATE_D_CONC_PUMP_l3cyv3,Flag_PHOSPHATE_D_CONC_PUMP_l3cyv3,NITRATE_D_CONC_PUMP_cm2gtk,Flag_NITRATE_D_CONC_PUMP_cm2gtk,NITRITE_D_CONC_PUMP_ggojec,Flag_NITRITE_D_CONC_PUMP_ggojec,OXYGEN_D_CONC_PUMP_vehiol,Flag_OXYGEN_D_CONC_PUMP_vehiol,SALINITY_D_CONC_PUMP_8noyqg,Flag_SALINITY_D_CONC_PUMP_8noyqg,SILICATE_D_CONC_UWAY_ajega0,Flag_SILICATE_D_CONC_UWAY_ajega0,PHOSPHATE_D_CONC_UWAY_f1jl3i,Flag_PHOSPHATE_D_CONC_UWAY_f1jl3i,NITRATE_D_CONC_UWAY_mvcqwu,Flag_NITRATE_D_CONC_UWAY_mvcqwu,NITRITE_D_CONC_UWAY_7caiyo,Flag_NITRITE_D_CONC_UWAY_7caiyo,OXYGEN_D_CONC_UWAY_ulgjid,Flag_OXYGEN_D_CONC_UWAY_ulgjid,SALINITY_D_CONC_UWAY_fwcxbm,Flag_SALINITY_D_CONC_UWAY_fwcxbm,CTDRINKO,CTDRINKO_FLAG_W,CTDFLUOR,CTDFLUOR_FLAG_W,CTDXMISS,CTDXMISS_FLAG_W,CTDOXY,CTDOXY_FLAG_W
33RR20180918,GP15,37,10,6,MCLANE-NIS-3,2,6993,15613,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,125.19,2,2.4,2,35.15,2,0,2,nd,9,34.6906,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37,10,7,MCLANE-PUMP-4,2,6993,15612,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37,10,8,MCLANE-NIS-4,2,6993,15612,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,125,2,2.38,2,34.79,2,0,2,nd,9,34.6796,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37,10,9,MCLANE-PUMP-5,2,6993,15611,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37,10,10,MCLANE-NIS-5,2,6993,15611,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,125.88,2,2.36,2,34.53,2,0,2,nd,9,34.6716,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37,10,11,MCLANE-PUMP-6,2,6993,15610,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37,10,12,MCLANE-NIS-6,2,6993,15610,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,122.65,2,2.28,2,33.67,2,0,2,nd,9,34.6653,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37,10,13,MCLANE-PUMP-7,2,6993,15609,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37,10,14,MCLANE-NIS-7,2,6993,15609,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,120.6,2,2.2,2,32.84,2,0,2,nd,9,34.662,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37,10,15,MCLANE-PUMP-8,2,6993,15608,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37,10,16,MCLANE-NIS-8,2,6993,15608,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,120.6,2,2.18,2,32.73,2,0,2,nd,9,34.6549,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37,11,1,GSNIS-2,2,6995,15651,20181120,640,-14.9984,-151.9983,4865,4824.3,1.3373,34.7017,2,27.82,1.3373,2,20181120,640,2018-11-20T06:40Z,-14.9987,-151.9983,121,2,2.24,2,33.05,2,0,2,190.79,2,34.702,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.083,1,0.016,1,4.672,1,191,2
33RR20180918,GP15,37,11,2,GSNIS-3,2,6995,15651,20181120,640,-14.9984,-151.9983,4865,4822.2,1.3371,34.7017,2,27.82,nd,9,20181120,640,2018-11-20T06:40Z,-14.9987,-151.9983,121,2,2.24,2,32.99,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.083,1,0.016,1,4.671,1,190.9,2
33RR20180918,GP15,37,11,3,GSNIS-4,2,6995,15651,20181120,640,-14.9984,-151.9983,4865,4823.3,1.3372,34.7017,2,27.82,nd,9,20181120,640,2018-11-20T06:40Z,-14.9987,-151.9983,121,2,2.25,2,33.02,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.083,1,0.017,1,4.671,1,191.1,2
33RR20180918,GP15,37,11,4,GSNIS-5,2,6995,15651,20181120,640,-14.9984,-151.9983,4865,4823.2,1.3372,34.7019,2,27.82,nd,9,20181120,640,2018-11-20T06:40Z,-14.9987,-151.9983,121.39,2,2.25,2,33.01,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.083,1,0.016,1,4.672,1,190.9,2
33RR20180918,GP15,37,11,5,GSNIS-6,2,6995,15650,20181120,640,-14.9984,-151.9983,4865,4781,1.3363,34.7016,2,27.82,1.3365,2,20181120,642,2018-11-20T06:42Z,-14.9987,-151.9983,121,2,2.26,2,32.98,2,0,2,190.81,2,34.7019,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.079,1,0.017,1,4.672,1,190.9,2
33RR20180918,GP15,37,11,6,GSNIS-7,2,6995,15650,20181120,640,-14.9984,-151.9983,4865,4783.3,1.3365,34.7015,2,27.819,nd,9,20181120,642,2018-11-20T06:42Z,-14.9987,-151.9982,121,2,2.27,2,32.94,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.08,1,0.017,1,4.672,1,190.9,2
33RR20180918,GP15,37,11,7,GSNIS-8,2,6995,15649,20181120,640,-14.9984,-151.9983,4865,4699.5,1.3331,34.7014,2,27.819,1.3332,2,20181120,645,2018-11-20T06:45Z,-14.9987,-151.9982,121.1,2,2.26,3,32.93,2,0,2,191.06,2,34.702,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.076,1,0.017,1,4.672,1,190.6,2
33RR20180918,GP15,37,11,8,GSNIS-9,2,6995,15649,20181120,640,-14.9984,-151.9983,4865,4701.3,1.3331,34.7013,2,27.819,nd,9,20181120,645,2018-11-20T06:45Z,-14.9987,-151.9983,121.39,2,2.21,2,32.97,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.076,1,0.017,1,4.672,1,190.2,2
33RR20180918,GP15,37,11,9,GSNIS-10,2,6995,15649,20181120,640,-14.9984,-151.9983,4865,4699.7,1.3331,34.7015,2,27.819,nd,9,20181120,645,2018-11-20T06:45Z,-14.9987,-151.9983,121,2,2.2,2,32.96,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.076,1,0.017,1,4.671,1,190.3,2
33RR20180918,GP15,37,11,10,GSNIS-11,2,6995,15649,20181120,640,-14.9984,-151.9983,4865,4700.8,1.3332,34.7013,2,27.819,1.333,2,20181120,645,2018-11-20T06:45Z,-14.9987,-151.9983,121.1,2,2.2,2,32.98,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.076,1,0.017,1,4.671,1,190.3,2
33RR20180918,GP15,37,11,11,GSNIS-12,2,6995,15648,20181120,640,-14.9984,-151.9983,4865,4267.8,1.3833,34.6969,2,27.809,1.3835,2,20181120,654,2018-11-20T06:54Z,-14.9987,-151.9983,121.98,2,2.23,2,33.32,2,0,2,184.76,2,34.6971,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.077,1,0.016,1,4.672,1,184.4,2
33RR20180918,GP15,37,11,12,GSNIS-13,2,6995,15648,20181120,640,-14.9984,-151.9983,4865,4267.1,1.3831,34.6971,2,27.809,nd,9,20181120,654,2018-11-20T06:54Z,-14.9987,-151.9983,122.17,2,2.24,2,33.34,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.077,1,0.016,1,4.672,1,184.3,2
33RR20180918,GP15,37,11,13,GSNIS-14,2,6995,15647,20181120,640,-14.9984,-151.9983,4865,3756.4,1.4809,34.6897,2,27.793,1.4809,2,20181120,704,2018-11-20T07:04Z,-14.9985,-151.9983,123.35,2,2.29,2,33.92,2,0,2,176.18,2,34.6895,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.097,1,0.016,1,4.673,1,176.1,2
33RR20180918,GP15,37,11,14,GSNIS-15,2,6995,15647,20181120,640,-14.9984,-151.9983,4865,3755.9,1.4808,34.6897,2,27.793,nd,9,20181120,704,2018-11-20T07:04Z,-14.9985,-151.9983,123.15,2,2.28,2,33.9,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.097,1,0.016,1,4.673,1,176.3,2
33RR20180918,GP15,37,11,15,GSNIS-16,2,6995,15647,20181120,640,-14.9984,-151.9983,4865,3755.7,1.4811,34.6897,2,27.793,nd,9,20181120,704,2018-11-20T07:04Z,-14.9985,-151.9983,123.35,2,2.29,2,33.94,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.097,1,0.016,1,4.673,1,176.3,2
33RR20180918,GP15,37,11,16,GSNIS-17,2,6995,15647,20181120,640,-14.9984,-151.9983,4865,3756.5,1.481,34.6896,2,27.793,nd,9,20181120,704,2018-11-20T07:04Z,-14.9985,-151.9983,123.64,2,2.29,2,33.93,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.097,1,0.017,1,4.673,1,176.3,2
33RR20180918,GP15,37,11,17,GSNIS-18,2,6995,15646,20181120,640,-14.9984,-151.9983,4865,3243.3,1.6368,34.6784,2,27.77,1.6368,2,20181120,714,2018-11-20T07:14Z,-14.9984,-151.9983,126.08,2,2.36,2,34.79,2,0,2,163.98,2,34.6789,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.118,1,0.017,1,4.673,1,164.3,2
33RR20180918,GP15,37,11,18,GSNIS-19,2,6995,15646,20181120,640,-14.9984,-151.9983,4865,3245.6,1.6371,34.6784,2,27.77,nd,9,20181120,714,2018-11-20T07:14Z,-14.9984,-151.9983,126.08,2,2.35,2,34.8,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.119,1,0.017,1,4.673,1,164.2,2
33RR20180918,GP15,37,11,19,GSNIS-20,2,6995,15645,20181120,640,-14.9984,-151.9983,4865,3040.8,1.7018,34.673,2,27.759,1.7016,2,20181120,719,2018-11-20T07:19Z,-14.9984,-151.9983,125.89,2,2.37,2,35.06,2,0,2,160.52,2,34.6732,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.138,1,0.016,1,4.673,1,160.4,2
33RR20180918,GP15,37,11,20,GSNIS-21,2,6995,15645,20181120,640,-14.9984,-151.9983,4865,3041,1.7017,34.6731,2,27.759,nd,9,20181120,719,2018-11-20T07:19Z,-14.9984,-151.9983,125.69,2,2.38,2,35.05,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.138,1,0.017,1,4.673,1,160.3,2
33RR20180918,GP15,37,11,21,GSNIS-22,2,6995,15644,20181120,640,-14.9984,-151.9983,4865,2837,1.7928,34.6672,2,27.747,1.7928,2,20181120,723,2018-11-20T07:23Z,-14.9984,-151.9983,126.08,2,2.42,2,35.41,2,0,2,154.89,2,34.6673,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.151,1,0.017,1,4.673,1,154.9,2
33RR20180918,GP15,37,11,22,GSNIS-23,2,6995,15644,20181120,640,-14.9984,-151.9983,4865,2835.9,1.7927,34.6671,2,27.746,nd,9,20181120,724,2018-11-20T07:24Z,-14.9984,-151.9983,125.99,2,2.42,2,35.42,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.152,1,0.017,1,4.673,1,154.8,2
33RR20180918,GP15,37,11,23,GSNIS-24,2,6995,15644,20181120,640,-14.9984,-151.9983,4865,2837.1,1.7925,34.6672,2,27.747,nd,9,20181120,724,2018-11-20T07:24Z,-14.9984,-151.9983,126.28,2,2.43,2,35.4,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.152,1,0.017,1,4.673,1,154.8,2
33RR20180918,GP15,37,11,24,GSNIS-25,2,6995,15644,20181120,640,-14.9984,-151.9983,4865,2835.8,1.7926,34.6672,2,27.747,nd,9,20181120,724,2018-11-20T07:24Z,-14.9984,-151.9983,126.18,2,2.42,2,35.4,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.152,1,0.017,1,4.673,1,155.1,2
33RR20180918,GP15,37,11,25,GSNIS-26,2,6995,15643,20181120,640,-14.9984,-151.9983,4865,2632.5,1.8893,34.6598,2,27.732,1.8894,2,20181120,728,2018-11-20T07:28Z,-14.9984,-151.9983,124.91,2,2.44,2,35.69,2,0,2,150.57,2,34.6602,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.173,1,0.016,1,4.673,1,150.6,2
33RR20180918,GP15,37,11,26,GSNIS-27,2,6995,15643,20181120,640,-14.9984,-151.9983,4865,2631.3,1.8897,34.6601,2,27.732,nd,9,20181120,728,2018-11-20T07:28Z,-14.9984,-151.9983,125.01,2,2.45,2,35.69,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.173,1,0.017,1,4.672,1,150.6,2
33RR20180918,GP15,37,11,27,GSNIS-28,2,6995,15643,20181120,640,-14.9984,-151.9983,4865,2633.5,1.8893,34.6601,2,27.732,nd,9,20181120,729,2018-11-20T07:29Z,-14.9984,-151.9983,125.01,2,2.43,2,35.69,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.174,1,0.016,1,4.673,1,150.6,2
33RR20180918,GP15,37,11,28,GSNIS-29,2,6995,15643,20181120,640,-14.9984,-151.9983,4865,2631.6,1.8897,34.6599,2,27.732,nd,9,20181120,729,2018-11-20T07:29Z,-14.9984,-151.9983,125.01,2,2.44,2,35.68,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.174,1,0.017,1,4.672,1,150.6,2
33RR20180918,GP15,37,11,29,GSNIS-30,2,6995,15642,20181120,640,-14.9984,-151.9983,4865,2429.2,1.9612,34.6533,2,27.72,1.9614,2,20181120,733,2018-11-20T07:33Z,-14.9984,-151.9983,123.35,2,2.44,2,35.85,2,0,2,148.71,2,34.6535,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.186,1,0.017,1,4.672,1,148.8,2
33RR20180918,GP15,37,11,30,GSNIS-31,2,6995,15642,20181120,640,-14.9984,-151.9983,4865,2429.4,1.9617,34.6532,2,27.72,nd,9,20181120,734,2018-11-20T07:34Z,-14.9984,-151.9983,123.06,2,2.45,2,35.8,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.186,1,0.017,1,4.673,1,148.8,2
33RR20180918,GP15,37,11,31,GSNIS-32,2,6995,15642,20181120,640,-14.9984,-151.9983,4865,2430.6,1.9615,34.6533,2,27.72,nd,9,20181120,734,2018-11-20T07:34Z,-14.9984,-151.9983,122.86,2,2.45,2,35.76,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.186,1,0.016,1,4.673,1,148.2,2
33RR20180918,GP15,37,11,32,GSNIS-33,2,6995,15642,20181120,640,-14.9984,-151.9983,4865,2427.4,1.9612,34.6532,2,27.72,1.9613,2,20181120,734,2018-11-20T07:34Z,-14.9984,-151.9983,123.15,2,2.44,2,35.76,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.186,1,0.017,1,4.673,1,148.8,2
33RR20180918,GP15,37,11,33,GSNIS-34,2,6995,15641,20181120,640,-14.9984,-151.9983,4865,2124.9,2.0945,34.6396,2,27.696,2.0948,2,20181120,740,2018-11-20T07:40Z,-14.9984,-151.9983,117.78,2,2.43,2,35.77,2,0,2,148.54,2,34.6401,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.18,1,0.017,1,4.672,1,148.2,2
33RR20180918,GP15,37,11,34,GSNIS-35,2,6995,15641,20181120,640,-14.9984,-151.9983,4865,2124.7,2.0947,34.6395,2,27.696,nd,9,20181120,740,2018-11-20T07:40Z,-14.9984,-151.9983,117.58,2,2.43,2,35.73,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.18,1,0.017,1,4.672,1,148,2
33RR20180918,GP15,37,11,35,GSNIS-36,2,6995,15640,20181120,640,-14.9984,-151.9983,4865,1818.2,2.395,34.6141,2,27.649,2.396,2,20181120,747,2018-11-20T07:47Z,-14.9984,-151.9983,108.79,2,2.42,2,35.91,2,0,2,144.7,2,34.6146,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.179,1,0.017,1,4.672,1,144.3,2
33RR20180918,GP15,37,11,36,GSNIS-1,2,6995,15640,20181120,640,-14.9984,-151.9983,4865,1820.7,2.3966,34.6141,2,27.649,nd,9,20181120,747,2018-11-20T07:47Z,-14.9984,-151.9983,108.79,2,2.42,2,35.92,2,0,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,2.179,1,0.017,1,4.672,1,144.5,2
33RR20180918,GP15,37,11,37,nd,9,nd,nd,20181120,640,-14.9984,-151.9983,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37.5,1,1,FISH,2,6999,15656,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,0.29,2,0.11,2,0.06,2,0,2,36.2083,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,37.5,1,2,UWAY,2,7002,nd,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,0.29,2,0.11,2,0.01,2,0,2,nd,9,36.187,2,nd,9,nd,9,nd,9,nd,9
33RR20180918,GP15,38,1,1,FISH,2,7000,15657,nd,nd,nd,nd,nd,nd,nd,nd,9,nd,nd,9,nd,nd,nd,nd,nd,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,0.2,2,0.1,2,0,2,0,2,36.0904,2,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9,nd,9
