param,id,val
ws,XIANG,1.558580685
ws,XIANG,1.568701395
ws,XIANG,1.573585495
ws,XIANG,1.588497072
ws,XIANG,1.641411957
ws,XIANG,1.64194124
ws,XIANG,1.667761007
ws,XIANG,1.686230972
ws,XIANG,1.755845993
ws,XIANG,1.856353397
ws,XIANG,1.879675818
ws,XIANG,1.891619563
ws,XIANG,1.988689076
ws,XIANG,2.104512271
ws,XIANG,2.254623101
ws,XIANG,2.360464406
